Country,Carrier,Technology,Year,Efficiency,OvernightCapitalCost,FixedCost,VariableCost,FuelCost
SGP,solar,photovoltaic-unspecified,2023,1,1078000,9850,0,0
SGP,solar,photovoltaic-unspecified,2030,1,759800,7200,0,0
SGP,solar,photovoltaic-unspecified,2050,1,549400,5950,0,0
SGP,solar,photovoltaic-unspecified,2023,1,930000,11500,0,0
SGP,solar,photovoltaic-unspecified,2030,1,655680,8400,0,0
SGP,solar,photovoltaic-unspecified,2050,1,472800,7050,0,0
SGP,wind,wind-offshore-unspecified,2023,1,3544500,94384,5.1575,0
SGP,wind,wind-offshore-unspecified,2030,1,2776655,70895.5,3.844,0
SGP,wind,wind-offshore-unspecified,2050,1,2218550,60145,3.2175,0
SGP,wind,wind-offshore-floating,2023,1,5417500,155000,0,0
SGP,wind,wind-offshore-floating,2030,1,3238000,125000,0,0
SGP,wind,wind-offshore-floating,2050,1,2435000,65000,0,0
SGP,wind,wind-onshore,2023,1,1547250,41000,1.82,0
SGP,wind,wind-onshore,2030,1,1223600,36000,1.456,0
SGP,wind,wind-onshore,2050,1,1003350,29000,1.196,0
THA,battery,lithium-ion,2023,1,519699.065,7810.5,2.126,0
THA,battery,lithium-ion,2030,1,289764.28,5405.5,1.9134,0
THA,battery,lithium-ion,2050,1,188162.674,3752.5,1.7008,0
THA,bioenergy,biogas,2023,0.3,2647250,105690,0.11765,0
THA,bioenergy,biogas,2030,0.3,2372362.5,97200,0.107614,0
THA,bioenergy,biogas,2050,0.3,2050437.5,84600,0.10036,0
THA,bioenergy,biomass,2023,0.3,1996200,51750,3.245,0
THA,bioenergy,biomass,2030,0.3,1796782,47600,2.96252,0
THA,bioenergy,biomass,2050,0.3,1576160,41400,2.5648,0
THA,coal,integrated-gasification-combined-cycle,2023,0.4,2689050,68400,13.4945,8.16828173
THA,coal,integrated-gasification-combined-cycle,2030,0.4,2472350,66300,13.1005,8.16828173
THA,coal,integrated-gasification-combined-cycle,2050,0.4,2285200,64300,12.7065,8.16828173
THA,coal,coal-ccs,2023,0.4,4698450,123000,21.67,8.16828173
THA,coal,coal-ccs,2030,0.4,4225650,121800,21.4533,8.16828173
THA,coal,coal-ccs,2050,0.4,3378550,116900,20.8032,8.16828173
THA,coal,subcritical,2023,0.4,1851800,51600,1.4775,8.16828173
THA,coal,subcritical,2030,0.4,1792700,50000,1.42825,8.16828173
THA,coal,subcritical,2050,0.4,1733600,48550,1.379,8.16828173
THA,coal,supercritical,2023,0.4,1503200,43300,1.0566,8.16828173
THA,coal,supercritical,2030,0.4,1474750,42050,0.69015,8.16828173
THA,coal,supercritical,2050,0.4,1435900,40650,0.6669,8.16828173
THA,coal,coal-ccs,2023,0.4,3600400,90050,3.5215,8.16828173
THA,coal,coal-ccs,2030,0.4,3330100,85400,3.0385,8.16828173
THA,coal,coal-ccs,2050,0.4,2796050,75450,2.847,8.16828173
THA,coal,ultrasupercritical,2023,0.4,1652050,62800,0.64365,8.16828173
THA,coal,ultrasupercritical,2030,0.4,1618400,60950,0.6204,8.16828173
THA,coal,ultrasupercritical,2050,0.4,1589950,59050,0.59195,8.16828173
THA,gas,combined-cycle,2023,0.6,907250,28075,1.443,14.571
THA,gas,combined-cycle,2030,0.6,840307.5,27250,1.2301,14.571
THA,gas,combined-cycle,2050,0.6,799628,26400,1.1784,14.571
THA,gas,gas-ccs,2023,0.7,2135750,48875,3.1904,14.571
THA,gas,gas-ccs,2030,0.7,1883750,43850,2.7242,14.571
THA,gas,gas-ccs,2050,0.7,1559000,37100,2.3541,14.571
THA,gas,open-cycle-gas-turbine,2023,0.4,838000,25300,1.674,14.571
THA,gas,open-cycle-gas-turbine,2030,0.4,801560,24550,1.6275,14.571
THA,gas,open-cycle-gas-turbine,2050,0.4,749504,23800,1.581,14.571
THA,geothermal,geothermal-binary-cycle,2023,0.1,5001500,82900,0.37895,0
THA,geothermal,geothermal-binary-cycle,2030,0.11,4845500,82100,0.36855,0
THA,geothermal,geothermal-binary-cycle,2050,0.12,4381750,74050,0.334815,0
THA,geothermal,geothermal-flash-steam-unspecified,2023,0.16,3918000,64350,0.26075,0
THA,geothermal,geothermal-flash-steam-unspecified,2030,0.17,3814000,63700,0.25035,0
THA,geothermal,geothermal-flash-steam-unspecified,2050,0.18,3453400,57400,0.226,0
THA,hydro,hydro-unspecified,2023,0.75,1803000,40350,0.6821,0
THA,hydro,hydro-unspecified,2030,0.75,1762080,38400,0.65255,0
THA,hydro,hydro-unspecified,2050,0.75,1690470,35800,0.6085,0
THA,hydro,hydro-unspecified,2023,0.75,2659500,60400,0.56145,0
THA,hydro,hydro-unspecified,2030,0.75,2553120,58000,0.538992,0
THA,hydro,hydro-unspecified,2050,0.75,2366955,54000,0.4996905,0
THA,hydro,hydro-pumped-storage,2023,0.75,1020800,13510,1.162775,0
THA,hydro,hydro-pumped-storage,2030,0.75,1020800,13510,1.162775,0
THA,hydro,hydro-pumped-storage,2050,0.75,1020800,13510,1.162775,0
THA,hydro,hydro-unspecified,2023,0.75,2072500,44850,0.52505,0
THA,hydro,hydro-unspecified,2030,0.75,2026000,42800,0.504048,0
THA,hydro,hydro-unspecified,2050,0.75,1944625,39900,0.472545,0
THA,waste,waste,2023,0.3,2700500,136250,7.161,0
THA,waste,waste,2030,0.3,2700500,136250,7.161,0
THA,waste,waste,2050,0.3,2700500,136250,7.161,0
THA,waste,waste,2023,0.3,5688050,265609,25.8395,0
THA,waste,waste,2030,0.3,5270735.83,235994,24.168,0
THA,waste,waste,2050,0.3,4690569.4,203155,23.3335,0
THA,nuclear,pressurized-water-reactor,2023,0.8,8865000,127000,2.364,0
THA,nuclear,pressurized-water-reactor,2030,0.8,7781500,120000,2.2655,0
THA,nuclear,pressurized-water-reactor,2050,0.8,6698000,113000,2.167,0
THA,nuclear,small-modular-reactor,2023,0.8,9456000,110000,2.167,0
THA,nuclear,small-modular-reactor,2030,0.8,9456000,110000,2.167,0
THA,nuclear,small-modular-reactor,2050,0.8,7190500,102000,2.0685,0
THA,oil,oil-unspecified,2023,0.55,736080,9560,6.77264,32.88784014
THA,oil,oil-unspecified,2030,0.55,725680,9310,6.3006,32.88784014
THA,oil,oil-unspecified,2050,0.55,699478,8923.5,5.93458,32.88784014
THA,solar,photovoltaic-unspecified,2023,1,1078000,9850,0,0
THA,solar,photovoltaic-unspecified,2030,1,759800,7200,0,0
THA,solar,photovoltaic-unspecified,2050,1,549400,5950,0,0
THA,solar,photovoltaic-unspecified,2023,1,930000,11500,0,0
THA,solar,photovoltaic-unspecified,2030,1,655680,8400,0,0
THA,solar,photovoltaic-unspecified,2050,1,472800,7050,0,0
THA,wind,wind-offshore-unspecified,2023,1,3544500,94384,5.1575,0
THA,wind,wind-offshore-unspecified,2030,1,2776655,70895.5,3.844,0
THA,wind,wind-offshore-unspecified,2050,1,2218550,60145,3.2175,0
THA,wind,wind-offshore-floating,2023,1,5417500,155000,0,0
THA,wind,wind-offshore-floating,2030,1,3238000,125000,0,0
THA,wind,wind-offshore-floating,2050,1,2435000,65000,0,0
THA,wind,wind-onshore,2023,1,1547250,41000,1.82,0
THA,wind,wind-onshore,2030,1,1223600,36000,1.456,0
THA,wind,wind-onshore,2050,1,1003350,29000,1.196,0
IDN,bioenergy,bioenergy-unspecified,2023,0.3,2280000,54000,3.4,0
IDN,bioenergy,bioenergy-unspecified,2030,0.3,2070000,49700,3.13,0
IDN,bioenergy,bioenergy-unspecified,2050,0.3,1820000,43200,2.72,0
VNM,bioenergy,bioenergy-unspecified,2023,0.3,1800000,49500,3.2,0
VNM,bioenergy,bioenergy-unspecified,2030,0.3,1600000,45500,2.9,0
VNM,bioenergy,bioenergy-unspecified,2050,0.3,1400000,39600,2.5,0
BRN,bioenergy,bioenergy-unspecified,2023,0.3,1996200,51750,3.245,0
BRN,bioenergy,bioenergy-unspecified,2030,0.3,1796782,47600,2.96252,0
BRN,bioenergy,bioenergy-unspecified,2050,0.3,1576160,41400,2.5648,0
KHM,bioenergy,bioenergy-unspecified,2023,0.3,1996200,50625,3.245,0
KHM,bioenergy,bioenergy-unspecified,2030,0.3,1796782,46550,2.96252,0
KHM,bioenergy,bioenergy-unspecified,2050,0.3,1576160,40500,2.5648,0
LAO,bioenergy,bioenergy-unspecified,2023,0.3,1996200,51187.5,3.245,0
LAO,bioenergy,bioenergy-unspecified,2030,0.3,1796782,47075,2.96252,0
LAO,bioenergy,bioenergy-unspecified,2050,0.3,1576160,40950,2.5648,0
MMR,bioenergy,bioenergy-unspecified,2023,0.3,1996200,50906.25,3.245,0
MMR,bioenergy,bioenergy-unspecified,2030,0.3,1796782,46812.5,2.96252,0
MMR,bioenergy,bioenergy-unspecified,2050,0.3,1576160,40725,2.5648,0
MYS,bioenergy,bioenergy-unspecified,2023,0.3,1996200,51046.875,3.245,0
MYS,bioenergy,bioenergy-unspecified,2030,0.3,1796782,46943.75,2.96252,0
MYS,bioenergy,bioenergy-unspecified,2050,0.3,1576160,40837.5,2.5648,0
PHL,bioenergy,bioenergy-unspecified,2023,0.3,1996200,50976.5625,3.245,0
PHL,bioenergy,bioenergy-unspecified,2030,0.3,1796782,46878.125,2.96252,0
PHL,bioenergy,bioenergy-unspecified,2050,0.3,1576160,40781.25,2.5648,0
SGP,bioenergy,bioenergy-unspecified,2023,0.3,1996200,51011.71875,3.245,0
SGP,bioenergy,bioenergy-unspecified,2030,0.3,1796782,46910.9375,2.96252,0
SGP,bioenergy,bioenergy-unspecified,2050,0.3,1576160,40809.375,2.5648,0
THA,bioenergy,bioenergy-unspecified,2023,0.3,1996200,50994.14063,3.245,0
THA,bioenergy,bioenergy-unspecified,2030,0.3,1796782,46894.53125,2.96252,0
THA,bioenergy,bioenergy-unspecified,2050,0.3,1576160,40795.3125,2.5648,0
IDN,coal,coal-unspecified,2023,0.4,1880000,51600,1.5,8.16828173
IDN,coal,coal-unspecified,2030,0.4,1820000,50000,1.45,8.16828173
IDN,coal,coal-unspecified,2050,0.4,1760000,48550,1.4,8.16828173
VNM,coal,coal-unspecified,2023,0.4,1880000,51600,1.5,8.16828173
VNM,coal,coal-unspecified,2030,0.4,1820000,50000,1.45,8.16828173
VNM,coal,coal-unspecified,2050,0.4,1760000,48550,1.4,8.16828173
BRN,coal,coal-unspecified,2023,0.4,1851800,51600,1.4775,8.16828173
BRN,coal,coal-unspecified,2030,0.4,1792700,50000,1.42825,8.16828173
BRN,coal,coal-unspecified,2050,0.4,1733600,48550,1.379,8.16828173
KHM,coal,coal-unspecified,2023,0.4,1851800,51600,1.4775,8.16828173
KHM,coal,coal-unspecified,2030,0.4,1792700,50000,1.42825,8.16828173
KHM,coal,coal-unspecified,2050,0.4,1733600,48550,1.379,8.16828173
LAO,coal,coal-unspecified,2023,0.4,1851800,51600,1.4775,8.16828173
LAO,coal,coal-unspecified,2030,0.4,1792700,50000,1.42825,8.16828173
LAO,coal,coal-unspecified,2050,0.4,1733600,48550,1.379,8.16828173
MMR,coal,coal-unspecified,2023,0.4,1851800,51600,1.4775,8.16828173
MMR,coal,coal-unspecified,2030,0.4,1792700,50000,1.42825,8.16828173
MMR,coal,coal-unspecified,2050,0.4,1733600,48550,1.379,8.16828173
MYS,coal,coal-unspecified,2023,0.4,1851800,51600,1.4775,8.16828173
MYS,coal,coal-unspecified,2030,0.4,1792700,50000,1.42825,8.16828173
MYS,coal,coal-unspecified,2050,0.4,1733600,48550,1.379,8.16828173
PHL,coal,coal-unspecified,2023,0.4,1851800,51600,1.4775,8.16828173
PHL,coal,coal-unspecified,2030,0.4,1792700,50000,1.42825,8.16828173
PHL,coal,coal-unspecified,2050,0.4,1733600,48550,1.379,8.16828173
SGP,coal,coal-unspecified,2023,0.4,1851800,51600,1.4775,8.16828173
SGP,coal,coal-unspecified,2030,0.4,1792700,50000,1.42825,8.16828173
SGP,coal,coal-unspecified,2050,0.4,1733600,48550,1.379,8.16828173
THA,coal,coal-unspecified,2023,0.4,1851800,51600,1.4775,8.16828173
THA,coal,coal-unspecified,2030,0.4,1792700,50000,1.42825,8.16828173
THA,coal,coal-unspecified,2050,0.4,1733600,48550,1.379,8.16828173
IDN,geothermal,geothermal-unspecified,2023,0.11,5500000,145000,0.39,0
IDN,geothermal,geothermal-unspecified,2030,0.135,5500000,145000,0.39,0
IDN,geothermal,geothermal-unspecified,2050,0.145,4950000,130500,0.35,0
VNM,geothermal,geothermal-unspecified,2023,0.11,4700000,20800,0.38,0
VNM,geothermal,geothermal-unspecified,2030,0.135,4400000,19200,0.36,0
VNM,geothermal,geothermal-unspecified,2050,0.145,4000000,17600,0.33,0
BRN,geothermal,geothermal-unspecified,2023,0.11,5001500,82900,0.37895,0
BRN,geothermal,geothermal-unspecified,2030,0.135,4845500,82100,0.36855,0
BRN,geothermal,geothermal-unspecified,2050,0.145,4381750,74050,0.334815,0
KHM,geothermal,geothermal-unspecified,2023,0.11,5001500,82900,0.37895,0
KHM,geothermal,geothermal-unspecified,2030,0.135,4845500,82100,0.36855,0
KHM,geothermal,geothermal-unspecified,2050,0.145,4381750,74050,0.334815,0
LAO,geothermal,geothermal-unspecified,2023,0.11,5001500,82900,0.37895,0
LAO,geothermal,geothermal-unspecified,2030,0.135,4845500,82100,0.36855,0
LAO,geothermal,geothermal-unspecified,2050,0.145,4381750,74050,0.334815,0
MMR,geothermal,geothermal-unspecified,2023,0.11,5001500,82900,0.37895,0
MMR,geothermal,geothermal-unspecified,2030,0.135,4845500,82100,0.36855,0
MMR,geothermal,geothermal-unspecified,2050,0.145,4381750,74050,0.334815,0
MYS,geothermal,geothermal-unspecified,2023,0.11,5001500,82900,0.37895,0
MYS,geothermal,geothermal-unspecified,2030,0.135,4845500,82100,0.36855,0
MYS,geothermal,geothermal-unspecified,2050,0.145,4381750,74050,0.334815,0
PHL,geothermal,geothermal-unspecified,2023,0.11,5001500,82900,0.37895,0
PHL,geothermal,geothermal-unspecified,2030,0.135,4845500,82100,0.36855,0
PHL,geothermal,geothermal-unspecified,2050,0.145,4381750,74050,0.334815,0
SGP,geothermal,geothermal-unspecified,2023,0.11,5001500,82900,0.37895,0
SGP,geothermal,geothermal-unspecified,2030,0.135,4845500,82100,0.36855,0
SGP,geothermal,geothermal-unspecified,2050,0.145,4381750,74050,0.334815,0
THA,geothermal,geothermal-unspecified,2023,0.11,5001500,82900,0.37895,0
THA,geothermal,geothermal-unspecified,2030,0.135,4845500,82100,0.36855,0
THA,geothermal,geothermal-unspecified,2050,0.145,4381750,74050,0.334815,0
