production_solar,production_wind,production_hydro,production_biomass,production_geothermal,production_cogen,year,month,day,hour,Hydro,Solar,Wind,Biomass,CoGen
1043.0,207,209,0.0,0.0,412.0,2022,1,1,0,2093.937,7840.373674,1134.159,0.0,1277.0
1498.0,218,203,0.0,0.0,390.0,2022,1,1,1,2093.937,7840.373674,1134.159,0.0,1277.0
2617.0,272,179,0.0,0.0,384.0,2022,1,1,2,2093.937,7840.373674,1134.159,0.0,1277.0
3195.0,348,163,0.0,0.0,406.0,2022,1,1,3,2093.937,7840.373674,1134.159,0.0,1277.0
3393.0,258,216,0.0,0.0,433.0,2022,1,1,4,2093.937,7840.373674,1134.159,0.0,1277.0
3301.0,205,268,0.0,0.0,460.0,2022,1,1,5,2093.937,7840.373674,1134.159,0.0,1277.0
2769.0,240,205,0.0,0.0,490.0,2022,1,1,6,2093.937,7840.373674,1134.159,0.0,1277.0
2112.0,346,208,0.0,0.0,449.0,2022,1,1,7,2093.937,7840.373674,1134.159,0.0,1277.0
828.0,315,320,0.0,0.0,442.0,2022,1,1,8,2093.937,7840.373674,1134.159,0.0,1277.0
107.0,485,527,0.0,0.0,374.0,2022,1,1,9,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,551,643,0.0,0.0,489.0,2022,1,1,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,512,649,0.0,0.0,487.0,2022,1,1,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,435,583,0.0,0.0,431.0,2022,1,1,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,374,518,0.0,0.0,398.0,2022,1,1,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,388,399,0.0,0.0,504.0,2022,1,1,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,291,324,0.0,0.0,418.0,2022,1,1,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,188,349,0.0,0.0,422.0,2022,1,1,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,205,254,0.0,0.0,555.0,2022,1,1,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,252,201,0.0,0.0,395.0,2022,1,1,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,239,204,0.0,0.0,395.0,2022,1,1,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,242,184,0.0,0.0,442.0,2022,1,1,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,264,180,0.0,0.0,389.0,2022,1,1,21,2093.937,7840.373674,1134.159,0.0,1277.0
3.0,267,176,0.0,0.0,428.0,2022,1,1,22,2093.937,7840.373674,1134.159,0.0,1277.0
274.0,271,160,0.0,0.0,352.0,2022,1,1,23,2093.937,7840.373674,1134.159,0.0,1277.0
1033.0,337,182,0.0,0.0,295.0,2022,1,2,0,2093.937,7840.373674,1134.159,0.0,1277.0
2148.0,463,221,0.0,0.0,273.0,2022,1,2,1,2093.937,7840.373674,1134.159,0.0,1277.0
3149.0,557,207,0.0,0.0,355.0,2022,1,2,2,2093.937,7840.373674,1134.159,0.0,1277.0
3545.0,618,199,0.0,0.0,420.0,2022,1,2,3,2093.937,7840.373674,1134.159,0.0,1277.0
3692.0,657,174,0.0,0.0,422.0,2022,1,2,4,2093.937,7840.373674,1134.159,0.0,1277.0
3512.0,689,176,0.0,0.0,445.0,2022,1,2,5,2093.937,7840.373674,1134.159,0.0,1277.0
3095.0,694,187,0.0,0.0,418.0,2022,1,2,6,2093.937,7840.373674,1134.159,0.0,1277.0
1940.0,693,195,0.0,0.0,405.0,2022,1,2,7,2093.937,7840.373674,1134.159,0.0,1277.0
812.0,683,251,0.0,0.0,388.0,2022,1,2,8,2093.937,7840.373674,1134.159,0.0,1277.0
107.0,662,460,0.0,0.0,402.0,2022,1,2,9,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,644,571,0.0,0.0,304.0,2022,1,2,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,617,551,0.0,0.0,414.0,2022,1,2,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,589,570,0.0,0.0,460.0,2022,1,2,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,522,427,0.0,0.0,351.0,2022,1,2,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,457,246,0.0,0.0,458.0,2022,1,2,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,441,235,0.0,0.0,507.0,2022,1,2,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,442,238,0.0,0.0,537.0,2022,1,2,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,446,257,0.0,0.0,580.0,2022,1,2,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,452,183,0.0,0.0,414.0,2022,1,2,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,397,172,0.0,0.0,411.0,2022,1,2,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,347,164,0.0,0.0,403.0,2022,1,2,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,319,169,0.0,0.0,381.0,2022,1,2,21,2093.937,7840.373674,1134.159,0.0,1277.0
3.0,386,184,0.0,0.0,309.0,2022,1,2,22,2093.937,7840.373674,1134.159,0.0,1277.0
225.0,402,167,0.0,0.0,492.0,2022,1,2,23,2093.937,7840.373674,1134.159,0.0,1277.0
939.0,385,167,0.0,0.0,408.0,2022,1,3,0,2093.937,7840.373674,1134.159,0.0,1277.0
2191.0,400,185,0.0,0.0,497.0,2022,1,3,1,2093.937,7840.373674,1134.159,0.0,1277.0
3063.0,443,176,0.0,0.0,614.0,2022,1,3,2,2093.937,7840.373674,1134.159,0.0,1277.0
3586.0,529,190,0.0,0.0,640.0,2022,1,3,3,2093.937,7840.373674,1134.159,0.0,1277.0
3800.0,602,182,0.0,0.0,710.0,2022,1,3,4,2093.937,7840.373674,1134.159,0.0,1277.0
3637.0,584,215,0.0,0.0,546.0,2022,1,3,5,2093.937,7840.373674,1134.159,0.0,1277.0
3151.0,591,228,0.0,0.0,627.0,2022,1,3,6,2093.937,7840.373674,1134.159,0.0,1277.0
1948.0,626,238,0.0,0.0,705.0,2022,1,3,7,2093.937,7840.373674,1134.159,0.0,1277.0
821.0,614,357,0.0,0.0,667.0,2022,1,3,8,2093.937,7840.373674,1134.159,0.0,1277.0
147.0,550,419,0.0,0.0,557.0,2022,1,3,9,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,511,535,0.0,0.0,550.0,2022,1,3,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,453,538,0.0,0.0,569.0,2022,1,3,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,374,456,0.0,0.0,679.0,2022,1,3,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,299,309,0.0,0.0,622.0,2022,1,3,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,257,241,0.0,0.0,461.0,2022,1,3,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,245,211,0.0,0.0,427.0,2022,1,3,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,242,193,0.0,0.0,489.0,2022,1,3,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,231,160,0.0,0.0,441.0,2022,1,3,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,243,147,0.0,0.0,413.0,2022,1,3,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,279,149,0.0,0.0,409.0,2022,1,3,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,279,154,0.0,0.0,411.0,2022,1,3,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,351,147,0.0,0.0,398.0,2022,1,3,21,2093.937,7840.373674,1134.159,0.0,1277.0
1.0,364,149,0.0,0.0,396.0,2022,1,3,22,2093.937,7840.373674,1134.159,0.0,1277.0
232.0,344,145,0.0,0.0,412.0,2022,1,3,23,2093.937,7840.373674,1134.159,0.0,1277.0
973.0,381,163,0.0,0.0,435.0,2022,1,4,0,2093.937,7840.373674,1134.159,0.0,1277.0
1913.0,391,161,0.0,0.0,364.0,2022,1,4,1,2093.937,7840.373674,1134.159,0.0,1277.0
2745.0,390,149,0.0,0.0,472.0,2022,1,4,2,2093.937,7840.373674,1134.159,0.0,1277.0
3417.0,437,155,0.0,0.0,566.0,2022,1,4,3,2093.937,7840.373674,1134.159,0.0,1277.0
3715.0,539,169,0.0,0.0,576.0,2022,1,4,4,2093.937,7840.373674,1134.159,0.0,1277.0
3554.0,579,194,0.0,0.0,619.0,2022,1,4,5,2093.937,7840.373674,1134.159,0.0,1277.0
3103.0,595,216,0.0,0.0,633.0,2022,1,4,6,2093.937,7840.373674,1134.159,0.0,1277.0
2506.0,604,222,0.0,0.0,659.0,2022,1,4,7,2093.937,7840.373674,1134.159,0.0,1277.0
983.0,600,302,0.0,0.0,713.0,2022,1,4,8,2093.937,7840.373674,1134.159,0.0,1277.0
166.0,542,494,0.0,0.0,563.0,2022,1,4,9,2093.937,7840.373674,1134.159,0.0,1277.0
5.0,489,519,0.0,0.0,563.0,2022,1,4,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,335,524,0.0,0.0,621.0,2022,1,4,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,251,383,0.0,0.0,634.0,2022,1,4,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,327,290,0.0,0.0,543.0,2022,1,4,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,289,331,0.0,0.0,507.0,2022,1,4,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,200,280,0.0,0.0,345.0,2022,1,4,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,111,254,0.0,0.0,398.0,2022,1,4,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,82,211,0.0,0.0,412.0,2022,1,4,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,73,183,0.0,0.0,427.0,2022,1,4,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,55,179,0.0,0.0,404.0,2022,1,4,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,38,157,0.0,0.0,411.0,2022,1,4,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,35,157,0.0,0.0,415.0,2022,1,4,21,2093.937,7840.373674,1134.159,0.0,1277.0
1.0,44,177,0.0,0.0,395.0,2022,1,4,22,2093.937,7840.373674,1134.159,0.0,1277.0
51.0,45,187,0.0,0.0,484.0,2022,1,4,23,2093.937,7840.373674,1134.159,0.0,1277.0
156.0,64,201,0.0,0.0,512.0,2022,1,5,0,2093.937,7840.373674,1134.159,0.0,1277.0
781.0,179,256,0.0,0.0,558.0,2022,1,5,1,2093.937,7840.373674,1134.159,0.0,1277.0
1206.0,204,261,0.0,0.0,510.0,2022,1,5,2,2093.937,7840.373674,1134.159,0.0,1277.0
1709.0,194,214,0.0,0.0,553.0,2022,1,5,3,2093.937,7840.373674,1134.159,0.0,1277.0
1992.0,163,191,0.0,0.0,606.0,2022,1,5,4,2093.937,7840.373674,1134.159,0.0,1277.0
2034.0,127,225,0.0,0.0,437.0,2022,1,5,5,2093.937,7840.373674,1134.159,0.0,1277.0
1867.0,140,227,0.0,0.0,463.0,2022,1,5,6,2093.937,7840.373674,1134.159,0.0,1277.0
986.0,204,253,0.0,0.0,584.0,2022,1,5,7,2093.937,7840.373674,1134.159,0.0,1277.0
585.0,256,345,0.0,0.0,587.0,2022,1,5,8,2093.937,7840.373674,1134.159,0.0,1277.0
90.0,283,488,0.0,0.0,621.0,2022,1,5,9,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,238,565,0.0,0.0,597.0,2022,1,5,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,171,552,0.0,0.0,556.0,2022,1,5,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,138,534,0.0,0.0,565.0,2022,1,5,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,152,452,0.0,0.0,559.0,2022,1,5,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,187,269,0.0,0.0,426.0,2022,1,5,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,150,221,0.0,0.0,360.0,2022,1,5,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,218,199,0.0,0.0,407.0,2022,1,5,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,409,190,0.0,0.0,394.0,2022,1,5,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,511,185,0.0,0.0,386.0,2022,1,5,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,643,181,0.0,0.0,404.0,2022,1,5,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,685,182,0.0,0.0,393.0,2022,1,5,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,731,170,0.0,0.0,399.0,2022,1,5,21,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,739,177,0.0,0.0,394.0,2022,1,5,22,2093.937,7840.373674,1134.159,0.0,1277.0
198.0,731,177,0.0,0.0,441.0,2022,1,5,23,2093.937,7840.373674,1134.159,0.0,1277.0
817.0,720,226,0.0,0.0,453.0,2022,1,6,0,2093.937,7840.373674,1134.159,0.0,1277.0
1425.0,723,265,0.0,0.0,465.0,2022,1,6,1,2093.937,7840.373674,1134.159,0.0,1277.0
1710.0,728,288,0.0,0.0,434.0,2022,1,6,2,2093.937,7840.373674,1134.159,0.0,1277.0
2347.0,726,228,0.0,0.0,574.0,2022,1,6,3,2093.937,7840.373674,1134.159,0.0,1277.0
2320.0,729,216,0.0,0.0,625.0,2022,1,6,4,2093.937,7840.373674,1134.159,0.0,1277.0
1998.0,730,213,0.0,0.0,614.0,2022,1,6,5,2093.937,7840.373674,1134.159,0.0,1277.0
1211.0,723,227,0.0,0.0,670.0,2022,1,6,6,2093.937,7840.373674,1134.159,0.0,1277.0
738.0,734,216,0.0,0.0,681.0,2022,1,6,7,2093.937,7840.373674,1134.159,0.0,1277.0
273.0,735,360,0.0,0.0,626.0,2022,1,6,8,2093.937,7840.373674,1134.159,0.0,1277.0
44.0,726,470,0.0,0.0,594.0,2022,1,6,9,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,713,547,0.0,0.0,578.0,2022,1,6,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,703,542,0.0,0.0,601.0,2022,1,6,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,699,547,0.0,0.0,569.0,2022,1,6,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,693,396,0.0,0.0,542.0,2022,1,6,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,634,283,0.0,0.0,547.0,2022,1,6,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,638,230,0.0,0.0,510.0,2022,1,6,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,608,281,0.0,0.0,470.0,2022,1,6,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,625,235,0.0,0.0,419.0,2022,1,6,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,637,171,0.0,0.0,395.0,2022,1,6,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,613,169,0.0,0.0,383.0,2022,1,6,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,603,168,0.0,0.0,376.0,2022,1,6,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,617,169,0.0,0.0,326.0,2022,1,6,21,2093.937,7840.373674,1134.159,0.0,1277.0
1.0,633,173,0.0,0.0,368.0,2022,1,6,22,2093.937,7840.373674,1134.159,0.0,1277.0
120.0,606,181,0.0,0.0,468.0,2022,1,6,23,2093.937,7840.373674,1134.159,0.0,1277.0
275.0,600,192,0.0,0.0,534.0,2022,1,7,0,2093.937,7840.373674,1134.159,0.0,1277.0
736.0,633,266,0.0,0.0,511.0,2022,1,7,1,2093.937,7840.373674,1134.159,0.0,1277.0
1847.0,629,304,0.0,0.0,639.0,2022,1,7,2,2093.937,7840.373674,1134.159,0.0,1277.0
2146.0,634,312,0.0,0.0,659.0,2022,1,7,3,2093.937,7840.373674,1134.159,0.0,1277.0
2528.0,674,219,0.0,0.0,655.0,2022,1,7,4,2093.937,7840.373674,1134.159,0.0,1277.0
2447.0,699,241,0.0,0.0,621.0,2022,1,7,5,2093.937,7840.373674,1134.159,0.0,1277.0
2048.0,690,268,0.0,0.0,628.0,2022,1,7,6,2093.937,7840.373674,1134.159,0.0,1277.0
1557.0,693,296,0.0,0.0,683.0,2022,1,7,7,2093.937,7840.373674,1134.159,0.0,1277.0
1096.0,692,345,0.0,0.0,742.0,2022,1,7,8,2093.937,7840.373674,1134.159,0.0,1277.0
86.0,652,519,0.0,0.0,605.0,2022,1,7,9,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,657,679,0.0,0.0,573.0,2022,1,7,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,648,610,0.0,0.0,594.0,2022,1,7,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,651,506,0.0,0.0,512.0,2022,1,7,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,686,410,0.0,0.0,603.0,2022,1,7,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,671,258,0.0,0.0,450.0,2022,1,7,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,639,229,0.0,0.0,419.0,2022,1,7,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,615,218,0.0,0.0,402.0,2022,1,7,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,488,211,0.0,0.0,404.0,2022,1,7,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,473,197,0.0,0.0,378.0,2022,1,7,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,463,201,0.0,0.0,384.0,2022,1,7,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,504,195,0.0,0.0,384.0,2022,1,7,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,575,184,0.0,0.0,389.0,2022,1,7,21,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,562,199,0.0,0.0,366.0,2022,1,7,22,2093.937,7840.373674,1134.159,0.0,1277.0
204.0,586,163,0.0,0.0,345.0,2022,1,7,23,2093.937,7840.373674,1134.159,0.0,1277.0
1083.0,619,227,0.0,0.0,261.0,2022,1,8,0,2093.937,7840.373674,1134.159,0.0,1277.0
2233.0,635,214,0.0,0.0,255.0,2022,1,8,1,2093.937,7840.373674,1134.159,0.0,1277.0
3108.0,629,154,0.0,0.0,307.0,2022,1,8,2,2093.937,7840.373674,1134.159,0.0,1277.0
3584.0,658,194,0.0,0.0,457.0,2022,1,8,3,2093.937,7840.373674,1134.159,0.0,1277.0
3737.0,689,207,0.0,0.0,360.0,2022,1,8,4,2093.937,7840.373674,1134.159,0.0,1277.0
3502.0,686,221,0.0,0.0,304.0,2022,1,8,5,2093.937,7840.373674,1134.159,0.0,1277.0
3141.0,683,195,0.0,0.0,379.0,2022,1,8,6,2093.937,7840.373674,1134.159,0.0,1277.0
1927.0,688,187,0.0,0.0,431.0,2022,1,8,7,2093.937,7840.373674,1134.159,0.0,1277.0
976.0,656,186,0.0,0.0,472.0,2022,1,8,8,2093.937,7840.373674,1134.159,0.0,1277.0
187.0,592,222,0.0,0.0,370.0,2022,1,8,9,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,559,384,0.0,0.0,363.0,2022,1,8,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,569,380,0.0,0.0,442.0,2022,1,8,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,501,358,0.0,0.0,298.0,2022,1,8,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,449,302,0.0,0.0,351.0,2022,1,8,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,422,266,0.0,0.0,405.0,2022,1,8,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,409,225,0.0,0.0,400.0,2022,1,8,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,373,192,0.0,0.0,439.0,2022,1,8,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,341,202,0.0,0.0,423.0,2022,1,8,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,346,164,0.0,0.0,435.0,2022,1,8,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,327,162,0.0,0.0,386.0,2022,1,8,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,281,171,0.0,0.0,373.0,2022,1,8,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,241,174,0.0,0.0,405.0,2022,1,8,21,2093.937,7840.373674,1134.159,0.0,1277.0
13.0,264,159,0.0,0.0,373.0,2022,1,8,22,2093.937,7840.373674,1134.159,0.0,1277.0
119.0,272,162,0.0,0.0,348.0,2022,1,8,23,2093.937,7840.373674,1134.159,0.0,1277.0
1139.0,260,152,0.0,0.0,345.0,2022,1,9,0,2093.937,7840.373674,1134.159,0.0,1277.0
2212.0,269,140,0.0,0.0,345.0,2022,1,9,1,2093.937,7840.373674,1134.159,0.0,1277.0
3137.0,428,146,0.0,0.0,351.0,2022,1,9,2,2093.937,7840.373674,1134.159,0.0,1277.0
3578.0,449,147,0.0,0.0,362.0,2022,1,9,3,2093.937,7840.373674,1134.159,0.0,1277.0
3598.0,528,140,0.0,0.0,411.0,2022,1,9,4,2093.937,7840.373674,1134.159,0.0,1277.0
3458.0,547,146,0.0,0.0,495.0,2022,1,9,5,2093.937,7840.373674,1134.159,0.0,1277.0
3037.0,569,160,0.0,0.0,480.0,2022,1,9,6,2093.937,7840.373674,1134.159,0.0,1277.0
1926.0,596,177,0.0,0.0,476.0,2022,1,9,7,2093.937,7840.373674,1134.159,0.0,1277.0
889.0,604,200,0.0,0.0,378.0,2022,1,9,8,2093.937,7840.373674,1134.159,0.0,1277.0
184.0,629,355,0.0,0.0,355.0,2022,1,9,9,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,581,434,0.0,0.0,548.0,2022,1,9,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,543,427,0.0,0.0,389.0,2022,1,9,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,546,420,0.0,0.0,350.0,2022,1,9,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,546,384,0.0,0.0,449.0,2022,1,9,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,485,272,0.0,0.0,412.0,2022,1,9,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,495,248,0.0,0.0,396.0,2022,1,9,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,531,216,0.0,0.0,535.0,2022,1,9,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,550,158,0.0,0.0,465.0,2022,1,9,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,521,153,0.0,0.0,419.0,2022,1,9,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,501,161,0.0,0.0,455.0,2022,1,9,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,492,160,0.0,0.0,452.0,2022,1,9,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,441,156,0.0,0.0,432.0,2022,1,9,21,2093.937,7840.373674,1134.159,0.0,1277.0
4.0,398,176,0.0,0.0,407.0,2022,1,9,22,2093.937,7840.373674,1134.159,0.0,1277.0
120.0,386,149,0.0,0.0,461.0,2022,1,9,23,2093.937,7840.373674,1134.159,0.0,1277.0
1129.0,414,143,0.0,0.0,501.0,2022,1,10,0,2093.937,7840.373674,1134.159,0.0,1277.0
2118.0,442,142,0.0,0.0,539.0,2022,1,10,1,2093.937,7840.373674,1134.159,0.0,1277.0
2851.0,459,141,0.0,0.0,539.0,2022,1,10,2,2093.937,7840.373674,1134.159,0.0,1277.0
3409.0,491,153,0.0,0.0,629.0,2022,1,10,3,2093.937,7840.373674,1134.159,0.0,1277.0
3618.0,520,151,0.0,0.0,658.0,2022,1,10,4,2093.937,7840.373674,1134.159,0.0,1277.0
3468.0,559,165,0.0,0.0,615.0,2022,1,10,5,2093.937,7840.373674,1134.159,0.0,1277.0
2891.0,576,210,0.0,0.0,659.0,2022,1,10,6,2093.937,7840.373674,1134.159,0.0,1277.0
2025.0,542,238,0.0,0.0,712.0,2022,1,10,7,2093.937,7840.373674,1134.159,0.0,1277.0
871.0,518,367,0.0,0.0,700.0,2022,1,10,8,2093.937,7840.373674,1134.159,0.0,1277.0
181.0,473,558,0.0,0.0,569.0,2022,1,10,9,2093.937,7840.373674,1134.159,0.0,1277.0
7.0,403,714,0.0,0.0,643.0,2022,1,10,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,386,678,0.0,0.0,542.0,2022,1,10,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,460,530,0.0,0.0,558.0,2022,1,10,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,447,415,0.0,0.0,599.0,2022,1,10,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,390,343,0.0,0.0,473.0,2022,1,10,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,363,245,0.0,0.0,428.0,2022,1,10,15,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,272,258,0.0,0.0,374.0,2022,1,10,16,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,287,221,0.0,0.0,416.0,2022,1,10,17,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,430,163,0.0,0.0,400.0,2022,1,10,18,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,550,155,0.0,0.0,383.0,2022,1,10,19,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,617,149,0.0,0.0,378.0,2022,1,10,20,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,661,145,0.0,0.0,390.0,2022,1,10,21,2093.937,7840.373674,1134.159,0.0,1277.0
1.0,664,152,0.0,0.0,437.0,2022,1,10,22,2093.937,7840.373674,1134.159,0.0,1277.0
151.0,706,142,0.0,0.0,528.0,2022,1,10,23,2093.937,7840.373674,1134.159,0.0,1277.0
573.0,718,134,0.0,0.0,573.0,2022,1,11,0,2093.937,7840.373674,1134.159,0.0,1277.0
1167.0,724,143,0.0,0.0,576.0,2022,1,11,1,2093.937,7840.373674,1134.159,0.0,1277.0
2128.0,710,170,0.0,0.0,597.0,2022,1,11,2,2093.937,7840.373674,1134.159,0.0,1277.0
2552.0,686,174,0.0,0.0,660.0,2022,1,11,3,2093.937,7840.373674,1134.159,0.0,1277.0
2772.0,684,204,0.0,0.0,722.0,2022,1,11,4,2093.937,7840.373674,1134.159,0.0,1277.0
2717.0,686,171,0.0,0.0,545.0,2022,1,11,5,2093.937,7840.373674,1134.159,0.0,1277.0
2509.0,688,173,0.0,0.0,621.0,2022,1,11,6,2093.937,7840.373674,1134.159,0.0,1277.0
1700.0,700,208,0.0,0.0,605.0,2022,1,11,7,2093.937,7840.373674,1134.159,0.0,1277.0
1304.0,710,256,0.0,0.0,607.0,2022,1,11,8,2093.937,7840.373674,1134.159,0.0,1277.0
120.0,713,512,0.0,0.0,625.0,2022,1,11,9,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,717,588,0.0,0.0,544.0,2022,1,11,10,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,718,550,0.0,0.0,575.0,2022,1,11,11,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,728,559,0.0,0.0,508.0,2022,1,11,12,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,702,481,0.0,0.0,584.0,2022,1,11,13,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,647,322,0.0,0.0,539.0,2022,1,11,14,2093.937,7840.373674,1134.159,0.0,1277.0
0.0,577,233,0.0,0.0,465.0,2022,1,11,15,2093.937,7840.373674,1134.159,0.0,1277.0
