hour,IDNSM,IDNJW,IDNNU,IDNKA,IDNSL,IDNPP,MYSPE,MYSSK,MYSSH,PHLLU,PHLVI,SGPXX,BRNXX,THANO,THASO,VNMNO,VNMCE,VNMSO,KHMXX,LAOXX
1035,14.69684479,7.218584534,31.98333849,20.70738649,47.02172157,10.99845648,4.847922276,13.24626632,1333.923463,29.71919574,14.69684479,13.24626632,13.24626632,13.24626632,13.24626632,13.24626632,13.24626632,13.24626632,13.24626632,13.24626632
1036,14.64409825,7.19267725,31.86855124,20.63306829,46.85296202,10.95898334,4.830523227,13.19872587,1329.136051,29.61253443,14.64409825,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587
1037,14.64553512,7.193382989,31.87167815,20.63509279,46.85755919,10.96005863,4.830997194,13.20002092,1329.266465,29.61543999,14.64553512,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092
1038,14.62446162,7.183032411,31.82581791,20.6054009,46.79013572,10.94428817,4.82404586,13.18102737,1327.35378,29.57282626,14.62446162,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737
1039,14.60628143,7.174102926,31.7862541,20.57978559,46.73196922,10.93068293,4.818048915,13.16464156,1325.703699,29.53606321,14.60628143,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156
1040,14.60628143,7.174102926,31.7862541,20.57978559,46.73196922,10.93068293,4.818048915,13.16464156,1325.703699,29.53606321,14.60628143,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156,13.16464156
1041,14.45321029,7.09891965,31.45314002,20.36411323,46.24222681,10.81613139,4.767556651,13.02667855,1311.810568,29.22653072,14.45321029,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855
1042,14.53148445,7.137365225,31.62348059,20.47439903,46.49266054,10.87470825,4.793376278,13.09722705,1318.914933,29.38481266,14.53148445,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705
1043,14.23692518,6.992687847,30.98245941,20.0593744,45.55023487,10.65427336,4.696212536,12.83174078,1292.179975,28.78917022,14.23692518,12.83174078,12.83174078,12.83174078,12.83174078,12.83174078,12.83174078,12.83174078,12.83174078,12.83174078
1044,15.22681204,7.478886217,33.13665557,21.45409348,48.71732176,11.39506009,5.022738034,13.72392582,1382.024655,30.79086798,15.22681204,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582
1045,15.22681204,7.478886217,33.13665557,21.45409348,48.71732176,11.39506009,5.022738034,13.72392582,1382.024655,30.79086798,15.22681204,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582,13.72392582
1046,15.18147817,7.456619779,33.0379998,21.3902195,48.5722786,11.36113426,5.007784138,13.6830664,1377.910036,30.69919618,15.18147817,13.6830664,13.6830664,13.6830664,13.6830664,13.6830664,13.6830664,13.6830664,13.6830664,13.6830664
1047,13.7165577,6.73710124,29.85003339,19.32619318,43.8853486,10.26485378,4.524563371,12.36273356,1244.950083,27.73691013,13.7165577,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356
1048,12.59426057,6.185867502,27.40768543,17.74491225,40.29462258,9.424977177,4.154360833,11.35120715,1143.087507,25.4674592,12.59426057,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715
1049,10.87069515,5.339311466,23.65685476,15.31646344,34.78017275,8.135138473,3.585823075,9.797757626,986.6522731,21.98215479,10.87069515,9.797757626,9.797757626,9.797757626,9.797757626,9.797757626,9.797757626,9.797757626,9.797757626,9.797757626
1050,9.768831375,4.798113887,21.25897395,13.76397245,31.25482208,7.310553267,3.222360712,8.804647796,886.6442805,19.75402312,9.768831375,8.804647796,8.804647796,8.804647796,8.804647796,8.804647796,8.804647796,8.804647796,8.804647796,8.804647796
1051,9.542320215,4.686859398,20.76603936,13.44482544,30.53011247,7.141042521,3.147643416,8.600493285,866.0855446,19.29598403,9.542320215,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285
1052,9.924730576,4.874686211,21.59824248,13.98362946,31.75361273,7.427221205,3.273785845,8.945159747,900.7940933,20.06927439,9.924730576,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747
1053,9.954462786,4.88928965,21.66294584,14.0255212,31.84873925,7.449471451,3.283593355,8.971957387,903.4926651,20.12939731,9.954462786,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387
1054,10.89252052,5.350031335,23.70435122,15.34721469,34.85000178,8.151471594,3.593022422,9.817428829,988.6331995,22.02628891,10.89252052,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829
1055,12.23071051,6.00730422,26.61652618,17.23268179,39.13146477,9.152912691,4.034439689,11.02353948,1110.090768,24.73230716,12.23071051,11.02353948,11.02353948,11.02353948,11.02353948,11.02353948,11.02353948,11.02353948,11.02353948,11.02353948
1056,12.26364183,6.02347895,26.68819146,17.27908096,39.23682666,9.177557005,4.045302461,11.05322047,1113.079699,24.79889916,12.26364183,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047
1057,13.15849,6.462997585,28.635564,18.53989355,42.09984264,9.847221059,4.34047836,11.85974714,1194.298422,26.60841463,13.15849,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714
1058,14.12538129,6.937901322,30.73971709,19.9022126,45.19335649,10.57079894,4.659418506,12.73120626,1282.055964,28.56361194,14.12538129,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626
1059,14.72545001,7.232634436,32.0455893,20.74769034,47.11324236,11.01986334,4.857358036,13.27204821,1336.519746,29.77703974,14.72545001,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821
1060,14.56582409,7.154231675,31.69821067,20.52278249,46.60252828,10.90040649,4.804703601,13.12817737,1322.031687,29.4542525,14.56582409,13.12817737,13.12817737,13.12817737,13.12817737,13.12817737,13.12817737,13.12817737,13.12817737,13.12817737
1061,14.55832172,7.15054677,31.68188398,20.5122119,46.57852488,10.89479205,4.802228859,13.12141548,1321.350753,29.4390816,14.55832172,13.12141548,13.12141548,13.12141548,13.12141548,13.12141548,13.12141548,13.12141548,13.12141548,13.12141548
1062,14.61552238,7.178641767,31.80636431,20.59280581,46.76153515,10.93759845,4.821097151,13.17297044,1326.542432,29.5547498,14.61552238,13.17297044,13.17297044,13.17297044,13.17297044,13.17297044,13.17297044,13.17297044,13.17297044,13.17297044
1063,14.59734219,7.169712281,31.76680049,20.56719049,46.70336865,10.92399321,4.815100206,13.15658463,1324.892351,29.51798676,14.59734219,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463
1064,14.51906803,7.131266707,31.59645992,20.45690469,46.45293492,10.86541636,4.78928058,13.08603613,1317.787987,29.35970482,14.51906803,13.08603613,13.08603613,13.08603613,13.08603613,13.08603613,13.08603613,13.08603613,13.08603613,13.08603613
1065,14.47541893,7.10982777,31.50147056,20.3954045,46.31328209,10.83275134,4.774882425,13.0466952,1313.826282,29.27143988,14.47541893,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952
1066,14.47541893,7.10982777,31.50147056,20.3954045,46.31328209,10.83275134,4.774882425,13.0466952,1313.826282,29.27143988,14.47541893,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952,13.0466952
1067,14.13990652,6.945035618,30.77132697,19.9226782,45.23982916,10.58166897,4.664209821,12.74429786,1283.374312,28.59298412,14.13990652,12.74429786,12.74429786,12.74429786,12.74429786,12.74429786,12.74429786,12.74429786,12.74429786,12.74429786
1068,15.42090482,7.574217912,33.55904113,21.72756402,49.33831059,11.54031038,5.086761756,13.89886164,1399.641015,31.18335231,15.42090482,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164
1069,15.42090482,7.574217912,33.55904113,21.72756402,49.33831059,11.54031038,5.086761756,13.89886164,1399.641015,31.18335231,15.42090482,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164,13.89886164
1070,15.37557421,7.551953075,33.46039245,21.66369464,49.19327787,11.50638699,5.071808935,13.85800516,1395.526692,31.09168711,15.37557421,13.85800516,13.85800516,13.85800516,13.85800516,13.85800516,13.85800516,13.85800516,13.85800516,13.85800516
1071,13.7165577,6.73710124,29.85003339,19.32619318,43.8853486,10.26485378,4.524563371,12.36273356,1244.950083,27.73691013,13.7165577,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356
1072,12.59426057,6.185867502,27.40768543,17.74491225,40.29462258,9.424977177,4.154360833,11.35120715,1143.087507,25.4674592,12.59426057,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715
1073,10.85776009,5.332958209,23.62870543,15.29823835,34.73878776,8.125458457,3.581556298,9.786099256,985.4782537,21.95599818,10.85776009,9.786099256,9.786099256,9.786099256,9.786099256,9.786099256,9.786099256,9.786099256,9.786099256,9.786099256
1074,9.78693573,4.807006124,21.29837273,13.78948091,31.31274594,7.324101751,3.22833264,8.820965251,888.2874784,19.79063281,9.78693573,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251
1075,9.542320215,4.686859398,20.76603936,13.44482544,30.53011247,7.141042521,3.147643416,8.600493285,866.0855446,19.29598403,9.542320215,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285
1076,9.924730576,4.874686211,21.59824248,13.98362946,31.75361273,7.427221205,3.273785845,8.945159747,900.7940933,20.06927439,9.924730576,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747,8.945159747
1077,9.888876598,4.857075971,21.52021689,13.93311235,31.63889996,7.400389703,3.261959001,8.912844556,897.5398939,19.99677233,9.888876598,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556
1078,10.85839371,5.333269424,23.63008432,15.29913111,34.74081501,8.125932632,3.581765306,9.786670341,985.535763,21.95727946,10.85839371,9.786670341,9.786670341,9.786670341,9.786670341,9.786670341,9.786670341,9.786670341,9.786670341,9.786670341
1079,12.16512432,5.975090541,26.47379723,17.14027293,38.92162548,9.103830943,4.012805335,10.96442665,1104.137996,24.59968218,12.16512432,10.96442665,10.96442665,10.96442665,10.96442665,10.96442665,10.96442665,10.96442665,10.96442665,10.96442665
1080,12.19020751,5.98741054,26.52838338,17.17561435,39.00187772,9.122602071,4.021079312,10.98703412,1106.414611,24.6504041,12.19020751,10.98703412,10.98703412,10.98703412,10.98703412,10.98703412,10.98703412,10.98703412,10.98703412,10.98703412
1081,13.15849,6.462997585,28.635564,18.53989355,42.09984264,9.847221059,4.34047836,11.85974714,1194.298422,26.60841463,13.15849,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714,11.85974714
1082,14.12538129,6.937901322,30.73971709,19.9022126,45.19335649,10.57079894,4.659418506,12.73120626,1282.055964,28.56361194,14.12538129,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626
1083,14.72545001,7.232634436,32.0455893,20.74769034,47.11324236,11.01986334,4.857358036,13.27204821,1336.519746,29.77703974,14.72545001,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821,13.27204821
1084,14.64409825,7.19267725,31.86855124,20.63306829,46.85296202,10.95898334,4.830523227,13.19872587,1329.136051,29.61253443,14.64409825,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587,13.19872587
1085,14.64553512,7.193382989,31.87167815,20.63509279,46.85755919,10.96005863,4.830997194,13.20002092,1329.266465,29.61543999,14.64553512,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092,13.20002092
1086,14.62446162,7.183032411,31.82581791,20.6054009,46.79013572,10.94428817,4.82404586,13.18102737,1327.35378,29.57282626,14.62446162,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737,13.18102737
1087,14.59734219,7.169712281,31.76680049,20.56719049,46.70336865,10.92399321,4.815100206,13.15658463,1324.892351,29.51798676,14.59734219,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463
1088,14.59734219,7.169712281,31.76680049,20.56719049,46.70336865,10.92399321,4.815100206,13.15658463,1324.892351,29.51798676,14.59734219,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463,13.15658463
1089,14.53148445,7.137365225,31.62348059,20.47439903,46.49266054,10.87470825,4.793376278,13.09722705,1318.914933,29.38481266,14.53148445,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705,13.09722705
1090,14.45321029,7.09891965,31.45314002,20.36411323,46.24222681,10.81613139,4.767556651,13.02667855,1311.810568,29.22653072,14.45321029,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855,13.02667855
1091,14.46132263,7.102904154,31.47079413,20.37554327,46.26818179,10.82220231,4.7702326,13.0339902,1312.546866,29.24293508,14.46132263,13.0339902,13.0339902,13.0339902,13.0339902,13.0339902,13.0339902,13.0339902,13.0339902,13.0339902
1092,15.77523186,7.748251164,34.3301292,22.22679955,50.47195987,11.80547277,5.203640581,14.2182166,1431.800649,31.89985404,15.77523186,14.2182166,14.2182166,14.2182166,14.2182166,14.2182166,14.2182166,14.2182166,14.2182166,14.2182166
1093,14.87932847,7.308214239,32.38046027,20.96450018,47.60556775,11.13501904,4.908116603,13.41073887,1350.486151,30.08820475,14.87932847,13.41073887,13.41073887,13.41073887,13.41073887,13.41073887,13.41073887,13.41073887,13.41073887,13.41073887
1094,14.83399786,7.285949403,32.2818116,20.90063079,47.46053504,11.10109565,4.893163783,13.36988239,1346.371828,29.99653955,14.83399786,13.36988239,13.36988239,13.36988239,13.36988239,13.36988239,13.36988239,13.36988239,13.36988239,13.36988239
1095,13.7165577,6.73710124,29.85003339,19.32619318,43.8853486,10.26485378,4.524563371,12.36273356,1244.950083,27.73691013,13.7165577,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356,12.36273356
1096,12.59426057,6.185867502,27.40768543,17.74491225,40.29462258,9.424977177,4.154360833,11.35120715,1143.087507,25.4674592,12.59426057,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715,11.35120715
1097,10.82053204,5.31467307,23.54768957,15.24578521,34.61967872,8.097598659,3.569276199,9.752545611,982.0993397,21.88071755,10.82053204,9.752545611,9.752545611,9.752545611,9.752545611,9.752545611,9.752545611,9.752545611,9.752545611,9.752545611
1098,9.688798236,4.758804363,21.08480548,13.65120831,30.99876059,7.250660072,3.195960866,8.732513927,879.3802668,19.59218427,9.688798236,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927
1099,9.498280501,4.665228606,20.67019994,13.38277488,30.3892099,7.108085183,3.133116413,8.560800291,862.0883868,19.20692921,9.498280501,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291
1100,9.72190488,4.775065208,21.1568523,13.69785451,31.10468342,7.275435593,3.206881471,8.762352946,882.3851111,19.6591308,9.72190488,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946
1101,9.848026206,4.837011663,21.43131809,13.87555545,31.50820145,7.36981911,3.248484032,8.876026097,893.8322072,19.91416679,9.848026206,8.876026097,8.876026097,8.876026097,8.876026097,8.876026097,8.876026097,8.876026097,8.876026097,8.876026097
1102,10.85864162,5.333391186,23.63062381,15.2994804,34.74160816,8.126118153,3.58184708,9.786893777,985.5582634,21.95778076,10.85864162,9.786893777,9.786893777,9.786893777,9.786893777,9.786893777,9.786893777,9.786893777,9.786893777,9.786893777
1103,12.20888514,5.996584351,26.56902972,17.20193054,39.06163575,9.13657957,4.027240343,11.00386828,1108.109841,24.68817304,12.20888514,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828
1104,12.2267367,6.005352422,26.60787836,17.22708282,39.1187508,9.149938872,4.033128883,11.01995788,1109.730094,24.72427153,12.2267367,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788
1105,13.05109197,6.410247371,28.40184394,18.38857315,41.75622875,9.766849216,4.305051894,11.7629493,1184.550701,26.39123992,13.05109197,11.7629493,11.7629493,11.7629493,11.7629493,11.7629493,11.7629493,11.7629493,11.7629493,11.7629493
1106,13.98830977,6.870576507,30.44142144,19.70908319,44.75480394,10.46822079,4.614203898,12.6076637,1269.615,28.28643304,13.98830977,12.6076637,12.6076637,12.6076637,12.6076637,12.6076637,12.6076637,12.6076637,12.6076637,12.6076637
1107,14.22044118,6.98459147,30.94658684,20.03614896,45.49749523,10.64193748,4.690775098,12.81688375,1290.683845,28.75583712,14.22044118,12.81688375,12.81688375,12.81688375,12.81688375,12.81688375,12.81688375,12.81688375,12.81688375,12.81688375
1108,14.06059019,6.906078162,30.59871841,19.810924,44.98606104,10.5223122,4.638046421,12.67281005,1276.175357,28.43259475,14.06059019,12.67281005,12.67281005,12.67281005,12.67281005,12.67281005,12.67281005,12.67281005,12.67281005,12.67281005
1109,13.99134659,6.872068092,30.4480302,19.71336199,44.7645201,10.47049341,4.61520563,12.6104008,1269.89063,28.29257395,13.99134659,12.6104008,12.6104008,12.6104008,12.6104008,12.6104008,12.6104008,12.6104008,12.6104008,12.6104008
1110,13.97027309,6.861717515,30.40216996,19.6836701,44.69709663,10.45472295,4.608254296,12.59140725,1267.977945,28.24996022,13.97027309,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725
1111,13.9520929,6.852788029,30.36260614,19.65805478,44.63893013,10.44111772,4.602257351,12.57502144,1266.327864,28.21319718,13.9520929,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144
1112,13.94490857,6.849259332,30.34697156,19.64793229,44.61594427,10.43574129,4.599887517,12.5685462,1265.675796,28.19866939,13.94490857,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462
1113,13.73372833,6.745534866,29.88740021,19.35038606,43.94028508,10.27770351,4.530227302,12.37820946,1246.508534,27.7716317,13.73372833,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946
1114,13.73372833,6.745534866,29.88740021,19.35038606,43.94028508,10.27770351,4.530227302,12.37820946,1246.508534,27.7716317,13.73372833,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946
1115,13.98772262,6.870288123,30.4401437,19.70825593,44.75292541,10.4677814,4.614010223,12.60713451,1269.56171,28.28524575,13.98772262,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451
1116,15.62227489,7.673123964,33.99726357,22.01128805,49.98258272,11.69100667,5.153185976,14.08035649,1417.917881,31.59055241,15.62227489,14.08035649,14.08035649,14.08035649,14.08035649,14.08035649,14.08035649,14.08035649,14.08035649,14.08035649
1117,15.67477353,7.698909487,34.11151133,22.08525695,50.15054912,11.73029428,5.170503251,14.12767351,1422.682792,31.69671242,15.67477353,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351
1118,15.30109201,7.51536998,33.29830395,21.55875159,48.95497629,11.45064787,5.04724013,13.79087435,1388.766496,30.94107307,15.30109201,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435
1119,14.47043964,7.107382115,31.49063461,20.38838884,46.29735114,10.82902506,4.773239949,13.04220736,1313.374349,29.26137102,14.47043964,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736
1120,13.05442563,6.41188475,28.40909867,18.39327018,41.76689461,9.769343978,4.30615154,11.76595393,1184.853272,26.39798108,13.05442563,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393
1121,11.68691199,5.740209094,25.43310944,16.46648698,37.39161223,8.745958377,3.85506153,10.53341387,1060.734214,23.63266605,11.68691199,10.53341387,10.53341387,10.53341387,10.53341387,10.53341387,10.53341387,10.53341387,10.53341387,10.53341387
1122,9.688798236,4.758804363,21.08480548,13.65120831,30.99876059,7.250660072,3.195960866,8.732513927,879.3802668,19.59218427,9.688798236,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927,8.732513927
1123,9.498280501,4.665228606,20.67019994,13.38277488,30.3892099,7.108085183,3.133116413,8.560800291,862.0883868,19.20692921,9.498280501,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291,8.560800291
1124,9.72190488,4.775065208,21.1568523,13.69785451,31.10468342,7.275435593,3.206881471,8.762352946,882.3851111,19.6591308,9.72190488,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946,8.762352946
1125,9.870379999,4.847991078,21.47996451,13.90705123,31.57972114,7.386547683,3.255857686,8.896173572,895.861095,19.95936947,9.870379999,8.896173572,8.896173572,8.896173572,8.896173572,8.896173572,8.896173572,8.896173572,8.896173572,8.896173572
1126,10.83094891,5.319789481,23.57035882,15.26046225,34.65300692,8.105394178,3.572712324,9.76193434,983.0448021,21.90178201,10.83094891,9.76193434,9.76193434,9.76193434,9.76193434,9.76193434,9.76193434,9.76193434,9.76193434,9.76193434
1127,12.20888514,5.996584351,26.56902972,17.20193054,39.06163575,9.13657957,4.027240343,11.00386828,1108.109841,24.68817304,12.20888514,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828,11.00386828
1128,12.2267367,6.005352422,26.60787836,17.22708282,39.1187508,9.149938872,4.033128883,11.01995788,1109.730094,24.72427153,12.2267367,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788,11.01995788
1129,13.08397681,6.42639927,28.47340807,18.43490684,41.86144191,9.791458745,4.315899333,11.7925884,1187.535413,26.45773793,13.08397681,11.7925884,11.7925884,11.7925884,11.7925884,11.7925884,11.7925884,11.7925884,11.7925884,11.7925884
1130,13.87703987,6.81592456,30.1992754,19.55230745,44.39880221,10.38495141,4.57750025,12.50737614,1259.515858,28.06142883,13.87703987,12.50737614,12.50737614,12.50737614,12.50737614,12.50737614,12.50737614,12.50737614,12.50737614,12.50737614
1131,14.00925768,6.880865402,30.48700839,19.73859814,44.82182561,10.48389726,4.621113807,12.62654406,1271.516287,28.32879282,14.00925768,12.62654406,12.62654406,12.62654406,12.62654406,12.62654406,12.62654406,12.62654406,12.62654406,12.62654406
1132,13.94699455,6.850283896,30.35151109,19.65087137,44.62261826,10.43730234,4.600575603,12.5704263,1265.865125,28.20288756,13.94699455,12.5704263,12.5704263,12.5704263,12.5704263,12.5704263,12.5704263,12.5704263,12.5704263,12.5704263
1133,13.87775096,6.816273825,30.20082288,19.55330935,44.40107731,10.38548356,4.577734812,12.50801705,1259.580398,28.06286677,13.87775096,12.50801705,12.50801705,12.50801705,12.50801705,12.50801705,12.50801705,12.50801705,12.50801705,12.50801705
1134,13.97027309,6.861717515,30.40216996,19.6836701,44.69709663,10.45472295,4.608254296,12.59140725,1267.977945,28.24996022,13.97027309,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725,12.59140725
1135,13.9520929,6.852788029,30.36260614,19.65805478,44.63893013,10.44111772,4.602257351,12.57502144,1266.327864,28.21319718,13.9520929,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144,12.57502144
1136,13.94490857,6.849259332,30.34697156,19.64793229,44.61594427,10.43574129,4.599887517,12.5685462,1265.675796,28.19866939,13.94490857,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462,12.5685462
1137,13.73372833,6.745534866,29.88740021,19.35038606,43.94028508,10.27770351,4.530227302,12.37820946,1246.508534,27.7716317,13.73372833,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946
1138,13.73372833,6.745534866,29.88740021,19.35038606,43.94028508,10.27770351,4.530227302,12.37820946,1246.508534,27.7716317,13.73372833,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946,12.37820946
1139,13.98772262,6.870288123,30.4401437,19.70825593,44.75292541,10.4677814,4.614010223,12.60713451,1269.56171,28.28524575,13.98772262,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451,12.60713451
1140,15.91003147,7.814460094,34.6234807,22.4167279,50.90324357,11.90635073,5.248105773,14.33971149,1444.035409,32.1724388,15.91003147,14.33971149,14.33971149,14.33971149,14.33971149,14.33971149,14.33971149,14.33971149,14.33971149,14.33971149
1141,15.67477353,7.698909487,34.11151133,22.08525695,50.15054912,11.73029428,5.170503251,14.12767351,1422.682792,31.69671242,15.67477353,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351,14.12767351
1142,15.30109201,7.51536998,33.29830395,21.55875159,48.95497629,11.45064787,5.04724013,13.79087435,1388.766496,30.94107307,15.30109201,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435,13.79087435
1143,14.47043964,7.107382115,31.49063461,20.38838884,46.29735114,10.82902506,4.773239949,13.04220736,1313.374349,29.26137102,14.47043964,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736,13.04220736
1144,13.05442563,6.41188475,28.40909867,18.39327018,41.76689461,9.769343978,4.30615154,11.76595393,1184.853272,26.39798108,13.05442563,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393,11.76595393
1145,11.69984786,5.746562751,25.46126055,16.48471321,37.43299984,8.755639004,3.859328576,10.54507297,1061.908307,23.65882431,11.69984786,10.54507297,10.54507297,10.54507297,10.54507297,10.54507297,10.54507297,10.54507297,10.54507297,10.54507297
1146,9.78693573,4.807006124,21.29837273,13.78948091,31.31274594,7.324101751,3.22833264,8.820965251,888.2874784,19.79063281,9.78693573,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251,8.820965251
