hour,IDNSM,IDNJW,IDNNU,IDNKA,IDNSL,IDNPP,MYSPE,MYSSK,MYSSH,PHLLU,PHLVI,SGPXX,BRNXX,THANO,THASO,VNMNO,VNMCE,VNMSO,KHMXX,LAOXX
4289,11.14952717,5.476264161,24.26365023,15.70932888,35.67227999,8.343803794,3.677799005,10.04906893,1011.959785,22.54599441,11.14952717,10.04906893,10.04906893,10.04906893,10.04906893,10.04906893,10.04906893,10.04906893,10.04906893,10.04906893
4290,10.21453481,5.01702808,22.22891573,14.3919544,32.68082494,7.644097636,3.369381085,9.206360304,927.0974714,20.65530144,10.21453481,9.206360304,9.206360304,9.206360304,9.206360304,9.206360304,9.206360304,9.206360304,9.206360304,9.206360304
4291,10.11361573,4.967460101,22.00929519,14.24976263,32.35794008,7.568574345,3.336091773,9.115401938,917.9377961,20.45122813,10.11361573,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938
4292,10.30011562,5.059062431,22.41515707,14.51253504,32.9546359,7.708142461,3.397610895,9.283494292,934.8650063,20.82835852,10.30011562,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292
4293,10.47200955,5.143490813,22.78923339,14.75472811,33.50460076,7.836780128,3.45431207,9.438422286,950.4665412,21.17595348,10.47200955,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286
4294,11.05051141,5.427631027,24.0481717,15.56981883,35.35548468,8.269704861,3.645137525,9.959826023,1002.97286,22.34576989,11.05051141,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023
4295,12.25669969,6.020069211,26.67308395,17.26929971,39.21461568,9.172361823,4.043012518,11.04696353,1112.449612,24.78486113,12.25669969,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353
4296,12.28616605,6.034542076,26.73720878,17.31081688,39.30889165,9.194413122,4.052732335,11.07352156,1115.124056,24.84444649,12.28616605,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156
4297,13.05850708,6.413889418,28.41798074,18.39902081,41.77995298,9.772398352,4.307497854,11.76963254,1185.223715,26.40623438,13.05850708,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254
4298,14.88290025,7.309968574,32.3882332,20.9695327,47.61699546,11.137692,4.909294796,13.41395811,1350.810335,30.09542742,14.88290025,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811
4299,15.47112991,7.598886748,33.66834119,21.79832958,49.49900292,11.57789658,5.103329076,13.94412951,1404.199573,31.28491488,15.47112991,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951
4300,15.32661474,7.527905867,33.35384663,21.5947123,49.03663481,11.46974793,5.055659093,13.81387798,1391.083004,30.9926838,15.32661474,13.81387798,13.81387798,13.81387798,13.81387798,13.81387798,13.81387798,13.81387798,13.81387798,13.81387798
4301,15.25780987,7.494111283,33.20411317,21.49776843,48.81649754,11.41825747,5.032963022,13.75186416,1384.838097,30.85355018,15.25780987,13.75186416,13.75186416,13.75186416,13.75186416,13.75186416,13.75186416,13.75186416,13.75186416,13.75186416
4302,15.37468045,7.551514091,33.45844745,21.66243536,49.19041834,11.50571814,5.071514118,13.85719961,1395.445572,31.08987979,15.37468045,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961
4303,15.35650026,7.542584605,33.41888363,21.63682004,49.13225184,11.49211291,5.065517173,13.8408138,1393.795491,31.05311675,15.35650026,13.8408138,13.8408138,13.8408138,13.8408138,13.8408138,13.8408138,13.8408138,13.8408138,13.8408138
4304,15.34931592,7.539055908,33.40324905,21.62669755,49.10926597,11.48673648,5.063147339,13.83433856,1393.143422,31.03858896,15.34931592,13.83433856,13.83433856,13.83433856,13.83433856,13.83433856,13.83433856,13.83433856,13.83433856,13.83433856
4305,15.28642325,7.50816519,33.26638173,21.53808377,48.90804443,11.43967043,5.042401471,13.7776534,1387.435121,30.91141066,15.28642325,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534
4306,15.23244534,7.4816531,33.14891478,21.46203062,48.73534518,11.3992758,5.024596242,13.72900311,1382.535948,30.80225935,15.23244534,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311
4307,15.32132231,7.525306407,33.34232922,21.58725543,49.01970198,11.46578731,5.053913325,13.80910792,1390.60265,30.98198172,15.32132231,13.80910792,13.80910792,13.80910792,13.80910792,13.80910792,13.80910792,13.80910792,13.80910792,13.80910792
4308,17.31210004,8.503107941,37.67466852,24.3921979,55.38908247,12.95559568,5.710594121,15.60339591,1571.290761,35.00762901,17.31210004,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591
4309,17.3447647,8.519151697,37.74575349,24.43822136,55.49359119,12.98004044,5.721368932,15.63283656,1574.25549,35.07368178,17.3447647,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656
4310,16.95196519,8.326222092,36.89094146,23.88477935,54.23685143,12.68608698,5.591799523,15.27880636,1538.603995,34.27938302,16.95196519,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636
4311,15.15961693,7.445882286,32.99042525,21.3594177,48.50233478,11.34477429,5.000572956,13.66336285,1375.925853,30.65498951,15.15961693,13.66336285,13.66336285,13.66336285,13.66336285,13.66336285,13.66336285,13.66336285,13.66336285,13.66336285
4312,12.56299282,6.17050986,27.33964042,17.70085699,40.19458319,9.401577803,4.144046809,11.32302553,1140.249566,25.40423119,12.56299282,11.32302553,11.32302553,11.32302553,11.32302553,11.32302553,11.32302553,11.32302553,11.32302553,11.32302553
4313,11.17274048,5.487665738,24.31416713,15.74203569,35.74654964,8.361175585,3.685456179,10.06999108,1014.066684,22.59293515,11.17274048,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108
4314,10.25372653,5.036277703,22.31420492,14.44717428,32.80621662,7.673426951,3.382308921,9.241683799,930.6546125,20.7345529,10.25372653,9.241683799,9.241683799,9.241683799,9.241683799,9.241683799,9.241683799,9.241683799,9.241683799,9.241683799
4315,10.11361573,4.967460101,22.00929519,14.24976263,32.35794008,7.568574345,3.336091773,9.115401938,917.9377961,20.45122813,10.11361573,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938,9.115401938
4316,10.30011562,5.059062431,22.41515707,14.51253504,32.9546359,7.708142461,3.397610895,9.283494292,934.8650063,20.82835852,10.30011562,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292,9.283494292
4317,10.47200955,5.143490813,22.78923339,14.75472811,33.50460076,7.836780128,3.45431207,9.438422286,950.4665412,21.17595348,10.47200955,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286,9.438422286
4318,11.05051141,5.427631027,24.0481717,15.56981883,35.35548468,8.269704861,3.645137525,9.959826023,1002.97286,22.34576989,11.05051141,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023,9.959826023
4319,12.25669969,6.020069211,26.67308395,17.26929971,39.21461568,9.172361823,4.043012518,11.04696353,1112.449612,24.78486113,12.25669969,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353,11.04696353
4320,12.28616605,6.034542076,26.73720878,17.31081688,39.30889165,9.194413122,4.052732335,11.07352156,1115.124056,24.84444649,12.28616605,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156,11.07352156
4321,13.05850708,6.413889418,28.41798074,18.39902081,41.77995298,9.772398352,4.307497854,11.76963254,1185.223715,26.40623438,13.05850708,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254,11.76963254
4322,14.88290025,7.309968574,32.3882332,20.9695327,47.61699546,11.137692,4.909294796,13.41395811,1350.810335,30.09542742,14.88290025,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811,13.41395811
4323,15.47112991,7.598886748,33.66834119,21.79832958,49.49900292,11.57789658,5.103329076,13.94412951,1404.199573,31.28491488,15.47112991,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951,13.94412951
4324,15.38059264,7.554417956,33.47131358,21.67076545,49.20933406,11.51014256,5.073464322,13.86252827,1395.982178,31.10183512,15.38059264,13.86252827,13.86252827,13.86252827,13.86252827,13.86252827,13.86252827,13.86252827,13.86252827,13.86252827
4325,15.31178778,7.520623373,33.32158013,21.57382158,48.98919679,11.4586521,5.050768251,13.80051444,1389.737271,30.96270149,15.31178778,13.80051444,13.80051444,13.80051444,13.80051444,13.80051444,13.80051444,13.80051444,13.80051444,13.80051444
4326,15.37468045,7.551514091,33.45844745,21.66243536,49.19041834,11.50571814,5.071514118,13.85719961,1395.445572,31.08987979,15.37468045,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961,13.85719961
4327,15.32778413,7.528480231,33.35639146,21.59635993,49.04037621,11.47062305,5.05604483,13.81493196,1391.189141,30.99504848,15.32778413,13.81493196,13.81493196,13.81493196,13.81493196,13.81493196,13.81493196,13.81493196,13.81493196,13.81493196
4328,15.28642325,7.50816519,33.26638173,21.53808377,48.90804443,11.43967043,5.042401471,13.7776534,1387.435121,30.91141066,15.28642325,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534,13.7776534
4329,15.23244534,7.4816531,33.14891478,21.46203062,48.73534518,11.3992758,5.024596242,13.72900311,1382.535948,30.80225935,15.23244534,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311,13.72900311
4330,15.04027056,7.38726346,32.73070318,21.19126247,48.12049287,11.25546085,4.961205194,13.55579598,1365.09367,30.4136535,15.04027056,13.55579598,13.55579598,13.55579598,13.55579598,13.55579598,13.55579598,13.55579598,13.55579598,13.55579598
4331,15.27828155,7.504166267,33.24866373,21.52661237,48.88199552,11.43357755,5.039715839,13.77031528,1386.69616,30.89494694,15.27828155,13.77031528,13.77031528,13.77031528,13.77031528,13.77031528,13.77031528,13.77031528,13.77031528,13.77031528
4332,17.31210004,8.503107941,37.67466852,24.3921979,55.38908247,12.95559568,5.710594121,15.60339591,1571.290761,35.00762901,17.31210004,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591,15.60339591
4333,17.3447647,8.519151697,37.74575349,24.43822136,55.49359119,12.98004044,5.721368932,15.63283656,1574.25549,35.07368178,17.3447647,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656,15.63283656
4334,16.95196519,8.326222092,36.89094146,23.88477935,54.23685143,12.68608698,5.591799523,15.27880636,1538.603995,34.27938302,16.95196519,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636,15.27880636
4335,15.22182134,7.476434955,33.12579477,21.44706174,48.70135428,11.39132527,5.021091793,13.71942769,1381.571686,30.78077604,15.22182134,13.71942769,13.71942769,13.71942769,13.71942769,13.71942769,13.71942769,13.71942769,13.71942769,13.71942769
4336,12.69561756,6.235650568,27.62825895,17.88772102,40.61890852,9.50082818,4.187794595,11.4425602,1152.286928,25.67241804,12.69561756,11.4425602,11.4425602,11.4425602,11.4425602,11.4425602,11.4425602,11.4425602,11.4425602,11.4425602
4337,11.17274048,5.487665738,24.31416713,15.74203569,35.74654964,8.361175585,3.685456179,10.06999108,1014.066684,22.59293515,11.17274048,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108,10.06999108
4338,9.763065153,4.795281717,21.24642547,13.75584803,31.23637338,7.306238087,3.220458657,8.7994507,886.1209234,19.74236297,9.763065153,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507
4339,9.542320215,4.686859398,20.76603936,13.44482544,30.53011247,7.141042521,3.147643416,8.600493285,866.0855446,19.29598403,9.542320215,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285,8.600493285
4340,9.945817938,4.885043598,21.64413289,14.01334089,31.82108055,7.443002037,3.280741753,8.964165786,902.7080365,20.11191615,9.945817938,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786
4341,9.954462786,4.88928965,21.66294584,14.0255212,31.84873925,7.449471451,3.283593355,8.971957387,903.4926651,20.12939731,9.954462786,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387,8.971957387
4342,10.89252052,5.350031335,23.70435122,15.34721469,34.85000178,8.151471594,3.593022422,9.817428829,988.6331995,22.02628891,10.89252052,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829,9.817428829
4343,12.11511696,5.950528647,26.364971,17.06981416,38.76162978,9.066407689,3.996309837,10.91935501,1099.5992,24.4985599,12.11511696,10.91935501,10.91935501,10.91935501,10.91935501,10.91935501,10.91935501,10.91935501,10.91935501,10.91935501
4344,12.19805564,5.991265271,26.54546251,17.18667211,39.02698737,9.128475257,4.023668107,10.99410764,1107.126927,24.66627418,12.19805564,10.99410764,10.99410764,10.99410764,10.99410764,10.99410764,10.99410764,10.99410764,10.99410764,10.99410764
4345,13.06833682,6.418717445,28.43937225,18.41287059,41.81140265,9.779754481,4.310740303,11.77849208,1186.115887,26.42611155,13.06833682,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208
4346,14.12538129,6.937901322,30.73971709,19.9022126,45.19335649,10.57079894,4.659418506,12.73120626,1282.055964,28.56361194,14.12538129,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626,12.73120626
4347,14.56547833,7.154061849,31.69745822,20.52229533,46.60142204,10.90014774,4.804589548,13.12786573,1322.000305,29.45355332,14.56547833,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573
4348,14.38550795,7.065666588,31.30580587,20.26872278,46.02561699,10.76546601,4.745224259,12.96565843,1305.665729,29.08962656,14.38550795,12.96565843,12.96565843,12.96565843,12.96565843,12.96565843,12.96565843,12.96565843,12.96565843,12.96565843
4349,14.37800558,7.061981683,31.28947919,20.25815219,46.00161359,10.75985157,4.742749517,12.95889654,1304.984795,29.07445566,14.37800558,12.95889654,12.95889654,12.95889654,12.95889654,12.95889654,12.95889654,12.95889654,12.95889654,12.95889654
4350,14.37724556,7.061608386,31.28782522,20.25708134,45.99918195,10.75928281,4.742498815,12.95821153,1304.915814,29.07291878,14.37724556,12.95821153,12.95821153,12.95821153,12.95821153,12.95821153,12.95821153,12.95821153,12.95821153,12.95821153
4351,14.35906536,7.0526789,31.24826141,20.23146602,45.94101545,10.74567757,4.73650187,12.94182572,1303.265732,29.03615574,14.35906536,12.94182572,12.94182572,12.94182572,12.94182572,12.94182572,12.94182572,12.94182572,12.94182572,12.94182572
4352,14.35886639,7.05258117,31.24782839,20.23118567,45.94037883,10.74552867,4.736436236,12.94164639,1303.247673,29.03575338,14.35886639,12.94164639,12.94164639,12.94164639,12.94164639,12.94164639,12.94164639,12.94164639,12.94164639,12.94164639
4353,14.28183338,7.014745207,31.08018882,20.12264862,45.6939161,10.68788063,4.711026018,12.87221654,1296.255959,28.87998124,14.28183338,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654
4354,14.28183338,7.014745207,31.08018882,20.12264862,45.6939161,10.68788063,4.711026018,12.87221654,1296.255959,28.87998124,14.28183338,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654,12.87221654
4355,14.1808352,6.965138376,30.86039614,19.9803454,45.37077815,10.61229815,4.677710614,12.78118688,1287.089104,28.67574797,14.1808352,12.78118688,12.78118688,12.78118688,12.78118688,12.78118688,12.78118688,12.78118688,12.78118688,12.78118688
4356,15.63704151,7.680376818,34.02939874,22.03209374,50.02982768,11.70205734,5.158056914,14.09366564,1419.258137,31.62041269,15.63704151,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564
4357,15.63704151,7.680376818,34.02939874,22.03209374,50.02982768,11.70205734,5.158056914,14.09366564,1419.258137,31.62041269,15.63704151,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564,14.09366564
4358,15.44000324,7.583598398,33.60060319,21.75447309,49.3994149,11.55460278,5.093061587,13.91607504,1401.374437,31.22197214,15.44000324,13.91607504,13.91607504,13.91607504,13.91607504,13.91607504,13.91607504,13.91607504,13.91607504,13.91607504
4359,13.42065045,6.591761781,29.20607874,18.90926929,42.93861015,10.04341013,4.426954983,12.09603236,1218.09278,27.13854188,13.42065045,12.09603236,12.09603236,12.09603236,12.09603236,12.09603236,12.09603236,12.09603236,12.09603236,12.09603236
4360,12.06495629,5.925891453,26.25581113,16.99913938,38.60114357,9.028869706,3.979763767,10.8741452,1095.046488,24.39712761,12.06495629,10.8741452,10.8741452,10.8741452,10.8741452,10.8741452,10.8741452,10.8741452,10.8741452,10.8741452
4361,10.76967414,5.28969342,23.43701239,15.17412805,34.45696175,8.059538899,3.55250014,9.706707387,977.483346,21.77787535,10.76967414,9.706707387,9.706707387,9.706707387,9.706707387,9.706707387,9.706707387,9.706707387,9.706707387,9.706707387
4362,9.763065153,4.795281717,21.24642547,13.75584803,31.23637338,7.306238087,3.220458657,8.7994507,886.1209234,19.74236297,9.763065153,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507,8.7994507
4363,9.563407577,4.697216785,20.81192977,13.47453686,30.59758028,7.156823352,3.154599323,8.619499324,867.9994878,19.33862579,9.563407577,8.619499324,8.619499324,8.619499324,8.619499324,8.619499324,8.619499324,8.619499324,8.619499324,8.619499324
4364,9.945817938,4.885043598,21.64413289,14.01334089,31.82108055,7.443002037,3.280741753,8.964165786,902.7080365,20.11191615,9.945817938,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786,8.964165786
4365,10.01190075,4.917501202,21.78794259,14.10644946,32.03250876,7.492455436,3.302539924,9.023726225,908.7058826,20.24554538,10.01190075,9.023726225,9.023726225,9.023726225,9.023726225,9.023726225,9.023726225,9.023726225,9.023726225,9.023726225
4366,10.94995848,5.378242887,23.82934797,15.42814295,35.03377129,8.194455579,3.611968991,9.869197666,993.8464169,22.14243698,10.94995848,9.869197666,9.869197666,9.869197666,9.869197666,9.869197666,9.869197666,9.869197666,9.869197666,9.869197666
4367,12.18070315,5.982742326,26.50769995,17.16222301,38.97146907,9.115489437,4.017944191,10.97846785,1105.551971,24.63118488,12.18070315,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785
4368,12.26364183,6.02347895,26.68819146,17.27908096,39.23682666,9.177557005,4.045302461,11.05322047,1113.079699,24.79889916,12.26364183,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047
4369,13.1173917,6.442811516,28.54612571,18.48198736,41.96835097,9.816464946,4.326921617,11.82270524,1190.568235,26.52530779,13.1173917,11.82270524,11.82270524,11.82270524,11.82270524,11.82270524,11.82270524,11.82270524,11.82270524,11.82270524
4370,14.2352029,6.991841921,30.97871137,20.05694776,45.54472453,10.65298449,4.695644421,12.83018849,1292.023657,28.78568751,14.2352029,12.83018849,12.83018849,12.83018849,12.83018849,12.83018849,12.83018849,12.83018849,12.83018849,12.83018849
4371,14.56547833,7.154061849,31.69745822,20.52229533,46.60142204,10.90014774,4.804589548,13.12786573,1322.000305,29.45355332,14.56547833,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573,13.12786573
4372,14.30723542,7.027221815,31.13546885,20.15843928,45.77518848,10.70689037,4.71940517,12.89511139,1298.561513,28.93134792,14.30723542,12.89511139,12.89511139,12.89511139,12.89511139,12.89511139,12.89511139,12.89511139,12.89511139,12.89511139
4373,14.29973305,7.02353691,31.11914217,20.14786869,45.75118508,10.70127594,4.716930429,12.88834951,1297.880579,28.91617702,14.29973305,12.88834951,12.88834951,12.88834951,12.88834951,12.88834951,12.88834951,12.88834951,12.88834951,12.88834951
4374,14.35693208,7.051631105,31.24361895,20.2284603,45.93419013,10.74408112,4.735798183,12.939903,1303.07211,29.03184193,14.35693208,12.939903,12.939903,12.939903,12.939903,12.939903,12.939903,12.939903,12.939903,12.939903
4375,14.26047936,7.004256846,31.03371811,20.09256148,45.62559511,10.67190025,4.703982149,12.85297016,1294.317813,28.83680024,14.26047936,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016
4376,14.26047936,7.004256846,31.03371811,20.09256148,45.62559511,10.67190025,4.703982149,12.85297016,1294.317813,28.83680024,14.26047936,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016,12.85297016
4377,14.07593579,6.913615395,30.63211358,19.83254547,45.03515843,10.53379615,4.643108344,12.68664104,1277.568164,28.46362583,14.07593579,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104
4378,14.07593579,6.913615395,30.63211358,19.83254547,45.03515843,10.53379615,4.643108344,12.68664104,1277.568164,28.46362583,14.07593579,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104,12.68664104
4379,13.7274818,6.742466782,29.87380647,19.34158489,43.92029964,10.27302889,4.528166811,12.37257945,1245.941582,27.75900028,13.7274818,12.37257945,12.37257945,12.37257945,12.37257945,12.37257945,12.37257945,12.37257945,12.37257945,12.37257945
4380,14.64334638,7.192307958,31.86691502,20.63200894,46.85055646,10.95842068,4.830275215,13.19804821,1329.06781,29.61101405,14.64334638,13.19804821,13.19804821,13.19804821,13.19804821,13.19804821,13.19804821,13.19804821,13.19804821,13.19804821
4381,14.59193559,7.167056747,31.75503463,20.55957277,46.68607055,10.91994716,4.813316778,13.15171167,1324.401634,29.50705382,14.59193559,13.15171167,13.15171167,13.15171167,13.15171167,13.15171167,13.15171167,13.15171167,13.15171167,13.15171167
4382,14.57180315,7.157168384,31.71122233,20.5312068,46.62165795,10.90488095,4.806675863,13.1335663,1322.574362,29.46634304,14.57180315,13.1335663,13.1335663,13.1335663,13.1335663,13.1335663,13.1335663,13.1335663,13.1335663,13.1335663
4383,13.50844936,6.634885583,29.3971471,19.03297515,43.21951777,10.10911488,4.455916456,12.17516551,1226.061634,27.31608426,13.50844936,12.17516551,12.17516551,12.17516551,12.17516551,12.17516551,12.17516551,12.17516551,12.17516551,12.17516551
4384,12.32104799,6.051674881,26.813119,17.35996442,39.42049441,9.220517189,4.064238539,11.10496065,1118.29003,24.91498292,12.32104799,11.10496065,11.10496065,11.10496065,11.10496065,11.10496065,11.10496065,11.10496065,11.10496065,11.10496065
4385,10.7336693,5.272009081,23.35865849,15.12339837,34.34176631,8.032594498,3.540623531,9.674256223,974.2154539,21.70506823,10.7336693,9.674256223,9.674256223,9.674256223,9.674256223,9.674256223,9.674256223,9.674256223,9.674256223,9.674256223
4386,9.723873436,4.776032095,21.16113628,13.70062815,31.1109817,7.276908772,3.207530822,8.764127205,882.5637823,19.66311152,9.723873436,8.764127205,8.764127205,8.764127205,8.764127205,8.764127205,8.764127205,8.764127205,8.764127205,8.764127205
4387,9.484882251,4.658647846,20.64104261,13.36389717,30.34634296,7.098058536,3.128696847,8.548724448,860.8723271,19.17983596,9.484882251,8.548724448,8.548724448,8.548724448,8.548724448,8.548724448,8.548724448,8.548724448,8.548724448,8.548724448
4388,9.867292612,4.846474659,21.47324573,13.9027012,31.56984322,7.384237221,3.254839276,8.893390909,895.5808758,19.95312632,9.867292612,8.893390909,8.893390909,8.893390909,8.893390909,8.893390909,8.893390909,8.893390909,8.893390909,8.893390909
4389,9.888876598,4.857075971,21.52021689,13.93311235,31.63889996,7.400389703,3.261959001,8.912844556,897.5398939,19.99677233,9.888876598,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556,8.912844556
4390,10.82693433,5.317817656,23.56162227,15.25480583,34.64016249,8.102389846,3.571388068,9.758315997,982.6804282,21.89366393,10.82693433,9.758315997,9.758315997,9.758315997,9.758315997,9.758315997,9.758315997,9.758315997,9.758315997,9.758315997
4391,12.18070315,5.982742326,26.50769995,17.16222301,38.97146907,9.115489437,4.017944191,10.97846785,1105.551971,24.63118488,12.18070315,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785,10.97846785
4392,12.26364183,6.02347895,26.68819146,17.27908096,39.23682666,9.177557005,4.045302461,11.05322047,1113.079699,24.79889916,12.26364183,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047,11.05322047
4393,13.06833682,6.418717445,28.43937225,18.41287059,41.81140265,9.779754481,4.310740303,11.77849208,1186.115887,26.42611155,13.06833682,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208,11.77849208
4394,14.16647795,6.95808659,30.82915183,19.96011649,45.32484295,10.60155383,4.672974711,12.76824669,1285.786003,28.64671548,14.16647795,12.76824669,12.76824669,12.76824669,12.76824669,12.76824669,12.76824669,12.76824669,12.76824669,12.76824669
4395,14.42758807,7.086334899,31.39738084,20.32801235,46.16024998,10.79695688,4.75910487,13.00358524,1309.48503,29.17471881,14.42758807,13.00358524,13.00358524,13.00358524,13.00358524,13.00358524,13.00358524,13.00358524,13.00358524,13.00358524
4396,14.12661265,6.938506127,30.74239679,19.90394756,45.19729618,10.57172044,4.659824686,12.7323161,1282.167726,28.56610195,14.12661265,12.7323161,12.7323161,12.7323161,12.7323161,12.7323161,12.7323161,12.7323161,12.7323161,12.7323161
4397,14.11911028,6.934821222,30.72607011,19.89337696,45.17329278,10.566106,4.657349945,12.72555421,1281.486792,28.55093105,14.11911028,12.72555421,12.72555421,12.72555421,12.72555421,12.72555421,12.72555421,12.72555421,12.72555421,12.72555421
4398,14.30086656,7.024093651,31.12160892,20.14946577,45.75481168,10.70212421,4.71730433,12.88937114,1297.983459,28.91846914,14.30086656,12.88937114,12.88937114,12.88937114,12.88937114,12.88937114,12.88937114,12.88937114,12.88937114,12.88937114
4399,14.28268636,7.015164165,31.0820451,20.12385045,45.69664518,10.68851897,4.711307385,12.87298533,1296.333378,28.8817061,14.28268636,12.87298533,12.87298533,12.87298533,12.87298533,12.87298533,12.87298533,12.87298533,12.87298533,12.87298533
4400,14.21099635,6.979952495,30.92603297,20.0228415,45.46727703,10.63486939,4.687659613,12.80837112,1289.826608,28.73673827,14.21099635,12.80837112,12.80837112,12.80837112,12.80837112,12.80837112,12.80837112,12.80837112,12.80837112,12.80837112
