,JPN01-SolarGrid-post2016_exo,JPN02-SolarGrid-post2016_exo,JPN03-SolarGrid-post2016_exo,JPN04-SolarGrid-post2016_exo,JPN05-SolarGrid-post2016_exo,JPN06-SolarGrid-post2016_exo,JPN07-SolarGrid-post2016_exo,JPN08-SolarGrid-post2016_exo,JPN09-SolarGrid-post2016_exo,JPN01-OnshoreWind-post2016_exo,JPN02-OnshoreWind-post2016_exo,JPN03-OnshoreWind-post2016_exo,JPN04-OnshoreWind-post2016_exo,JPN05-OnshoreWind-post2016_exo,JPN06-OnshoreWind-post2016_exo,JPN07-OnshoreWind-post2016_exo,JPN08-OnshoreWind-post2016_exo,JPN09-OnshoreWind-post2016_exo,JPN01-SolarGrid-pre2016_exo,JPN02-SolarGrid-pre2016_exo,JPN03-SolarGrid-pre2016_exo,JPN04-SolarGrid-pre2016_exo,JPN05-SolarGrid-pre2016_exo,JPN06-SolarGrid-pre2016_exo,JPN07-SolarGrid-pre2016_exo,JPN08-SolarGrid-pre2016_exo,JPN09-SolarGrid-pre2016_exo,JPN01-OnshoreWind-pre2016_exo,JPN02-OnshoreWind-pre2016_exo,JPN03-OnshoreWind-pre2016_exo,JPN04-OnshoreWind-pre2016_exo,JPN05-OnshoreWind-pre2016_exo,JPN06-OnshoreWind-pre2016_exo,JPN07-OnshoreWind-pre2016_exo,JPN08-OnshoreWind-pre2016_exo,JPN09-OnshoreWind-pre2016_exo
8548,0,0,0,0,0,0,0,0,0,0.489,0.691,0.222,0.423,0.435,0.341,0.216,0.377,0.271,0,0,0,0,0,0,0,0,0,0.489,0.691,0.222,0.423,0.435,0.341,0.216,0.377,0.271
8549,0,0,0,0,0,0,0,0,0,0.508,0.663,0.2,0.367,0.37,0.318,0.178,0.33,0.304,0,0,0,0,0,0,0,0,0,0.508,0.663,0.2,0.367,0.37,0.318,0.178,0.33,0.304
8550,0,0,0,0,0,0,0,0,0,0.478,0.682,0.178,0.336,0.297,0.244,0.178,0.282,0.256,0,0,0,0,0,0,0,0,0,0.478,0.682,0.178,0.336,0.297,0.244,0.178,0.282,0.256
8551,0.056,0.02,0.054,0.055,0.002,0.019,0.018,0.037,0.012,0.446,0.709,0.178,0.277,0.29,0.244,0.208,0.33,0.284,0.056,0,0.054,0.055,0.002,0.019,0.018,0.037,0.012,0.446,0.709,0.178,0.277,0.29,0.244,0.208,0.33,0.284
8552,0.265,0.088,0.264,0.249,0.011,0.167,0.135,0.193,0.102,0.465,0.74,0.178,0.295,0.254,0.267,0.197,0.33,0.193,0.265,0.02,0.264,0.249,0.011,0.167,0.135,0.193,0.102,0.465,0.74,0.178,0.295,0.254,0.267,0.197,0.33,0.193
8553,0.455,0.191,0.47,0.404,0.038,0.362,0.291,0.398,0.226,0.498,0.741,0.2,0.386,0.217,0.263,0.193,0.33,0.153,0.455,0.088,0.47,0.404,0.038,0.362,0.291,0.398,0.226,0.498,0.741,0.2,0.386,0.217,0.263,0.193,0.33,0.153
8554,0.552,0.244,0.612,0.583,0.104,0.536,0.397,0.557,0.36,0.506,0.786,0.2,0.479,0.246,0.249,0.148,0.235,0.106,0.552,0.191,0.612,0.583,0.104,0.536,0.397,0.557,0.36,0.506,0.786,0.2,0.479,0.246,0.249,0.148,0.235,0.106
8555,0.524,0.254,0.673,0.644,0.114,0.609,0.443,0.583,0.435,0.478,0.824,0.222,0.463,0.225,0.258,0.148,0.188,0.133,0.524,0.244,0.673,0.644,0.114,0.609,0.443,0.583,0.435,0.478,0.824,0.222,0.463,0.225,0.258,0.148,0.188,0.133
8556,0.45,0.269,0.651,0.595,0.136,0.61,0.391,0.546,0.517,0.484,0.854,0.244,0.42,0.181,0.304,0.155,0.282,0.106,0.45,0.254,0.651,0.595,0.136,0.61,0.391,0.546,0.517,0.484,0.854,0.244,0.42,0.181,0.304,0.155,0.282,0.106
8557,0.365,0.225,0.548,0.475,0.126,0.505,0.302,0.457,0.466,0.581,0.881,0.244,0.442,0.246,0.3,0.148,0.282,0.06,0.365,0.269,0.548,0.475,0.126,0.505,0.302,0.457,0.466,0.581,0.881,0.244,0.442,0.246,0.3,0.148,0.282,0.06
8558,0.186,0.143,0.373,0.321,0.082,0.314,0.234,0.349,0.369,0.73,0.894,0.244,0.426,0.152,0.29,0.129,0.282,0.06,0.186,0.225,0.373,0.321,0.082,0.314,0.234,0.349,0.369,0.73,0.894,0.244,0.426,0.152,0.29,0.129,0.282,0.06
8559,0.031,0.034,0.16,0.133,0.038,0.143,0.13,0.204,0.23,0.706,0.869,0.222,0.389,0.101,0.235,0.114,0.33,0.075,0.031,0.143,0.16,0.133,0.038,0.143,0.13,0.204,0.23,0.706,0.869,0.222,0.389,0.101,0.235,0.114,0.33,0.075
8560,0,0.001,0.011,0.011,0.005,0.02,0.026,0.048,0.066,0.67,0.842,0.2,0.351,0.087,0.203,0.102,0.424,0.078,0,0.034,0.011,0.011,0.005,0.02,0.026,0.048,0.066,0.67,0.842,0.2,0.351,0.087,0.203,0.102,0.424,0.078
8561,0,0,0,0,0,0,0,0,0.002,0.673,0.796,0.222,0.345,0.065,0.207,0.087,0.33,0.08,0,0.001,0,0,0,0,0,0,0.002,0.673,0.796,0.222,0.345,0.065,0.207,0.087,0.33,0.08
8562,0,0,0,0,0,0,0,0,0,0.667,0.815,0.244,0.407,0.051,0.244,0.087,0.377,0.111,0,0,0,0,0,0,0,0,0,0.667,0.815,0.244,0.407,0.051,0.244,0.087,0.377,0.111
8563,0,0,0,0,0,0,0,0,0,0.617,0.829,0.267,0.466,0.051,0.18,0.087,0.282,0.098,0,0,0,0,0,0,0,0,0,0.617,0.829,0.267,0.466,0.051,0.18,0.087,0.282,0.098
8564,0,0,0,0,0,0,0,0,0,0.543,0.843,0.267,0.445,0.051,0.171,0.087,0.235,0.103,0,0,0,0,0,0,0,0,0,0.543,0.843,0.267,0.445,0.051,0.171,0.087,0.235,0.103
8565,0,0,0,0,0,0,0,0,0,0.512,0.805,0.267,0.389,0.043,0.115,0.076,0.188,0.095,0,0,0,0,0,0,0,0,0,0.512,0.805,0.267,0.389,0.043,0.115,0.076,0.188,0.095
8566,0,0,0,0,0,0,0,0,0,0.497,0.73,0.222,0.386,0.043,0.12,0.087,0.141,0.08,0,0,0,0,0,0,0,0,0,0.497,0.73,0.222,0.386,0.043,0.12,0.087,0.141,0.08
8567,0,0,0,0,0,0,0,0,0,0.527,0.733,0.244,0.432,0.036,0.12,0.083,0.141,0.093,0,0,0,0,0,0,0,0,0,0.527,0.733,0.244,0.432,0.036,0.12,0.083,0.141,0.093
8568,0,0,0,0,0,0,0,0,0,0.444,0.693,0.267,0.358,0.043,0.101,0.102,0.094,0.108,0,0,0,0,0,0,0,0,0,0.444,0.693,0.267,0.358,0.043,0.101,0.102,0.094,0.108
8569,0,0,0,0,0,0,0,0,0,0.416,0.628,0.222,0.33,0.051,0.088,0.129,0.141,0.123,0,0,0,0,0,0,0,0,0,0.416,0.628,0.222,0.33,0.051,0.088,0.129,0.141,0.123
8570,0,0,0,0,0,0,0,0,0,0.43,0.569,0.178,0.267,0.051,0.106,0.144,0.141,0.103,0,0,0,0,0,0,0,0,0,0.43,0.569,0.178,0.267,0.051,0.106,0.144,0.141,0.103
8571,0,0,0,0,0,0,0,0,0,0.399,0.476,0.133,0.224,0.058,0.092,0.114,0.141,0.108,0,0,0,0,0,0,0,0,0,0.399,0.476,0.133,0.224,0.058,0.092,0.114,0.141,0.108
8572,0,0,0,0,0,0,0,0,0,0.413,0.448,0.111,0.249,0.08,0.115,0.14,0.094,0.101,0,0,0,0,0,0,0,0,0,0.413,0.448,0.111,0.249,0.08,0.115,0.14,0.094,0.101
8573,0,0,0,0,0,0,0,0,0,0.385,0.327,0.111,0.264,0.087,0.134,0.17,0.141,0.128,0,0,0,0,0,0,0,0,0,0.385,0.327,0.111,0.264,0.087,0.134,0.17,0.141,0.128
8574,0,0,0,0,0,0,0,0,0,0.325,0.209,0.133,0.243,0.087,0.171,0.155,0.141,0.131,0,0,0,0,0,0,0,0,0,0.325,0.209,0.133,0.243,0.087,0.171,0.155,0.141,0.131
8575,0.047,0.02,0.029,0.048,0.007,0.02,0.019,0.037,0.011,0.243,0.13,0.111,0.196,0.109,0.147,0.129,0.094,0.106,0.047,0,0.029,0.048,0.007,0.02,0.019,0.037,0.011,0.243,0.13,0.111,0.196,0.109,0.147,0.129,0.094,0.106
8576,0.238,0.112,0.144,0.276,0.035,0.178,0.16,0.223,0.119,0.228,0.097,0.067,0.121,0.159,0.097,0.106,0.047,0.113,0.238,0.02,0.144,0.276,0.035,0.178,0.16,0.223,0.119,0.228,0.097,0.067,0.121,0.159,0.097,0.106,0.047,0.113
8577,0.401,0.243,0.234,0.488,0.1,0.391,0.274,0.42,0.247,0.235,0.071,0.044,0.084,0.152,0.046,0.11,0.047,0.06,0.401,0.112,0.234,0.488,0.1,0.391,0.274,0.42,0.247,0.235,0.071,0.044,0.084,0.152,0.046,0.11,0.047,0.06
8578,0.506,0.284,0.285,0.59,0.165,0.535,0.324,0.609,0.415,0.189,0.061,0.044,0.115,0.275,0.051,0.102,0.047,0.025,0.506,0.243,0.285,0.59,0.165,0.535,0.324,0.609,0.415,0.189,0.061,0.044,0.115,0.275,0.051,0.102,0.047,0.025
8579,0.54,0.274,0.337,0.624,0.166,0.569,0.421,0.688,0.485,0.155,0.054,0.044,0.14,0.435,0.055,0.083,0.047,0.013,0.54,0.284,0.337,0.624,0.166,0.569,0.421,0.688,0.485,0.155,0.054,0.044,0.14,0.435,0.055,0.083,0.047,0.013
8580,0.48,0.271,0.408,0.602,0.148,0.613,0.435,0.699,0.449,0.151,0.045,0.044,0.183,0.514,0.074,0.095,0.047,0.02,0.48,0.274,0.408,0.602,0.148,0.613,0.435,0.699,0.449,0.151,0.045,0.044,0.183,0.514,0.074,0.095,0.047,0.02
8581,0.36,0.248,0.357,0.505,0.117,0.562,0.378,0.624,0.38,0.129,0.039,0.044,0.215,0.594,0.046,0.08,0,0.025,0.36,0.271,0.357,0.505,0.117,0.562,0.378,0.624,0.38,0.129,0.039,0.044,0.215,0.594,0.046,0.08,0,0.025
8582,0.16,0.162,0.261,0.329,0.06,0.391,0.271,0.487,0.238,0.065,0.059,0.044,0.159,0.601,0.032,0.064,0,0.038,0.16,0.248,0.261,0.329,0.06,0.391,0.271,0.487,0.238,0.065,0.059,0.044,0.159,0.601,0.032,0.064,0,0.038
8583,0.022,0.04,0.114,0.155,0.027,0.172,0.13,0.268,0.139,0.075,0.064,0.067,0.106,0.659,0.018,0.045,0,0.04,0.022,0.162,0.114,0.155,0.027,0.172,0.13,0.268,0.139,0.075,0.064,0.067,0.106,0.659,0.018,0.045,0,0.04
8584,0,0.001,0.008,0.014,0.003,0.022,0.03,0.056,0.044,0.067,0.049,0.067,0.1,0.609,0.009,0.027,0,0.06,0,0.04,0.008,0.014,0.003,0.022,0.03,0.056,0.044,0.067,0.049,0.067,0.1,0.609,0.009,0.027,0,0.06
8585,0,0,0,0,0,0,0,0,0.001,0.06,0.052,0.067,0.137,0.514,0,0.023,0,0.078,0,0.001,0,0,0,0,0,0,0.001,0.06,0.052,0.067,0.137,0.514,0,0.023,0,0.078
8586,0,0,0,0,0,0,0,0,0,0.07,0.061,0.067,0.103,0.449,0,0.042,0,0.083,0,0,0,0,0,0,0,0,0,0.07,0.061,0.067,0.103,0.449,0,0.042,0,0.083
8587,0,0,0,0,0,0,0,0,0,0.045,0.085,0.067,0.112,0.435,0,0.057,0,0.09,0,0,0,0,0,0,0,0,0,0.045,0.085,0.067,0.112,0.435,0,0.057,0,0.09
8588,0,0,0,0,0,0,0,0,0,0.031,0.125,0.044,0.096,0.246,0,0.068,0.047,0.136,0,0,0,0,0,0,0,0,0,0.031,0.125,0.044,0.096,0.246,0,0.068,0.047,0.136
8589,0,0,0,0,0,0,0,0,0,0.025,0.127,0.067,0.1,0.29,0.005,0.087,0.141,0.163,0,0,0,0,0,0,0,0,0,0.025,0.127,0.067,0.1,0.29,0.005,0.087,0.141,0.163
8590,0,0,0,0,0,0,0,0,0,0.024,0.14,0.111,0.124,0.232,0.005,0.091,0.282,0.158,0,0,0,0,0,0,0,0,0,0.024,0.14,0.111,0.124,0.232,0.005,0.091,0.282,0.158
8591,0,0,0,0,0,0,0,0,0,0.029,0.118,0.111,0.159,0.167,0,0.091,0.282,0.221,0,0,0,0,0,0,0,0,0,0.029,0.118,0.111,0.159,0.167,0,0.091,0.282,0.221
8592,0,0,0,0,0,0,0,0,0,0.027,0.102,0.2,0.162,0.167,0.014,0.11,0.282,0.309,0,0,0,0,0,0,0,0,0,0.027,0.102,0.2,0.162,0.167,0.014,0.11,0.282,0.309
8593,0,0,0,0,0,0,0,0,0,0.032,0.091,0.178,0.131,0.13,0.023,0.11,0.282,0.299,0,0,0,0,0,0,0,0,0,0.032,0.091,0.178,0.131,0.13,0.023,0.11,0.282,0.299
8594,0,0,0,0,0,0,0,0,0,0.038,0.091,0.2,0.112,0.138,0.037,0.117,0.235,0.256,0,0,0,0,0,0,0,0,0,0.038,0.091,0.2,0.112,0.138,0.037,0.117,0.235,0.256
8595,0,0,0,0,0,0,0,0,0,0.043,0.06,0.178,0.127,0.167,0.074,0.114,0.282,0.314,0,0,0,0,0,0,0,0,0,0.043,0.06,0.178,0.127,0.167,0.074,0.114,0.282,0.314
8596,0,0,0,0,0,0,0,0,0,0.053,0.05,0.178,0.124,0.109,0.083,0.095,0.33,0.357,0,0,0,0,0,0,0,0,0,0.053,0.05,0.178,0.124,0.109,0.083,0.095,0.33,0.357
8597,0,0,0,0,0,0,0,0,0,0.062,0.06,0.156,0.1,0.13,0.12,0.136,0.377,0.379,0,0,0,0,0,0,0,0,0,0.062,0.06,0.156,0.1,0.13,0.12,0.136,0.377,0.379
8598,0,0,0,0,0,0,0,0,0,0.064,0.052,0.133,0.096,0.174,0.124,0.159,0.377,0.332,0,0,0,0,0,0,0,0,0,0.064,0.052,0.133,0.096,0.174,0.124,0.159,0.377,0.332
8599,0.05,0.049,0.051,0.048,0.005,0.016,0.017,0.03,0.008,0.041,0.05,0.111,0.137,0.145,0.12,0.167,0.377,0.324,0.05,0,0.051,0.048,0.005,0.016,0.017,0.03,0.008,0.041,0.05,0.111,0.137,0.145,0.12,0.167,0.377,0.324
8600,0.224,0.207,0.262,0.269,0.03,0.162,0.164,0.164,0.092,0.068,0.072,0.089,0.134,0.145,0.124,0.144,0.424,0.296,0.224,0.049,0.262,0.269,0.03,0.162,0.164,0.164,0.092,0.068,0.072,0.089,0.134,0.145,0.124,0.144,0.424,0.296
8601,0.368,0.377,0.471,0.486,0.061,0.379,0.315,0.301,0.213,0.069,0.054,0.067,0.152,0.13,0.111,0.231,0.424,0.312,0.368,0.207,0.471,0.486,0.061,0.379,0.315,0.301,0.213,0.069,0.054,0.067,0.152,0.13,0.111,0.231,0.424,0.312
8602,0.504,0.505,0.618,0.632,0.1,0.561,0.422,0.439,0.357,0.033,0.051,0.044,0.208,0.123,0.12,0.277,0.471,0.279,0.504,0.377,0.618,0.632,0.1,0.561,0.422,0.439,0.357,0.033,0.051,0.044,0.208,0.123,0.12,0.277,0.471,0.279
8603,0.527,0.529,0.684,0.668,0.093,0.609,0.41,0.517,0.416,0.048,0.049,0.044,0.28,0.101,0.152,0.299,0.471,0.276,0.527,0.505,0.684,0.668,0.093,0.609,0.41,0.517,0.416,0.048,0.049,0.044,0.28,0.101,0.152,0.299,0.471,0.276
8604,0.507,0.527,0.665,0.632,0.082,0.556,0.372,0.457,0.387,0.048,0.033,0.044,0.354,0.087,0.203,0.33,0.518,0.327,0.507,0.529,0.665,0.632,0.082,0.556,0.372,0.457,0.387,0.048,0.033,0.044,0.354,0.087,0.203,0.33,0.518,0.327
8605,0.381,0.399,0.561,0.55,0.078,0.431,0.39,0.372,0.323,0.061,0.024,0.022,0.354,0.101,0.272,0.36,0.471,0.337,0.381,0.527,0.561,0.55,0.078,0.431,0.39,0.372,0.323,0.061,0.024,0.022,0.354,0.101,0.272,0.36,0.471,0.337
8606,0.172,0.181,0.38,0.391,0.062,0.283,0.318,0.32,0.258,0.054,0.03,0.022,0.429,0.181,0.3,0.39,0.471,0.379,0.172,0.399,0.38,0.391,0.062,0.283,0.318,0.32,0.258,0.054,0.03,0.022,0.429,0.181,0.3,0.39,0.471,0.379
8607,0.024,0.043,0.164,0.172,0.02,0.139,0.163,0.208,0.156,0.063,0.034,0.022,0.392,0.384,0.272,0.318,0.518,0.304,0.024,0.181,0.164,0.172,0.02,0.139,0.163,0.208,0.156,0.063,0.034,0.022,0.392,0.384,0.272,0.318,0.518,0.304
8608,0.001,0.001,0.013,0.015,0.002,0.02,0.04,0.045,0.05,0.1,0.043,0.044,0.373,0.442,0.341,0.277,0.565,0.314,0.001,0.043,0.013,0.015,0.002,0.02,0.04,0.045,0.05,0.1,0.043,0.044,0.373,0.442,0.341,0.277,0.565,0.314
8609,0,0,0,0,0,0,0,0,0.001,0.126,0.037,0.067,0.386,0.529,0.364,0.227,0.565,0.276,0,0.001,0,0,0,0,0,0,0.001,0.126,0.037,0.067,0.386,0.529,0.364,0.227,0.565,0.276
8610,0,0,0,0,0,0,0,0,0,0.147,0.042,0.089,0.417,0.536,0.355,0.193,0.565,0.269,0,0,0,0,0,0,0,0,0,0.147,0.042,0.089,0.417,0.536,0.355,0.193,0.565,0.269
8611,0,0,0,0,0,0,0,0,0,0.204,0.054,0.111,0.429,0.522,0.327,0.136,0.518,0.224,0,0,0,0,0,0,0,0,0,0.204,0.054,0.111,0.429,0.522,0.327,0.136,0.518,0.224
8612,0,0,0,0,0,0,0,0,0,0.269,0.057,0.133,0.373,0.428,0.341,0.125,0.471,0.206,0,0,0,0,0,0,0,0,0,0.269,0.057,0.133,0.373,0.428,0.341,0.125,0.471,0.206
8613,0,0,0,0,0,0,0,0,0,0.319,0.083,0.178,0.342,0.514,0.323,0.102,0.471,0.198,0,0,0,0,0,0,0,0,0,0.319,0.083,0.178,0.342,0.514,0.323,0.102,0.471,0.198
8614,0,0,0,0,0,0,0,0,0,0.33,0.091,0.178,0.379,0.457,0.281,0.098,0.33,0.183,0,0,0,0,0,0,0,0,0,0.33,0.091,0.178,0.379,0.457,0.281,0.098,0.33,0.183
8615,0,0,0,0,0,0,0,0,0,0.454,0.114,0.178,0.407,0.384,0.23,0.095,0.282,0.168,0,0,0,0,0,0,0,0,0,0.454,0.114,0.178,0.407,0.384,0.23,0.095,0.282,0.168
8616,0,0,0,0,0,0,0,0,0,0.492,0.145,0.222,0.379,0.341,0.184,0.091,0.282,0.176,0,0,0,0,0,0,0,0,0,0.492,0.145,0.222,0.379,0.341,0.184,0.091,0.282,0.176
8617,0,0,0,0,0,0,0,0,0,0.531,0.183,0.222,0.37,0.362,0.166,0.102,0.235,0.186,0,0,0,0,0,0,0,0,0,0.531,0.183,0.222,0.37,0.362,0.166,0.102,0.235,0.186
8618,0,0,0,0,0,0,0,0,0,0.532,0.238,0.244,0.373,0.333,0.138,0.17,0.188,0.191,0,0,0,0,0,0,0,0,0,0.532,0.238,0.244,0.373,0.333,0.138,0.17,0.188,0.191
8619,0,0,0,0,0,0,0,0,0,0.527,0.39,0.244,0.426,0.275,0.12,0.197,0.188,0.168,0,0,0,0,0,0,0,0,0,0.527,0.39,0.244,0.426,0.275,0.12,0.197,0.188,0.168
8620,0,0,0,0,0,0,0,0,0,0.49,0.576,0.222,0.417,0.268,0.12,0.242,0.188,0.153,0,0,0,0,0,0,0,0,0,0.49,0.576,0.222,0.417,0.268,0.12,0.242,0.188,0.153
8621,0,0,0,0,0,0,0,0,0,0.442,0.637,0.222,0.37,0.29,0.106,0.273,0.235,0.128,0,0,0,0,0,0,0,0,0,0.442,0.637,0.222,0.37,0.29,0.106,0.273,0.235,0.128
8622,0,0,0,0,0,0,0,0,0,0.424,0.6,0.244,0.33,0.268,0.124,0.318,0.235,0.116,0,0,0,0,0,0,0,0,0,0.424,0.6,0.244,0.33,0.268,0.124,0.318,0.235,0.116
8623,0.043,0.049,0.05,0.05,0.007,0.016,0.017,0.03,0.008,0.431,0.52,0.222,0.305,0.326,0.106,0.337,0.235,0.068,0.043,0,0.05,0.05,0.007,0.016,0.017,0.03,0.008,0.431,0.52,0.222,0.305,0.326,0.106,0.337,0.235,0.068
8624,0.202,0.214,0.262,0.258,0.035,0.179,0.138,0.182,0.086,0.431,0.482,0.133,0.258,0.399,0.083,0.337,0.235,0.05,0.202,0.049,0.262,0.258,0.035,0.179,0.138,0.182,0.086,0.431,0.482,0.133,0.258,0.399,0.083,0.337,0.235,0.05
8625,0.307,0.375,0.472,0.49,0.078,0.408,0.252,0.372,0.192,0.429,0.387,0.111,0.23,0.507,0.06,0.348,0.188,0.073,0.307,0.214,0.472,0.49,0.078,0.408,0.252,0.372,0.192,0.429,0.387,0.111,0.23,0.507,0.06,0.348,0.188,0.073
8626,0.365,0.443,0.619,0.645,0.112,0.571,0.337,0.468,0.31,0.341,0.301,0.111,0.264,0.623,0.074,0.379,0.235,0.118,0.365,0.375,0.619,0.645,0.112,0.571,0.337,0.468,0.31,0.341,0.301,0.111,0.264,0.623,0.074,0.379,0.235,0.118
8627,0.366,0.432,0.685,0.716,0.208,0.644,0.394,0.524,0.397,0.273,0.251,0.133,0.292,0.696,0.088,0.42,0.282,0.133,0.366,0.443,0.685,0.716,0.208,0.644,0.394,0.524,0.397,0.273,0.251,0.133,0.292,0.696,0.088,0.42,0.282,0.133
8628,0.343,0.414,0.666,0.703,0.194,0.637,0.389,0.513,0.439,0.235,0.249,0.156,0.33,0.71,0.101,0.47,0.33,0.121,0.343,0.432,0.666,0.703,0.194,0.637,0.389,0.513,0.439,0.235,0.249,0.156,0.33,0.71,0.101,0.47,0.33,0.121
8629,0.259,0.318,0.568,0.613,0.153,0.546,0.359,0.461,0.473,0.192,0.284,0.133,0.41,0.703,0.143,0.47,0.33,0.116,0.259,0.414,0.568,0.613,0.153,0.546,0.359,0.461,0.473,0.192,0.284,0.133,0.41,0.703,0.143,0.47,0.33,0.116
8630,0.121,0.181,0.39,0.442,0.073,0.357,0.291,0.387,0.362,0.137,0.409,0.111,0.454,0.732,0.157,0.42,0.282,0.128,0.121,0.318,0.39,0.442,0.073,0.357,0.291,0.387,0.362,0.137,0.409,0.111,0.454,0.732,0.157,0.42,0.282,0.128
8631,0.013,0.053,0.169,0.197,0.029,0.159,0.185,0.216,0.222,0.112,0.555,0.133,0.473,0.703,0.143,0.428,0.33,0.148,0.013,0.181,0.169,0.197,0.029,0.159,0.185,0.216,0.222,0.112,0.555,0.133,0.473,0.703,0.143,0.428,0.33,0.148
8632,0,0.001,0.013,0.019,0.004,0.022,0.052,0.048,0.078,0.094,0.694,0.2,0.516,0.732,0.161,0.394,0.377,0.103,0,0.053,0.013,0.019,0.004,0.022,0.052,0.048,0.078,0.094,0.694,0.2,0.516,0.732,0.161,0.394,0.377,0.103
8633,0,0,0,0,0,0,0,0,0.002,0.144,0.734,0.222,0.557,0.71,0.152,0.367,0.424,0.111,0,0.001,0,0,0,0,0,0,0.002,0.144,0.734,0.222,0.557,0.71,0.152,0.367,0.424,0.111
8634,0,0,0,0,0,0,0,0,0,0.184,0.799,0.267,0.637,0.667,0.194,0.337,0.377,0.095,0,0,0,0,0,0,0,0,0,0.184,0.799,0.267,0.637,0.667,0.194,0.337,0.377,0.095
8635,0,0,0,0,0,0,0,0,0,0.216,0.815,0.289,0.765,0.703,0.138,0.299,0.471,0.098,0,0,0,0,0,0,0,0,0,0.216,0.815,0.289,0.765,0.703,0.138,0.299,0.471,0.098
8636,0,0,0,0,0,0,0,0,0,0.26,0.891,0.333,0.836,0.732,0.111,0.235,0.424,0.065,0,0,0,0,0,0,0,0,0,0.26,0.891,0.333,0.836,0.732,0.111,0.235,0.424,0.065
8637,0,0,0,0,0,0,0,0,0,0.312,0.915,0.356,0.815,0.652,0.147,0.178,0.424,0.075,0,0,0,0,0,0,0,0,0,0.312,0.915,0.356,0.815,0.652,0.147,0.178,0.424,0.075
8638,0,0,0,0,0,0,0,0,0,0.322,0.915,0.356,0.784,0.478,0.276,0.148,0.377,0.068,0,0,0,0,0,0,0,0,0,0.322,0.915,0.356,0.784,0.478,0.276,0.148,0.377,0.068
8639,0,0,0,0,0,0,0,0,0,0.423,0.931,0.333,0.808,0.326,0.373,0.102,0.377,0.075,0,0,0,0,0,0,0,0,0,0.423,0.931,0.333,0.808,0.326,0.373,0.102,0.377,0.075
8640,0,0,0,0,0,0,0,0,0,0.582,0.909,0.333,0.827,0.239,0.415,0.064,0.33,0.055,0,0,0,0,0,0,0,0,0,0.582,0.909,0.333,0.827,0.239,0.415,0.064,0.33,0.055
8641,0,0,0,0,0,0,0,0,0,0.628,0.89,0.356,0.796,0.181,0.309,0.042,0.33,0.06,0,0,0,0,0,0,0,0,0,0.628,0.89,0.356,0.796,0.181,0.309,0.042,0.33,0.06
8642,0,0,0,0,0,0,0,0,0,0.624,0.875,0.333,0.765,0.174,0.359,0.03,0.377,0.083,0,0,0,0,0,0,0,0,0,0.624,0.875,0.333,0.765,0.174,0.359,0.03,0.377,0.083
8643,0,0,0,0,0,0,0,0,0,0.728,0.878,0.311,0.721,0.159,0.382,0.015,0.424,0.106,0,0,0,0,0,0,0,0,0,0.728,0.878,0.311,0.721,0.159,0.382,0.015,0.424,0.106
8644,0,0,0,0,0,0,0,0,0,0.69,0.884,0.311,0.675,0.159,0.373,0.008,0.33,0.09,0,0,0,0,0,0,0,0,0,0.69,0.884,0.311,0.675,0.159,0.373,0.008,0.33,0.09
8645,0,0,0,0,0,0,0,0,0,0.678,0.888,0.267,0.616,0.152,0.309,0.008,0.235,0.093,0,0,0,0,0,0,0,0,0,0.678,0.888,0.267,0.616,0.152,0.309,0.008,0.235,0.093
8646,0,0,0,0,0,0,0,0,0,0.64,0.886,0.244,0.488,0.109,0.226,0.004,0.188,0.093,0,0,0,0,0,0,0,0,0,0.64,0.886,0.244,0.488,0.109,0.226,0.004,0.188,0.093
8647,0.021,0.029,0.046,0.036,0.004,0.017,0.013,0.033,0.009,0.643,0.821,0.244,0.398,0.145,0.166,0.008,0.188,0.103,0.021,0,0.046,0.036,0.004,0.017,0.013,0.033,0.009,0.643,0.821,0.244,0.398,0.145,0.166,0.008,0.188,0.103
8648,0.1,0.155,0.222,0.183,0.047,0.127,0.129,0.216,0.114,0.662,0.808,0.267,0.267,0.145,0.097,0.008,0.141,0.073,0.1,0.029,0.222,0.183,0.047,0.127,0.129,0.216,0.114,0.662,0.808,0.267,0.267,0.145,0.097,0.008,0.141,0.073
8649,0.173,0.339,0.41,0.312,0.133,0.283,0.329,0.442,0.317,0.717,0.791,0.289,0.18,0.145,0.101,0.004,0.094,0.04,0.173,0.155,0.41,0.312,0.133,0.283,0.329,0.442,0.317,0.717,0.791,0.289,0.18,0.145,0.101,0.004,0.094,0.04
8650,0.219,0.46,0.521,0.423,0.207,0.394,0.463,0.621,0.529,0.777,0.825,0.311,0.165,0.217,0.12,0,0.047,0.015,0.219,0.339,0.521,0.423,0.207,0.394,0.463,0.621,0.529,0.777,0.825,0.311,0.165,0.217,0.12,0,0.047,0.015
8651,0.217,0.494,0.539,0.413,0.225,0.504,0.553,0.702,0.664,0.753,0.83,0.311,0.215,0.239,0.12,0,0.047,0.005,0.217,0.46,0.539,0.413,0.225,0.504,0.553,0.702,0.664,0.753,0.83,0.311,0.215,0.239,0.12,0,0.047,0.005
8652,0.199,0.458,0.503,0.522,0.19,0.484,0.536,0.702,0.695,0.756,0.87,0.333,0.205,0.181,0.152,0.004,0.047,0.003,0.199,0.494,0.503,0.522,0.19,0.484,0.536,0.702,0.695,0.756,0.87,0.333,0.205,0.181,0.152,0.004,0.047,0.003
