name,bus,control,technology,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_min_pu,p_max_pu,p_set,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,build_year,lifetime,capital_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt,min_utilisation_rate,max_utilisation_rate,is_blend_or_ccs,generation_blend_share,annual_fixed_costs,total_capital_cost
JPN06-Oil-2030_exo,JPN06,,oil-unspecified,oil-unspecified,0,0,FALSE,0,0,0,1,,,,Oil,125.35,,2030,30,2292758.4,0.39,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN06-Nuclear-2023active_exo,JPN06,,nuclear-unspecified,nuclear-unspecified,6578,0,FALSE,0,6578,0,0.76,,,,Nuclear,11.98,,2023,40,8147000,0.35,FALSE,,,,,,,,0.3,0.3,,,,,0,0.8,FALSE,0,150843.7,8147000
JPN06-Nuclear-2030_exo,JPN06,,nuclear-unspecified,nuclear-unspecified,0,0,FALSE,0,0,0,0.76,,,,Nuclear,11.98,,2030,40,8147000,0.35,FALSE,,,,,,,,0.3,0.3,,,,,0,0.8,FALSE,0,150843.7,8147000
JPN06-HydroConventional-2023active_exo,JPN06,,hydro-unspecified,hydro-unspecified,3386.31,0,FALSE,0,3386.31,0,1,,,,HydroConventional,0,,2023,40,5360942.3,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,119374.2,5360942.3
JPN06-HydroConventional-2030_exo,JPN06,,hydro-unspecified,hydro-unspecified,20.1,0,FALSE,0,20.1,0,1,,,,HydroConventional,0,,2030,40,5360942.3,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,119374.2,5360942.3
JPN06-Biomass-2023active_exo,JPN06,,biomass-unspecified,biomass-unspecified,519.9,0,FALSE,0,519.9,0,1,,,,Biomass,225.22,,2023,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN06-Biomass-2030_endo,JPN06,,biomass-unspecified,biomass-unspecified,0,0,TRUE,0,217.1,0,1,,,,Biomass,225.22,,2030,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN06-Biomass-2030_exo,JPN06,,biomass-unspecified,biomass-unspecified,434.2,0,FALSE,0,434.2,0,1,,,,Biomass,225.22,,2030,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN06-Geothermal-2023active_exo,JPN06,,geothermal-unspecified,geothermal-unspecified,44.69,0,FALSE,0,44.69,0,1,,,,Geothermal,0,,2023,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN06-Geothermal-2030_endo,JPN06,,geothermal-unspecified,geothermal-unspecified,0,0,TRUE,0,0,0,1,,,,Geothermal,0,,2030,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN06-Geothermal-2030_exo,JPN06,,geothermal-unspecified,geothermal-unspecified,0,0,FALSE,0,0,0,1,,,,Geothermal,0,,2030,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN06-SolarGrid-2023active_exo,JPN06,,solar-unspecified,solar-unspecified,6110.92,0,FALSE,0,6110.92,0,1,,,,SolarGrid,0,,2023,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN06-SolarGrid-2030_endo,JPN06,,solar-unspecified,solar-unspecified,0,0,TRUE,0,966,0,1,,,,SolarGrid,0,,2030,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN06-SolarGrid-2030_exo,JPN06,,solar-unspecified,solar-unspecified,1409.557143,0,FALSE,0,1409.56,0,1,,,,SolarGrid,0,,2030,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN06-OffshoreWind-2023active_exo,JPN06,,offshorewind-unspecified,offshorewind-unspecified,0,0,FALSE,0,0,0,1,,,,OffshoreWind,0,,2023,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN06-OffshoreWind-2030_endo,JPN06,,offshorewind-unspecified,offshorewind-unspecified,0,0,TRUE,0,0,0,1,,,,OffshoreWind,0,,2030,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN06-OffshoreWind-2030_exo,JPN06,,offshorewind-unspecified,offshorewind-unspecified,0,0,FALSE,0,0,0,1,,,,OffshoreWind,0,,2030,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN06-OnshoreWind-2023active_exo,JPN06,,onshorewind-unspecified,onshorewind-unspecified,194.62,0,FALSE,0,194.62,0,1,,,,OnshoreWind,0,,2023,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN06-OnshoreWind-2030_endo,JPN06,,onshorewind-unspecified,onshorewind-unspecified,0,0,TRUE,0,1658,0,1,,,,OnshoreWind,0,,2030,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN06-OnshoreWind-2030_exo,JPN06,,onshorewind-unspecified,onshorewind-unspecified,63.77142857,0,FALSE,0,63.77142857,0,1,,,,OnshoreWind,0,,2030,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN06-BlueH2-2030_exo,JPN06,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,FALSE,0,0,0,1,,,,BlueH2,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.1,76835.99,2101654.82
JPN06-BlueH2_Gas-2030_exo,JPN06,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,FALSE,0,0,0,1,,,,BlueH2_Gas,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.9,76835.99,2101654.82
JPN06-BlueNH3-2030_exo,JPN06,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,280,0,FALSE,0,280,0,1,,,,BlueNH3,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.2,99710.45,2357451.5
JPN06-BlueNH3_Coal-2030_exo,JPN06,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,1120,0,FALSE,0,1120,0,1,,,,BlueNH3_Coal,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.8,99710.45,2357451.5
JPN06-GasCCSLeaked-2030_exo,JPN06,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,FALSE,0,0,0,1,,,,GasCCSLeaked,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.3,124330.37,3351253
JPN06-GasCCSSequestered-2030_exo,JPN06,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,FALSE,0,0,0,1,,,,GasCCSSequestered,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.7,124330.37,3351253
JPN06-BlueH2-2030_endo,JPN06,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueH2,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.1,76835.99,2101654.82
JPN06-BlueH2_Gas-2030_endo,JPN06,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueH2_Gas,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.9,76835.99,2101654.82
JPN06-BlueNH3-2030_endo,JPN06,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueNH3,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.2,99710.45,2357451.5
JPN06-BlueNH3_Coal-2030_endo,JPN06,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueNH3_Coal,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.8,99710.45,2357451.5
JPN06-GasCCSLeaked-2030_endo,JPN06,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,TRUE,0,inf,0,1,,,,GasCCSLeaked,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.3,124330.37,3351253
JPN06-GasCCSSequestered-2030_endo,JPN06,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,TRUE,0,inf,0,1,,,,GasCCSSequestered,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.7,124330.37,3351253
JPN07-Coal-2023active_exo,JPN07,,coal-unspecified,coal-unspecified,5717.22,0,FALSE,0,5717.22,0,1,,,,Coal,40.9,,2023,40,2123830.2,0.36,FALSE,,,,,,,,0.7,0.85,,,,,0,0.65,FALSE,0,90645.9,2123830.2
JPN07-Coal-2030_endo,JPN07,,coal-unspecified,coal-unspecified,0,0,TRUE,0,0,0,1,,,,Coal,34.4,,2030,40,2123830.2,0.43,FALSE,,,,,,,,0.7,0.85,,,,,0,0.65,FALSE,0,90645.9,2123830.2
JPN07-Coal-2030_exo,JPN07,,coal-unspecified,coal-unspecified,0,0,FALSE,0,0,0,1,,,,Coal,34.4,,2030,40,2123830.2,0.43,FALSE,,,,,,,,0.7,0.85,,,,,0,0.65,FALSE,0,90645.9,2123830.2
JPN07-Gas-2023active_exo,JPN07,,gas-unspecified,gas-unspecified,2505.56,0,FALSE,0,2505.56,0,1,,,,Gas,63.29,,2023,40,2101654.8,0.5,FALSE,,,,,,,,1,1,,,,,0.13,0.56,FALSE,0,76836,2101654.8
JPN07-Gas-2030_endo,JPN07,,gas-unspecified,gas-unspecified,0,0,TRUE,0,528.34,0,1,,,,Gas,57.86,,2030,40,2101654.8,0.55,FALSE,,,,,,,,1,1,,,,,0.13,0.56,FALSE,0,76836,2101654.8
JPN07-Gas-2030_exo,JPN07,,gas-unspecified,gas-unspecified,513.55,0,FALSE,0,513.55,0,1,,,,Gas,57.86,,2030,40,2101654.8,0.55,FALSE,,,,,,,,1,1,,,,,0.13,0.56,FALSE,0,76836,2101654.8
JPN07-Oil-2023active_exo,JPN07,,oil-unspecified,oil-unspecified,2209.44,0,FALSE,0,2209.44,0,1,,,,Oil,171.07,,2023,30,2292758.4,0.29,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN07-Oil-2030_endo,JPN07,,oil-unspecified,oil-unspecified,0,0,TRUE,0,0,0,1,,,,Oil,125.35,,2030,30,2292758.4,0.39,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN07-Oil-2030_exo,JPN07,,oil-unspecified,oil-unspecified,0,0,FALSE,0,0,0,1,,,,Oil,125.35,,2030,30,2292758.4,0.39,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN07-Nuclear-2023active_exo,JPN07,,nuclear-unspecified,nuclear-unspecified,0,0,FALSE,0,0,0,0.76,,,,Nuclear,11.98,,2023,40,8147000,0.35,FALSE,,,,,,,,0.3,0.3,,,,,0,0.8,FALSE,0,150843.7,8147000
JPN07-Nuclear-2030_exo,JPN07,,nuclear-unspecified,nuclear-unspecified,2193,0,FALSE,0,2193,0,0.76,,,,Nuclear,11.98,,2030,40,8147000,0.35,FALSE,,,,,,,,0.3,0.3,,,,,0,0.8,FALSE,0,150843.7,8147000
JPN07-HydroConventional-2023active_exo,JPN07,,hydro-unspecified,hydro-unspecified,979.44,0,FALSE,0,979.44,0,1,,,,HydroConventional,0,,2023,40,5360942.3,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,119374.2,5360942.3
JPN07-HydroConventional-2030_exo,JPN07,,hydro-unspecified,hydro-unspecified,84.4,0,FALSE,0,84.4,0,1,,,,HydroConventional,0,,2030,40,5360942.3,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,119374.2,5360942.3
JPN07-Biomass-2023active_exo,JPN07,,biomass-unspecified,biomass-unspecified,2762,0,FALSE,0,2762,0,1,,,,Biomass,225.22,,2023,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN07-Biomass-2030_endo,JPN07,,biomass-unspecified,biomass-unspecified,0,0,TRUE,0,1698.4,0,1,,,,Biomass,225.22,,2030,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN07-Biomass-2030_exo,JPN07,,biomass-unspecified,biomass-unspecified,3396.8,0,FALSE,0,3396.8,0,1,,,,Biomass,225.22,,2030,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN07-Geothermal-2023active_exo,JPN07,,geothermal-unspecified,geothermal-unspecified,70.76,0,FALSE,0,70.76,0,1,,,,Geothermal,0,,2023,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN07-Geothermal-2030_endo,JPN07,,geothermal-unspecified,geothermal-unspecified,0,0,TRUE,0,0,0,1,,,,Geothermal,0,,2030,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN07-Geothermal-2030_exo,JPN07,,geothermal-unspecified,geothermal-unspecified,0,0,FALSE,0,0,0,1,,,,Geothermal,0,,2030,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN07-SolarGrid-2023active_exo,JPN07,,solar-unspecified,solar-unspecified,6787.78,0,FALSE,0,6787.78,0,1,,,,SolarGrid,0,,2023,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN07-SolarGrid-2030_endo,JPN07,,solar-unspecified,solar-unspecified,0,0,TRUE,0,1100,0,1,,,,SolarGrid,0,,2030,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN07-SolarGrid-2030_exo,JPN07,,solar-unspecified,solar-unspecified,1631.757143,0,FALSE,0,1631.76,0,1,,,,SolarGrid,0,,2030,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN07-OffshoreWind-2023active_exo,JPN07,,offshorewind-unspecified,offshorewind-unspecified,0,0,FALSE,0,0,0,1,,,,OffshoreWind,0,,2023,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN07-OffshoreWind-2030_endo,JPN07,,offshorewind-unspecified,offshorewind-unspecified,0,0,TRUE,0,0,0,1,,,,OffshoreWind,0,,2030,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN07-OffshoreWind-2030_exo,JPN07,,offshorewind-unspecified,offshorewind-unspecified,0,0,FALSE,0,0,0,1,,,,OffshoreWind,0,,2030,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN07-OnshoreWind-2023active_exo,JPN07,,onshorewind-unspecified,onshorewind-unspecified,341.67,0,FALSE,0,341.67,0,1,,,,OnshoreWind,0,,2023,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN07-OnshoreWind-2030_endo,JPN07,,onshorewind-unspecified,onshorewind-unspecified,0,0,TRUE,0,2717,0,1,,,,OnshoreWind,0,,2030,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN07-OnshoreWind-2030_exo,JPN07,,onshorewind-unspecified,onshorewind-unspecified,6.857142857,0,FALSE,0,6.86,0,1,,,,OnshoreWind,0,,2030,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN07-BlueH2-2030_exo,JPN07,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,FALSE,0,0,0,1,,,,BlueH2,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.1,76835.99,2101654.82
JPN07-BlueH2_Gas-2030_exo,JPN07,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,FALSE,0,0,0,1,,,,BlueH2_Gas,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.9,76835.99,2101654.82
JPN07-BlueNH3-2030_exo,JPN07,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,FALSE,0,0,0,1,,,,BlueNH3,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.2,99710.45,2357451.5
JPN07-BlueNH3_Coal-2030_exo,JPN07,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,FALSE,0,0,0,1,,,,BlueNH3_Coal,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.8,99710.45,2357451.5
JPN07-GasCCSLeaked-2030_exo,JPN07,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,FALSE,0,0,0,1,,,,GasCCSLeaked,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.3,124330.37,3351253
JPN07-GasCCSSequestered-2030_exo,JPN07,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,FALSE,0,0,0,1,,,,GasCCSSequestered,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.7,124330.37,3351253
JPN07-BlueH2-2030_endo,JPN07,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueH2,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.1,76835.99,2101654.82
JPN07-BlueH2_Gas-2030_endo,JPN07,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueH2_Gas,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.9,76835.99,2101654.82
JPN07-BlueNH3-2030_endo,JPN07,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueNH3,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.2,99710.45,2357451.5
JPN07-BlueNH3_Coal-2030_endo,JPN07,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueNH3_Coal,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.8,99710.45,2357451.5
JPN07-GasCCSLeaked-2030_endo,JPN07,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,TRUE,0,inf,0,1,,,,GasCCSLeaked,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.3,124330.37,3351253
JPN07-GasCCSSequestered-2030_endo,JPN07,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,TRUE,0,inf,0,1,,,,GasCCSSequestered,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.7,124330.37,3351253
JPN08-Coal-2023active_exo,JPN08,,coal-unspecified,coal-unspecified,3916,0,FALSE,0,3916,0,1,,,,Coal,40.9,,2023,40,2123830.2,0.36,FALSE,,,,,,,,0.7,0.85,,,,,0,0.47,FALSE,0,90645.9,2123830.2
JPN08-Coal-2030_endo,JPN08,,coal-unspecified,coal-unspecified,0,0,TRUE,0,0,0,1,,,,Coal,34.4,,2030,40,2123830.2,0.43,FALSE,,,,,,,,0.7,0.85,,,,,0,0.47,FALSE,0,90645.9,2123830.2
JPN08-Coal-2030_exo,JPN08,,coal-unspecified,coal-unspecified,0,0,FALSE,0,0,0,1,,,,Coal,34.4,,2030,40,2123830.2,0.43,FALSE,,,,,,,,0.7,0.85,,,,,0,0.47,FALSE,0,90645.9,2123830.2
JPN08-Gas-2023active_exo,JPN08,,gas-unspecified,gas-unspecified,915.43,0,FALSE,0,915.43,0,1,,,,Gas,63.29,,2023,40,2101654.8,0.5,FALSE,,,,,,,,1,1,,,,,0.13,0.56,FALSE,0,76836,2101654.8
JPN08-Gas-2030_endo,JPN08,,gas-unspecified,gas-unspecified,0,0,TRUE,0,163.4,0,1,,,,Gas,57.86,,2030,40,2101654.8,0.55,FALSE,,,,,,,,1,1,,,,,0.13,0.56,FALSE,0,76836,2101654.8
JPN08-Gas-2030_exo,JPN08,,gas-unspecified,gas-unspecified,18.27,0,FALSE,0,18.27,0,1,,,,Gas,57.86,,2030,40,2101654.8,0.55,FALSE,,,,,,,,1,1,,,,,0.13,0.56,FALSE,0,76836,2101654.8
JPN08-Oil-2023active_exo,JPN08,,oil-unspecified,oil-unspecified,1551.14,0,FALSE,0,1551.14,0,1,,,,Oil,171.07,,2023,30,2292758.4,0.29,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN08-Oil-2030_endo,JPN08,,oil-unspecified,oil-unspecified,0,0,TRUE,0,0,0,1,,,,Oil,125.35,,2030,30,2292758.4,0.39,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN08-Oil-2030_exo,JPN08,,oil-unspecified,oil-unspecified,0,0,FALSE,0,0,0,1,,,,Oil,125.35,,2030,30,2292758.4,0.39,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN08-Nuclear-2023active_exo,JPN08,,nuclear-unspecified,nuclear-unspecified,890,0,FALSE,0,890,0,0.76,,,,Nuclear,11.98,,2023,40,8147000,0.35,FALSE,,,,,,,,0.3,0.3,,,,,0,0.8,FALSE,0,150843.7,8147000
JPN08-Nuclear-2030_exo,JPN08,,nuclear-unspecified,nuclear-unspecified,0,0,FALSE,0,0,0,0.76,,,,Nuclear,11.98,,2030,40,8147000,0.35,FALSE,,,,,,,,0.3,0.3,,,,,0,0.8,FALSE,0,150843.7,8147000
JPN08-HydroConventional-2023active_exo,JPN08,,hydro-unspecified,hydro-unspecified,851.86,0,FALSE,0,851.86,0,1,,,,HydroConventional,0,,2023,40,5360942.3,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,119374.2,5360942.3
JPN08-HydroConventional-2030_exo,JPN08,,hydro-unspecified,hydro-unspecified,17.8,0,FALSE,0,17.8,0,1,,,,HydroConventional,0,,2030,40,5360942.3,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,119374.2,5360942.3
JPN08-Biomass-2023active_exo,JPN08,,biomass-unspecified,biomass-unspecified,319.67,0,FALSE,0,319.67,0,1,,,,Biomass,225.22,,2023,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN08-Biomass-2030_endo,JPN08,,biomass-unspecified,biomass-unspecified,0,0,TRUE,0,143.1,0,1,,,,Biomass,225.22,,2030,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN08-Biomass-2030_exo,JPN08,,biomass-unspecified,biomass-unspecified,286.2,0,FALSE,0,286.2,0,1,,,,Biomass,225.22,,2030,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN08-Geothermal-2023active_exo,JPN08,,geothermal-unspecified,geothermal-unspecified,27.48,0,FALSE,0,27.48,0,1,,,,Geothermal,0,,2023,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN08-Geothermal-2030_endo,JPN08,,geothermal-unspecified,geothermal-unspecified,0,0,TRUE,0,0,0,1,,,,Geothermal,0,,2030,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN08-Geothermal-2030_exo,JPN08,,geothermal-unspecified,geothermal-unspecified,0,0,FALSE,0,0,0,1,,,,Geothermal,0,,2030,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN08-SolarGrid-2023active_exo,JPN08,,solar-unspecified,solar-unspecified,3165.86,0,FALSE,0,3165.86,0,1,,,,SolarGrid,0,,2023,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN08-SolarGrid-2030_endo,JPN08,,solar-unspecified,solar-unspecified,0,0,TRUE,0,467,0,1,,,,SolarGrid,0,,2030,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN08-SolarGrid-2030_exo,JPN08,,solar-unspecified,solar-unspecified,634.4857143,0,FALSE,0,634.49,0,1,,,,SolarGrid,0,,2030,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN08-OffshoreWind-2023active_exo,JPN08,,offshorewind-unspecified,offshorewind-unspecified,0,0,FALSE,0,0,0,1,,,,OffshoreWind,0,,2023,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN08-OffshoreWind-2030_endo,JPN08,,offshorewind-unspecified,offshorewind-unspecified,0,0,TRUE,0,0,0,1,,,,OffshoreWind,0,,2030,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN08-OffshoreWind-2030_exo,JPN08,,offshorewind-unspecified,offshorewind-unspecified,0,0,FALSE,0,0,0,1,,,,OffshoreWind,0,,2030,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN08-OnshoreWind-2023active_exo,JPN08,,onshorewind-unspecified,onshorewind-unspecified,267,0,FALSE,0,267,0,1,,,,OnshoreWind,0,,2023,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN08-OnshoreWind-2030_endo,JPN08,,onshorewind-unspecified,onshorewind-unspecified,0,0,TRUE,0,959,0,1,,,,OnshoreWind,0,,2030,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN08-OnshoreWind-2030_exo,JPN08,,onshorewind-unspecified,onshorewind-unspecified,104.1571429,0,FALSE,0,104.16,0,1,,,,OnshoreWind,0,,2030,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
