name,bus,control,technology,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_min_pu,p_max_pu,p_set,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,build_year,lifetime,capital_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt,min_utilisation_rate,max_utilisation_rate,is_blend_or_ccs,generation_blend_share,annual_fixed_costs,total_capital_cost
JPN08-BlueH2-2030_exo,JPN08,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,FALSE,0,0,0,1,,,,BlueH2,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.1,76835.99,2101654.82
JPN08-BlueH2_Gas-2030_exo,JPN08,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,FALSE,0,0,0,1,,,,BlueH2_Gas,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.9,76835.99,2101654.82
JPN08-BlueNH3-2030_exo,JPN08,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,FALSE,0,0,0,1,,,,BlueNH3,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.2,99710.45,2357451.5
JPN08-BlueNH3_Coal-2030_exo,JPN08,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,FALSE,0,0,0,1,,,,BlueNH3_Coal,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.8,99710.45,2357451.5
JPN08-GasCCSLeaked-2030_exo,JPN08,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,FALSE,0,0,0,1,,,,GasCCSLeaked,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.3,124330.37,3351253
JPN08-GasCCSSequestered-2030_exo,JPN08,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,FALSE,0,0,0,1,,,,GasCCSSequestered,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.7,124330.37,3351253
JPN08-BlueH2-2030_endo,JPN08,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueH2,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.1,76835.99,2101654.82
JPN08-BlueH2_Gas-2030_endo,JPN08,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueH2_Gas,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.9,76835.99,2101654.82
JPN08-BlueNH3-2030_endo,JPN08,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueNH3,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.2,99710.45,2357451.5
JPN08-BlueNH3_Coal-2030_endo,JPN08,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueNH3_Coal,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.8,99710.45,2357451.5
JPN08-GasCCSLeaked-2030_endo,JPN08,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,TRUE,0,inf,0,1,,,,GasCCSLeaked,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.3,124330.37,3351253
JPN08-GasCCSSequestered-2030_endo,JPN08,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,TRUE,0,inf,0,1,,,,GasCCSSequestered,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.7,124330.37,3351253
JPN09-Coal-2023active_exo,JPN09,,coal-unspecified,coal-unspecified,7367.8,0,FALSE,0,7367.8,0,1,,,,Coal,40.9,,2023,40,2123830.2,0.36,FALSE,,,,,,,,0.7,0.85,,,,,0,0.51,FALSE,0,90645.9,2123830.2
JPN09-Coal-2030_endo,JPN09,,coal-unspecified,coal-unspecified,0,0,TRUE,0,0,0,1,,,,Coal,34.4,,2030,40,2123830.2,0.43,FALSE,,,,,,,,0.7,0.85,,,,,0,0.51,FALSE,0,90645.9,2123830.2
JPN09-Coal-2030_exo,JPN09,,coal-unspecified,coal-unspecified,0,0,FALSE,0,0,0,1,,,,Coal,34.4,,2030,40,2123830.2,0.43,FALSE,,,,,,,,0.7,0.85,,,,,0,0.51,FALSE,0,90645.9,2123830.2
JPN09-Gas-2023active_exo,JPN09,,gas-unspecified,gas-unspecified,4315.42,0,FALSE,0,4315.42,0,1,,,,Gas,63.29,,2023,40,2101654.8,0.5,FALSE,,,,,,,,1,1,,,,,0.13,0.56,FALSE,0,76836,2101654.8
JPN09-Gas-2030_endo,JPN09,,gas-unspecified,gas-unspecified,0,0,TRUE,0,770.27,0,1,,,,Gas,57.86,,2030,40,2101654.8,0.55,FALSE,,,,,,,,1,1,,,,,0.13,0.56,FALSE,0,76836,2101654.8
JPN09-Gas-2030_exo,JPN09,,gas-unspecified,gas-unspecified,86.14,0,FALSE,0,86.14,0,1,,,,Gas,57.86,,2030,40,2101654.8,0.55,FALSE,,,,,,,,1,1,,,,,0.13,0.56,FALSE,0,76836,2101654.8
JPN09-Oil-2023active_exo,JPN09,,oil-unspecified,oil-unspecified,1438.47,0,FALSE,0,1438.47,0,1,,,,Oil,171.07,,2023,30,2292758.4,0.29,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN09-Oil-2030_endo,JPN09,,oil-unspecified,oil-unspecified,0,0,TRUE,0,0,0,1,,,,Oil,125.35,,2030,30,2292758.4,0.39,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN09-Oil-2030_exo,JPN09,,oil-unspecified,oil-unspecified,0,0,FALSE,0,0,0,1,,,,Oil,125.35,,2030,30,2292758.4,0.39,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,64108.6,2292758.4
JPN09-Nuclear-2023active_exo,JPN09,,nuclear-unspecified,nuclear-unspecified,4140,0,FALSE,0,4140,0,0.76,,,,Nuclear,11.98,,2023,40,8147000,0.35,FALSE,,,,,,,,0.3,0.3,,,,,0,0.8,FALSE,0,150843.7,8147000
JPN09-Nuclear-2030_exo,JPN09,,nuclear-unspecified,nuclear-unspecified,0,0,FALSE,0,0,0,0.76,,,,Nuclear,11.98,,2030,40,8147000,0.35,FALSE,,,,,,,,0.3,0.3,,,,,0,0.8,FALSE,0,150843.7,8147000
JPN09-HydroConventional-2023active_exo,JPN09,,hydro-unspecified,hydro-unspecified,1824.41,0,FALSE,0,1824.41,0,1,,,,HydroConventional,0,,2023,40,5360942.3,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,119374.2,5360942.3
JPN09-HydroConventional-2030_exo,JPN09,,hydro-unspecified,hydro-unspecified,247.1,0,FALSE,0,247.1,0,1,,,,HydroConventional,0,,2030,40,5360942.3,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,119374.2,5360942.3
JPN09-Biomass-2023active_exo,JPN09,,biomass-unspecified,biomass-unspecified,937.26,0,FALSE,0,937.26,0,1,,,,Biomass,225.22,,2023,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN09-Biomass-2030_endo,JPN09,,biomass-unspecified,biomass-unspecified,0,0,TRUE,0,388.05,0,1,,,,Biomass,225.22,,2030,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN09-Biomass-2030_exo,JPN09,,biomass-unspecified,biomass-unspecified,776.1,0,FALSE,0,776.1,0,1,,,,Biomass,225.22,,2030,40,3096640.3,0.17,FALSE,,,,,,,,1,1,,,,,0.125,1,FALSE,0,341755.2,3096640.3
JPN09-Geothermal-2023active_exo,JPN09,,geothermal-unspecified,geothermal-unspecified,80.56,0,FALSE,0,80.56,0,1,,,,Geothermal,0,,2023,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN09-Geothermal-2030_endo,JPN09,,geothermal-unspecified,geothermal-unspecified,0,0,TRUE,0,14.45,0,1,,,,Geothermal,0,,2030,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN09-Geothermal-2030_exo,JPN09,,geothermal-unspecified,geothermal-unspecified,28.9,0,FALSE,0,28.9,0,1,,,,Geothermal,0,,2030,40,6175057.2,0,FALSE,,,,,,,,1,1,,,,,0,0.6,FALSE,0,234905.7,6175057.2
JPN09-SolarGrid-2023active_exo,JPN09,,solar-unspecified,solar-unspecified,11577.97,0,FALSE,0,11577.97,0,1,,,,SolarGrid,0,,2023,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN09-SolarGrid-2030_endo,JPN09,,solar-unspecified,solar-unspecified,0,0,TRUE,0,763,0,1,,,,SolarGrid,0,,2030,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN09-SolarGrid-2030_exo,JPN09,,solar-unspecified,solar-unspecified,1781.185714,0,FALSE,0,1781.19,0,1,,,,SolarGrid,0,,2030,20,1238912.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,33090.6,1238912.4
JPN09-OffshoreWind-2023active_exo,JPN09,,offshorewind-unspecified,offshorewind-unspecified,0,0,FALSE,0,0,0,1,,,,OffshoreWind,0,,2023,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN09-OffshoreWind-2030_endo,JPN09,,offshorewind-unspecified,offshorewind-unspecified,0,0,TRUE,0,0,0,1,,,,OffshoreWind,0,,2030,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN09-OffshoreWind-2030_exo,JPN09,,offshorewind-unspecified,offshorewind-unspecified,437,0,FALSE,0,437,0,1,,,,OffshoreWind,0,,2030,25,3272598.7,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,120817.5,3272598.7
JPN09-OnshoreWind-2023active_exo,JPN09,,onshorewind-unspecified,onshorewind-unspecified,631.53,0,FALSE,0,631.53,0,1,,,,OnshoreWind,0,,2023,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN09-OnshoreWind-2030_endo,JPN09,,onshorewind-unspecified,onshorewind-unspecified,0,0,TRUE,0,4021,0,1,,,,OnshoreWind,0,,2030,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN09-OnshoreWind-2030_exo,JPN09,,onshorewind-unspecified,onshorewind-unspecified,230.9857143,0,FALSE,0,230.99,0,1,,,,OnshoreWind,0,,2030,25,2472766.4,0,FALSE,,,,,,,,1,1,,,,,0,1,FALSE,0,79362.5,2472766.4
JPN09-BlueH2-2030_exo,JPN09,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,FALSE,0,0,0,1,,,,BlueH2,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.1,76835.99,2101654.82
JPN09-BlueH2_Gas-2030_exo,JPN09,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,FALSE,0,0,0,1,,,,BlueH2_Gas,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.9,76835.99,2101654.82
JPN09-BlueNH3-2030_exo,JPN09,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,FALSE,0,0,0,1,,,,BlueNH3,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.2,99710.45,2357451.5
JPN09-BlueNH3_Coal-2030_exo,JPN09,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,FALSE,0,0,0,1,,,,BlueNH3_Coal,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.8,99710.45,2357451.5
JPN09-GasCCSLeaked-2030_exo,JPN09,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,FALSE,0,0,0,1,,,,GasCCSLeaked,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.3,124330.37,3351253
JPN09-GasCCSSequestered-2030_exo,JPN09,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,FALSE,0,0,0,1,,,,GasCCSSequestered,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.7,124330.37,3351253
JPN09-BlueH2-2030_endo,JPN09,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueH2,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.1,76835.99,2101654.82
JPN09-BlueH2_Gas-2030_endo,JPN09,,blending-blueH2-gas-unspecified,blending-blueH2-gas-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueH2_Gas,68.849,,2030,40,2101654.82,0.55,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.9,76835.99,2101654.82
JPN09-BlueNH3-2030_endo,JPN09,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueNH3,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.2,99710.45,2357451.5
JPN09-BlueNH3_Coal-2030_endo,JPN09,,blending-blueNH3-coal-unspecified,blending-blueNH3-coal-unspecified,0,0,TRUE,0,inf,0,1,,,,BlueNH3_Coal,77.056,,2030,40,2357451.5,0.38,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.8,99710.45,2357451.5
JPN09-GasCCSLeaked-2030_endo,JPN09,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,TRUE,0,inf,0,1,,,,GasCCSLeaked,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.3,124330.37,3351253
JPN09-GasCCSSequestered-2030_endo,JPN09,,gas-CCS-unspecified,gas-CCS-unspecified,0,0,TRUE,0,inf,0,1,,,,GasCCSSequestered,88.123,,2030,30,3351253,0.46,FALSE,,,,,,,,1,1,,,,,0,0.7,TRUE,0.7,124330.37,3351253
