hour,node,node_name,technology,user_data
15,GRIDREGION-JPN-CB,Chubu,utility-scale,0.09
15,GRIDREGION-JPN-KA,Kansai,utility-scale,0.09
15,GRIDREGION-JPN-TK,Tokyo,utility-scale,0.04
16,GRIDREGION-JPN-HR,Hokuriku,utility-scale,0.07
16,GRIDREGION-JPN-SH,Shikoku,utility-scale,0.13
16,GRIDREGION-JPN-CG,Chugoku,utility-scale,0.12
16,GRIDREGION-JPN-KY,Kyushu,utility-scale,0.15
16,GRIDREGION-JPN-TH,Tohoku,utility-scale,0.1
16,GRIDREGION-JPN-HK,Hokkaido,utility-scale,0.06
16,GRIDREGION-JPN-CB,Chubu,utility-scale,0.07
16,GRIDREGION-JPN-KA,Kansai,utility-scale,0.07
16,GRIDREGION-JPN-TK,Tokyo,utility-scale,0.03
17,GRIDREGION-JPN-HR,Hokuriku,utility-scale,0.05
17,GRIDREGION-JPN-SH,Shikoku,utility-scale,0.1
17,GRIDREGION-JPN-CG,Chugoku,utility-scale,0.09
17,GRIDREGION-JPN-KY,Kyushu,utility-scale,0.12
17,GRIDREGION-JPN-TH,Tohoku,utility-scale,0.07
17,GRIDREGION-JPN-HK,Hokkaido,utility-scale,0.04
17,GRIDREGION-JPN-CB,Chubu,utility-scale,0.05
17,GRIDREGION-JPN-KA,Kansai,utility-scale,0.05
17,GRIDREGION-JPN-TK,Tokyo,utility-scale,0.03
18,GRIDREGION-JPN-HR,Hokuriku,utility-scale,0.03
18,GRIDREGION-JPN-SH,Shikoku,utility-scale,0.07
18,GRIDREGION-JPN-CG,Chugoku,utility-scale,0.06
18,GRIDREGION-JPN-KY,Kyushu,utility-scale,0.08
18,GRIDREGION-JPN-TH,Tohoku,utility-scale,0.04
18,GRIDREGION-JPN-HK,Hokkaido,utility-scale,0.02
18,GRIDREGION-JPN-CB,Chubu,utility-scale,0.03
18,GRIDREGION-JPN-KA,Kansai,utility-scale,0.03
18,GRIDREGION-JPN-TK,Tokyo,utility-scale,0.01
19,GRIDREGION-JPN-HR,Hokuriku,utility-scale,0.01
19,GRIDREGION-JPN-SH,Shikoku,utility-scale,0.03
19,GRIDREGION-JPN-CG,Chugoku,utility-scale,0.02
19,GRIDREGION-JPN-KY,Kyushu,utility-scale,0.04
19,GRIDREGION-JPN-TH,Tohoku,utility-scale,0.01
19,GRIDREGION-JPN-HK,Hokkaido,utility-scale,0
19,GRIDREGION-JPN-CB,Chubu,utility-scale,0.01
19,GRIDREGION-JPN-KA,Kansai,utility-scale,0.01
19,GRIDREGION-JPN-TK,Tokyo,utility-scale,0
20,GRIDREGION-JPN-HR,Hokuriku,utility-scale,0
20,GRIDREGION-JPN-SH,Shikoku,utility-scale,0
20,GRIDREGION-JPN-CG,Chugoku,utility-scale,0
20,GRIDREGION-JPN-KY,Kyushu,utility-scale,0
20,GRIDREGION-JPN-TH,Tohoku,utility-scale,0
20,GRIDREGION-JPN-HK,Hokkaido,utility-scale,0
20,GRIDREGION-JPN-CB,Chubu,utility-scale,0
20,GRIDREGION-JPN-KA,Kansai,utility-scale,0
20,GRIDREGION-JPN-TK,Tokyo,utility-scale,0
21,GRIDREGION-JPN-HR,Hokuriku,utility-scale,0
21,GRIDREGION-JPN-SH,Shikoku,utility-scale,0
21,GRIDREGION-JPN-CG,Chugoku,utility-scale,0
21,GRIDREGION-JPN-KY,Kyushu,utility-scale,0
21,GRIDREGION-JPN-TH,Tohoku,utility-scale,0
21,GRIDREGION-JPN-HK,Hokkaido,utility-scale,0
21,GRIDREGION-JPN-CB,Chubu,utility-scale,0
21,GRIDREGION-JPN-KA,Kansai,utility-scale,0
21,GRIDREGION-JPN-TK,Tokyo,utility-scale,0
22,GRIDREGION-JPN-HR,Hokuriku,utility-scale,0
22,GRIDREGION-JPN-SH,Shikoku,utility-scale,0
22,GRIDREGION-JPN-CG,Chugoku,utility-scale,0
22,GRIDREGION-JPN-KY,Kyushu,utility-scale,0
22,GRIDREGION-JPN-TH,Tohoku,utility-scale,0
22,GRIDREGION-JPN-HK,Hokkaido,utility-scale,0
22,GRIDREGION-JPN-CB,Chubu,utility-scale,0
22,GRIDREGION-JPN-KA,Kansai,utility-scale,0
22,GRIDREGION-JPN-TK,Tokyo,utility-scale,0.04
23,GRIDREGION-JPN-HR,Hokuriku,utility-scale,0.02
23,GRIDREGION-JPN-SH,Shikoku,utility-scale,0.05
23,GRIDREGION-JPN-CG,Chugoku,utility-scale,0.02
23,GRIDREGION-JPN-KY,Kyushu,utility-scale,0.02
23,GRIDREGION-JPN-TH,Tohoku,utility-scale,0.01
23,GRIDREGION-JPN-HK,Hokkaido,utility-scale,0.04
23,GRIDREGION-JPN-CB,Chubu,utility-scale,0.03
23,GRIDREGION-JPN-KA,Kansai,utility-scale,0.02
23,GRIDREGION-JPN-TK,Tokyo,utility-scale,0.12
