Country,Technology,Year,OvernightCapitalCost,FixedCost,VariableCost,Efficiency
IDN,oil-unspecified,2023,910000,9120,7.3,0.55
IDN,oil-unspecified,2030,910000,9120,6.84,0.55
IDN,oil-unspecified,2050,890000,8847,6.61,0.55
VNM,oil-unspecified,2023,600000,10000,6.5,0.55
VNM,oil-unspecified,2030,580000,9500,6,0.55
VNM,oil-unspecified,2050,550000,9000,5.5,0.55
BRN,oil-unspecified,2023,736080,,6.77264,0.55
BRN,oil-unspecified,2030,725680,,6.3006,0.55
BRN,oil-unspecified,2050,699478,,5.93458,0.55
KHM,oil-unspecified,2023,736080,,6.77264,0.55
KHM,oil-unspecified,2030,725680,,6.3006,0.55
KHM,oil-unspecified,2050,699478,,5.93458,0.55
LAO,oil-unspecified,2023,736080,,6.77264,0.55
LAO,oil-unspecified,2030,725680,,6.3006,0.55
LAO,oil-unspecified,2050,699478,,5.93458,0.55
MMR,oil-unspecified,2023,736080,,6.77264,0.55
MMR,oil-unspecified,2030,725680,,6.3006,0.55
MMR,oil-unspecified,2050,699478,,5.93458,0.55
MYS,oil-unspecified,2023,736080,,6.77264,0.55
MYS,oil-unspecified,2030,725680,,6.3006,0.55
MYS,oil-unspecified,2050,699478,,5.93458,0.55
PHL,oil-unspecified,2023,736080,,6.77264,0.55
PHL,oil-unspecified,2030,725680,,6.3006,0.55
PHL,oil-unspecified,2050,699478,,5.93458,0.55
SGP,oil-unspecified,2023,736080,,6.77264,0.55
SGP,oil-unspecified,2030,725680,,6.3006,0.55
SGP,oil-unspecified,2050,699478,,5.93458,0.55
THA,oil-unspecified,2023,736080,,6.77264,0.55
THA,oil-unspecified,2030,725680,,6.3006,0.55
THA,oil-unspecified,2050,699478,,5.93458,0.55
IDN,open-cycle-gas-turbine,2023,1120000,26500,3.6,0.7
IDN,open-cycle-gas-turbine,2030,1060000,25700,3.5,0.7
IDN,open-cycle-gas-turbine,2050,990000,24900,3.4,0.7
VNM,open-cycle-gas-turbine,2023,610000,24100,0,0.7
VNM,open-cycle-gas-turbine,2030,590000,23400,0,0.7
VNM,open-cycle-gas-turbine,2050,560000,22700,0,0.7
BRN,open-cycle-gas-turbine,2023,838000,,1.674,0.7
BRN,open-cycle-gas-turbine,2030,801560,,1.6275,0.7
BRN,open-cycle-gas-turbine,2050,749504,,1.581,0.7
KHM,open-cycle-gas-turbine,2023,838000,,1.674,0.7
KHM,open-cycle-gas-turbine,2030,801560,,1.6275,0.7
KHM,open-cycle-gas-turbine,2050,749504,,1.581,0.7
LAO,open-cycle-gas-turbine,2023,838000,,1.674,0.7
LAO,open-cycle-gas-turbine,2030,801560,,1.6275,0.7
LAO,open-cycle-gas-turbine,2050,749504,,1.581,0.7
MMR,open-cycle-gas-turbine,2023,838000,,1.674,0.7
MMR,open-cycle-gas-turbine,2030,801560,,1.6275,0.7
MMR,open-cycle-gas-turbine,2050,749504,,1.581,0.7
MYS,open-cycle-gas-turbine,2023,838000,,1.674,0.7
MYS,open-cycle-gas-turbine,2030,801560,,1.6275,0.7
MYS,open-cycle-gas-turbine,2050,749504,,1.581,0.7
PHL,open-cycle-gas-turbine,2023,838000,,1.674,0.7
PHL,open-cycle-gas-turbine,2030,801560,,1.6275,0.7
PHL,open-cycle-gas-turbine,2050,749504,,1.581,0.7
SGP,open-cycle-gas-turbine,2023,838000,,1.674,0.7
SGP,open-cycle-gas-turbine,2030,801560,,1.6275,0.7
SGP,open-cycle-gas-turbine,2050,749504,,1.581,0.7
THA,open-cycle-gas-turbine,2023,838000,,1.674,0.7
THA,open-cycle-gas-turbine,2030,801560,,1.6275,0.7
THA,open-cycle-gas-turbine,2050,749504,,1.581,0.7
IDN,photovoltaic-unspecified,2023,1200000,4900,0,1
IDN,photovoltaic-unspecified,2030,840000,4400,0,1
IDN,photovoltaic-unspecified,2050,600000,3900,0,1
IDN,photovoltaic-unspecified,2023,960000,7500,0,1
IDN,photovoltaic-unspecified,2030,672000,6800,0,1
IDN,photovoltaic-unspecified,2050,480000,6100,0,1
VNM,photovoltaic-unspecified,2023,1000000,14800,0,1
VNM,photovoltaic-unspecified,2030,710000,10000,0,1
VNM,photovoltaic-unspecified,2050,520000,8000,0,1
VNM,photovoltaic-unspecified,2023,930000,15500,0,1
VNM,photovoltaic-unspecified,2030,660000,10000,0,1
VNM,photovoltaic-unspecified,2050,480000,8000,0,1
BRN,photovoltaic-unspecified,2023,1078000,,0,1
BRN,photovoltaic-unspecified,2030,759800,,0,1
BRN,photovoltaic-unspecified,2050,549400,,0,1
BRN,photovoltaic-unspecified,2023,930000,,0,1
BRN,photovoltaic-unspecified,2030,655680,,0,1
BRN,photovoltaic-unspecified,2050,472800,,0,1
KHM,photovoltaic-unspecified,2023,1078000,,0,1
KHM,photovoltaic-unspecified,2030,759800,,0,1
KHM,photovoltaic-unspecified,2050,549400,,0,1
KHM,photovoltaic-unspecified,2023,930000,,0,1
KHM,photovoltaic-unspecified,2030,655680,,0,1
KHM,photovoltaic-unspecified,2050,472800,,0,1
LAO,photovoltaic-unspecified,2023,1078000,,0,1
LAO,photovoltaic-unspecified,2030,759800,,0,1
LAO,photovoltaic-unspecified,2050,549400,,0,1
LAO,photovoltaic-unspecified,2023,930000,,0,1
LAO,photovoltaic-unspecified,2030,655680,,0,1
LAO,photovoltaic-unspecified,2050,472800,,0,1
MMR,photovoltaic-unspecified,2023,1078000,,0,1
MMR,photovoltaic-unspecified,2030,759800,,0,1
MMR,photovoltaic-unspecified,2050,549400,,0,1
MMR,photovoltaic-unspecified,2023,930000,,0,1
MMR,photovoltaic-unspecified,2030,655680,,0,1
MMR,photovoltaic-unspecified,2050,472800,,0,1
MYS,photovoltaic-unspecified,2023,1078000,,0,1
MYS,photovoltaic-unspecified,2030,759800,,0,1
MYS,photovoltaic-unspecified,2050,549400,,0,1
MYS,photovoltaic-unspecified,2023,930000,,0,1
MYS,photovoltaic-unspecified,2030,655680,,0,1
MYS,photovoltaic-unspecified,2050,472800,,0,1
PHL,photovoltaic-unspecified,2023,1078000,,0,1
PHL,photovoltaic-unspecified,2030,759800,,0,1
PHL,photovoltaic-unspecified,2050,549400,,0,1
PHL,photovoltaic-unspecified,2023,930000,,0,1
PHL,photovoltaic-unspecified,2030,655680,,0,1
PHL,photovoltaic-unspecified,2050,472800,,0,1
SGP,photovoltaic-unspecified,2023,1078000,,0,1
SGP,photovoltaic-unspecified,2030,759800,,0,1
SGP,photovoltaic-unspecified,2050,549400,,0,1
SGP,photovoltaic-unspecified,2023,930000,,0,1
SGP,photovoltaic-unspecified,2030,655680,,0,1
SGP,photovoltaic-unspecified,2050,472800,,0,1
THA,photovoltaic-unspecified,2023,1078000,,0,1
THA,photovoltaic-unspecified,2030,759800,,0,1
THA,photovoltaic-unspecified,2050,549400,,0,1
THA,photovoltaic-unspecified,2023,930000,,0,1
THA,photovoltaic-unspecified,2030,655680,,0,1
THA,photovoltaic-unspecified,2050,472800,,0,1
IDN,pressurized-water-reactor,2023,9000000,127000,2.4,0.8
IDN,pressurized-water-reactor,2030,7900000,120000,2.3,0.8
IDN,pressurized-water-reactor,2050,6800000,113000,2.2,0.8
VNM,pressurized-water-reactor,2023,9000000,127000,2.4,0.8
VNM,pressurized-water-reactor,2030,7900000,120000,2.3,0.8
VNM,pressurized-water-reactor,2050,6800000,113000,2.2,0.8
BRN,pressurized-water-reactor,2023,8865000,,2.364,0.8
BRN,pressurized-water-reactor,2030,7781500,,2.2655,0.8
BRN,pressurized-water-reactor,2050,6698000,,2.167,0.8
KHM,pressurized-water-reactor,2023,8865000,,2.364,0.8
KHM,pressurized-water-reactor,2030,7781500,,2.2655,0.8
KHM,pressurized-water-reactor,2050,6698000,,2.167,0.8
LAO,pressurized-water-reactor,2023,8865000,,2.364,0.8
LAO,pressurized-water-reactor,2030,7781500,,2.2655,0.8
LAO,pressurized-water-reactor,2050,6698000,,2.167,0.8
MMR,pressurized-water-reactor,2023,8865000,,2.364,0.8
MMR,pressurized-water-reactor,2030,7781500,,2.2655,0.8
MMR,pressurized-water-reactor,2050,6698000,,2.167,0.8
MYS,pressurized-water-reactor,2023,8865000,,2.364,0.8
MYS,pressurized-water-reactor,2030,7781500,,2.2655,0.8
MYS,pressurized-water-reactor,2050,6698000,,2.167,0.8
PHL,pressurized-water-reactor,2023,8865000,,2.364,0.8
PHL,pressurized-water-reactor,2030,7781500,,2.2655,0.8
PHL,pressurized-water-reactor,2050,6698000,,2.167,0.8
SGP,pressurized-water-reactor,2023,8865000,,2.364,0.8
SGP,pressurized-water-reactor,2030,7781500,,2.2655,0.8
SGP,pressurized-water-reactor,2050,6698000,,2.167,0.8
THA,pressurized-water-reactor,2023,8865000,,2.364,0.8
THA,pressurized-water-reactor,2030,7781500,,2.2655,0.8
THA,pressurized-water-reactor,2050,6698000,,2.167,0.8
IDN,small-modular-reactor,2023,9600000,110000,2.2,0.8
IDN,small-modular-reactor,2030,9600000,110000,2.2,0.8
IDN,small-modular-reactor,2050,7300000,102000,2.1,0.8
VNM,small-modular-reactor,2023,9600000,110000,2.2,0.8
VNM,small-modular-reactor,2030,9600000,110000,2.2,0.8
VNM,small-modular-reactor,2050,7300000,102000,2.1,0.8
BRN,small-modular-reactor,2023,9456000,,2.167,0.8
BRN,small-modular-reactor,2030,9456000,,2.167,0.8
BRN,small-modular-reactor,2050,7190500,,2.0685,0.8
KHM,small-modular-reactor,2023,9456000,,2.167,0.8
KHM,small-modular-reactor,2030,9456000,,2.167,0.8
KHM,small-modular-reactor,2050,7190500,,2.0685,0.8
LAO,small-modular-reactor,2023,9456000,,2.167,0.8
LAO,small-modular-reactor,2030,9456000,,2.167,0.8
LAO,small-modular-reactor,2050,7190500,,2.0685,0.8
MMR,small-modular-reactor,2023,9456000,,2.167,0.8
MMR,small-modular-reactor,2030,9456000,,2.167,0.8
MMR,small-modular-reactor,2050,7190500,,2.0685,0.8
MYS,small-modular-reactor,2023,9456000,,2.167,0.8
MYS,small-modular-reactor,2030,9456000,,2.167,0.8
MYS,small-modular-reactor,2050,7190500,,2.0685,0.8
PHL,small-modular-reactor,2023,9456000,,2.167,0.8
PHL,small-modular-reactor,2030,9456000,,2.167,0.8
PHL,small-modular-reactor,2050,7190500,,2.0685,0.8
SGP,small-modular-reactor,2023,9456000,,2.167,0.8
SGP,small-modular-reactor,2030,9456000,,2.167,0.8
SGP,small-modular-reactor,2050,7190500,,2.0685,0.8
THA,small-modular-reactor,2023,9456000,,2.167,0.8
THA,small-modular-reactor,2030,9456000,,2.167,0.8
THA,small-modular-reactor,2050,7190500,,2.0685,0.8
IDN,subcritical,2023,1880000,51600,1.5,0.5
IDN,subcritical,2030,1820000,50000,1.45,0.5
IDN,subcritical,2050,1760000,48550,1.4,0.5
VNM,subcritical,2023,1880000,51600,1.5,0.5
VNM,subcritical,2030,1820000,50000,1.45,0.5
VNM,subcritical,2050,1760000,48550,1.4,0.5
BRN,subcritical,2023,1851800,,1.4775,0.5
BRN,subcritical,2030,1792700,,1.42825,0.5
BRN,subcritical,2050,1733600,,1.379,0.5
KHM,subcritical,2023,1851800,,1.4775,0.5
KHM,subcritical,2030,1792700,,1.42825,0.5
KHM,subcritical,2050,1733600,,1.379,0.5
LAO,subcritical,2023,1851800,,1.4775,0.5
LAO,subcritical,2030,1792700,,1.42825,0.5
LAO,subcritical,2050,1733600,,1.379,0.5
MMR,subcritical,2023,1851800,,1.4775,0.5
MMR,subcritical,2030,1792700,,1.42825,0.5
MMR,subcritical,2050,1733600,,1.379,0.5
MYS,subcritical,2023,1851800,,1.4775,0.5
MYS,subcritical,2030,1792700,,1.42825,0.5
MYS,subcritical,2050,1733600,,1.379,0.5
PHL,subcritical,2023,1851800,,1.4775,0.5
PHL,subcritical,2030,1792700,,1.42825,0.5
PHL,subcritical,2050,1733600,,1.379,0.5
SGP,subcritical,2023,1851800,,1.4775,0.5
SGP,subcritical,2030,1792700,,1.42825,0.5
SGP,subcritical,2050,1733600,,1.379,0.5
THA,subcritical,2023,1851800,,1.4775,0.5
THA,subcritical,2030,1792700,,1.42825,0.5
THA,subcritical,2050,1733600,,1.379,0.5
IDN,supercritical,2023,1600000,47000,1.4,0.5
IDN,supercritical,2030,1550000,45600,1.35,0.5
IDN,supercritical,2050,1500000,44100,1.3,0.5
VNM,supercritical,2023,1460000,39600,0.78,0.5
VNM,supercritical,2030,1450000,38500,0.12,0.5
VNM,supercritical,2050,1420000,37200,0.12,0.5
BRN,supercritical,2023,1503200,,1.0566,0.5
BRN,supercritical,2030,1474750,,0.69015,0.5
BRN,supercritical,2050,1435900,,0.6669,0.5
KHM,supercritical,2023,1503200,,1.0566,0.5
KHM,supercritical,2030,1474750,,0.69015,0.5
KHM,supercritical,2050,1435900,,0.6669,0.5
LAO,supercritical,2023,1503200,,1.0566,0.5
LAO,supercritical,2030,1474750,,0.69015,0.5
LAO,supercritical,2050,1435900,,0.6669,0.5
MMR,supercritical,2023,1503200,,1.0566,0.5
MMR,supercritical,2030,1474750,,0.69015,0.5
MMR,supercritical,2050,1435900,,0.6669,0.5
MYS,supercritical,2023,1503200,,1.0566,0.5
MYS,supercritical,2030,1474750,,0.69015,0.5
MYS,supercritical,2050,1435900,,0.6669,0.5
PHL,supercritical,2023,1503200,,1.0566,0.5
PHL,supercritical,2030,1474750,,0.69015,0.5
PHL,supercritical,2050,1435900,,0.6669,0.5
SGP,supercritical,2023,1503200,,1.0566,0.5
SGP,supercritical,2030,1474750,,0.69015,0.5
SGP,supercritical,2050,1435900,,0.6669,0.5
THA,supercritical,2023,1503200,,1.0566,0.5
THA,supercritical,2030,1474750,,0.69015,0.5
THA,supercritical,2050,1435900,,0.6669,0.5
IDN,ultrasupercritical,2023,1730000,64500,1.25,0.5
IDN,ultrasupercritical,2030,1680000,62500,1.2,0.5
IDN,ultrasupercritical,2050,1630000,60600,1.15,0.5
VNM,ultrasupercritical,2023,1630000,61100,0.12,0.5
VNM,ultrasupercritical,2030,1610000,59400,0.12,0.5
VNM,ultrasupercritical,2050,1600000,57500,0.11,0.5
BRN,ultrasupercritical,2023,1652050,,0.64365,0.5
BRN,ultrasupercritical,2030,1618400,,0.6204,0.5
BRN,ultrasupercritical,2050,1589950,,0.59195,0.5
KHM,ultrasupercritical,2023,1652050,,0.64365,0.5
KHM,ultrasupercritical,2030,1618400,,0.6204,0.5
KHM,ultrasupercritical,2050,1589950,,0.59195,0.5
LAO,ultrasupercritical,2023,1652050,,0.64365,0.5
LAO,ultrasupercritical,2030,1618400,,0.6204,0.5
LAO,ultrasupercritical,2050,1589950,,0.59195,0.5
MMR,ultrasupercritical,2023,1652050,,0.64365,0.5
MMR,ultrasupercritical,2030,1618400,,0.6204,0.5
MMR,ultrasupercritical,2050,1589950,,0.59195,0.5
MYS,ultrasupercritical,2023,1652050,,0.64365,0.5
MYS,ultrasupercritical,2030,1618400,,0.6204,0.5
MYS,ultrasupercritical,2050,1589950,,0.59195,0.5
PHL,ultrasupercritical,2023,1652050,,0.64365,0.5
PHL,ultrasupercritical,2030,1618400,,0.6204,0.5
PHL,ultrasupercritical,2050,1589950,,0.59195,0.5
SGP,ultrasupercritical,2023,1652050,,0.64365,0.5
SGP,ultrasupercritical,2030,1618400,,0.6204,0.5
SGP,ultrasupercritical,2050,1589950,,0.59195,0.5
THA,ultrasupercritical,2023,1652050,,0.64365,0.5
THA,ultrasupercritical,2030,1618400,,0.6204,0.5
THA,ultrasupercritical,2050,1589950,,0.59195,0.5
IDN,waste,2023,2900000,142500,15.4,0.6
IDN,waste,2030,2900000,142500,15.4,0.6
IDN,waste,2050,2900000,142500,15.4,0.6
IDN,waste,2023,5970000,277818,27.5,0.6
IDN,waste,2030,5520000,238288,24.8,0.6
IDN,waste,2050,4940000,205110,23.9,0.6
VNM,waste,2023,2600000,130000,0,0.6
VNM,waste,2030,2600000,130000,0,0.6
VNM,waste,2050,2600000,130000,0,0.6
VNM,waste,2023,5600000,253400,25.1,0.6
VNM,waste,2030,5200000,233700,24.3,0.6
VNM,waste,2050,4600000,201200,23.5,0.6
BRN,waste,2023,2700500,,7.161,0.6
BRN,waste,2030,2700500,,7.161,0.6
BRN,waste,2050,2700500,,7.161,0.6
BRN,waste,2023,5688050,,25.8395,0.6
BRN,waste,2030,5270735.83,,24.168,0.6
BRN,waste,2050,4690569.4,,23.3335,0.6
KHM,waste,2023,2700500,,7.161,0.6
KHM,waste,2030,2700500,,7.161,0.6
KHM,waste,2050,2700500,,7.161,0.6
KHM,waste,2023,5688050,,25.8395,0.6
KHM,waste,2030,5270735.83,,24.168,0.6
KHM,waste,2050,4690569.4,,23.3335,0.6
LAO,waste,2023,2700500,,7.161,0.6
LAO,waste,2030,2700500,,7.161,0.6
LAO,waste,2050,2700500,,7.161,0.6
LAO,waste,2023,5688050,,25.8395,0.6
LAO,waste,2030,5270735.83,,24.168,0.6
LAO,waste,2050,4690569.4,,23.3335,0.6
MMR,waste,2023,2700500,,7.161,0.6
MMR,waste,2030,2700500,,7.161,0.6
MMR,waste,2050,2700500,,7.161,0.6
MMR,waste,2023,5688050,,25.8395,0.6
MMR,waste,2030,5270735.83,,24.168,0.6
MMR,waste,2050,4690569.4,,23.3335,0.6
MYS,waste,2023,2700500,,7.161,0.6
MYS,waste,2030,2700500,,7.161,0.6
MYS,waste,2050,2700500,,7.161,0.6
MYS,waste,2023,5688050,,25.8395,0.6
MYS,waste,2030,5270735.83,,24.168,0.6
MYS,waste,2050,4690569.4,,23.3335,0.6
PHL,waste,2023,2700500,,7.161,0.6
PHL,waste,2030,2700500,,7.161,0.6
PHL,waste,2050,2700500,,7.161,0.6
PHL,waste,2023,5688050,,25.8395,0.6
PHL,waste,2030,5270735.83,,24.168,0.6
PHL,waste,2050,4690569.4,,23.3335,0.6
SGP,waste,2023,2700500,,7.161,0.6
SGP,waste,2030,2700500,,7.161,0.6
SGP,waste,2050,2700500,,7.161,0.6
SGP,waste,2023,5688050,,25.8395,0.6
SGP,waste,2030,5270735.83,,24.168,0.6
SGP,waste,2050,4690569.4,,23.3335,0.6
THA,waste,2023,2700500,,7.161,0.6
THA,waste,2030,2700500,,7.161,0.6
THA,waste,2050,2700500,,7.161,0.6
THA,waste,2023,5688050,,25.8395,0.6
THA,waste,2030,5270735.83,,24.168,0.6
THA,waste,2050,4690569.4,,23.3335,0.6
IDN,wind-offshore-floating,2023,5500000,155000,0,1
IDN,wind-offshore-floating,2030,4000000,125000,0,1
IDN,wind-offshore-floating,2050,3000000,65000,0,1
VNM,wind-offshore-floating,2023,5500000,155000,0,1
VNM,wind-offshore-floating,2030,2650000,125000,0,1
VNM,wind-offshore-floating,2050,2000000,65000,0,1
BRN,wind-offshore-floating,2023,5417500,,0,1
BRN,wind-offshore-floating,2030,3238000,,0,1
BRN,wind-offshore-floating,2050,2435000,,0,1
KHM,wind-offshore-floating,2023,5417500,,0,1
KHM,wind-offshore-floating,2030,3238000,,0,1
KHM,wind-offshore-floating,2050,2435000,,0,1
LAO,wind-offshore-floating,2023,5417500,,0,1
LAO,wind-offshore-floating,2030,3238000,,0,1
LAO,wind-offshore-floating,2050,2435000,,0,1
MMR,wind-offshore-floating,2023,5417500,,0,1
MMR,wind-offshore-floating,2030,3238000,,0,1
MMR,wind-offshore-floating,2050,2435000,,0,1
MYS,wind-offshore-floating,2023,5417500,,0,1
MYS,wind-offshore-floating,2030,3238000,,0,1
MYS,wind-offshore-floating,2050,2435000,,0,1
PHL,wind-offshore-floating,2023,5417500,,0,1
PHL,wind-offshore-floating,2030,3238000,,0,1
PHL,wind-offshore-floating,2050,2435000,,0,1
SGP,wind-offshore-floating,2023,5417500,,0,1
SGP,wind-offshore-floating,2030,3238000,,0,1
SGP,wind-offshore-floating,2050,2435000,,0,1
THA,wind-offshore-floating,2023,5417500,,0,1
THA,wind-offshore-floating,2030,3238000,,0,1
THA,wind-offshore-floating,2050,2435000,,0,1
IDN,wind-offshore-unspecified,2023,4100000,118768,5.5,1
IDN,wind-offshore-unspecified,2030,3570000,99791,4.8,1
IDN,wind-offshore-unspecified,2050,2870000,81290,3.9,1
VNM,wind-offshore-unspecified,2023,3150000,70000,5,1
VNM,wind-offshore-unspecified,2030,2150000,42000,3.1,1
VNM,wind-offshore-unspecified,2050,1700000,39000,2.7,1
BRN,wind-offshore-unspecified,2023,3544500,,5.1575,1
BRN,wind-offshore-unspecified,2030,2776655,,3.844,1
BRN,wind-offshore-unspecified,2050,2218550,,3.2175,1
KHM,wind-offshore-unspecified,2023,3544500,,5.1575,1
KHM,wind-offshore-unspecified,2030,2776655,,3.844,1
KHM,wind-offshore-unspecified,2050,2218550,,3.2175,1
LAO,wind-offshore-unspecified,2023,3544500,,5.1575,1
LAO,wind-offshore-unspecified,2030,2776655,,3.844,1
LAO,wind-offshore-unspecified,2050,2218550,,3.2175,1
MMR,wind-offshore-unspecified,2023,3544500,,5.1575,1
MMR,wind-offshore-unspecified,2030,2776655,,3.844,1
MMR,wind-offshore-unspecified,2050,2218550,,3.2175,1
MYS,wind-offshore-unspecified,2023,3544500,,5.1575,1
MYS,wind-offshore-unspecified,2030,2776655,,3.844,1
MYS,wind-offshore-unspecified,2050,2218550,,3.2175,1
PHL,wind-offshore-unspecified,2023,3544500,,5.1575,1
PHL,wind-offshore-unspecified,2030,2776655,,3.844,1
PHL,wind-offshore-unspecified,2050,2218550,,3.2175,1
SGP,wind-offshore-unspecified,2023,3544500,,5.1575,1
SGP,wind-offshore-unspecified,2030,2776655,,3.844,1
SGP,wind-offshore-unspecified,2050,2218550,,3.2175,1
THA,wind-offshore-unspecified,2023,3544500,,5.1575,1
THA,wind-offshore-unspecified,2030,2776655,,3.844,1
THA,wind-offshore-unspecified,2050,2218550,,3.2175,1
IDN,wind-onshore,2023,1650000,40000,0,1
IDN,wind-onshore,2030,1200000,36000,0,1
IDN,wind-onshore,2050,950000,30000,0,1
VNM,wind-onshore,2023,1500000,42000,3.5,1
VNM,wind-onshore,2030,1280000,36000,2.8,1
VNM,wind-onshore,2050,1080000,28000,2.3,1
BRN,wind-onshore,2023,1547250,,1.82,1
BRN,wind-onshore,2030,1223600,,1.456,1
BRN,wind-onshore,2050,1003350,,1.196,1
KHM,wind-onshore,2023,1547250,,1.82,1
KHM,wind-onshore,2030,1223600,,1.456,1
KHM,wind-onshore,2050,1003350,,1.196,1
LAO,wind-onshore,2023,1547250,,1.82,1
LAO,wind-onshore,2030,1223600,,1.456,1
LAO,wind-onshore,2050,1003350,,1.196,1
MMR,wind-onshore,2023,1547250,,1.82,1
MMR,wind-onshore,2030,1223600,,1.456,1
MMR,wind-onshore,2050,1003350,,1.196,1
MYS,wind-onshore,2023,1547250,,1.82,1
MYS,wind-onshore,2030,1223600,,1.456,1
MYS,wind-onshore,2050,1003350,,1.196,1
PHL,wind-onshore,2023,1547250,,1.82,1
PHL,wind-onshore,2030,1223600,,1.456,1
PHL,wind-onshore,2050,1003350,,1.196,1
SGP,wind-onshore,2023,1547250,,1.82,1
SGP,wind-onshore,2030,1223600,,1.456,1
SGP,wind-onshore,2050,1003350,,1.196,1
THA,wind-onshore,2023,1547250,,1.82,1
THA,wind-onshore,2030,1223600,,1.456,1
THA,wind-onshore,2050,1003350,,1.196,1
