seed,solution,objective_1,objective_2,cfe_score,type,SGPXX-bioenergy-unspecified,SGPXX-open-cycle-gas-turbine,SGPXX-oil-unspecified,SGPXX-photovoltaic-unspecified,SGPXX-waste,SGPXX-battery
1,42,3583591608493882.0,0.0,0.0,feasible,112647.52584543986,529157.5824515957,412933.9190574279,113831.3347170676,675326.6513288916,983224.0206737206
1,43,1414911446127592.0,0.0,0.0,feasible,627068.9465224373,574560.9177986642,959358.8063535901,568372.2471319479,230188.37037889424,387292.91545368306
1,44,1844101954900065.0,0.0,0.0,feasible,255462.85775662563,340996.8833494741,466302.4186810068,724029.6865491691,11078.899950667586,505230.0731227312
1,45,306228011082831.0,0.0,0.0,feasible,257292.52217191597,574781.0432894609,281413.7786735996,33427.696864045654,62838.518237524455,82638.0584348082
1,46,1433834496558569.2,0.0,0.0,feasible,738991.1044739417,714373.8551437077,398025.3215969543,557781.5014773101,993899.1675042453,392492.7759739925
1,47,1699774559261017.0,0.0,0.0,feasible,326518.7124006523,297480.0982023648,766028.4912020745,805815.2067235672,566920.0676198538,465570.3824549929
1,48,1680141873536817.8,0.0,0.0,feasible,940942.1604459531,84158.14903740626,78524.76136541927,512494.07150424534,448867.5327639618,460175.52142149967
1,49,2993073886711456.5,0.0,0.0,feasible,907527.5890411849,263700.14719695033,103412.66786783334,256417.02347635018,661455.267747139,820955.796571073
1,50,1043103721248885.1,0.0,0.0,feasible,617815.0505119824,137320.94523379303,234541.93483468812,324338.9720390274,816621.8103381209,285123.9593017744
1,51,772723272820438.6,0.0,0.0,feasible,455422.03034495935,547519.4251570442,316905.4944085595,971629.2309161343,327067.29967344494,210826.18028486145
1,52,2022510992602050.5,0.0,0.0,feasible,940286.7686031769,772486.207017788,803996.8460165161,336030.0994614056,816279.6411275486,554255.0500944301
1,53,2084907953449086.5,0.0,0.0,feasible,131475.68454473242,405926.43741409306,661123.9699025912,467428.372162332,427947.6566157387,571401.0961021425
