,TWN-PumpedHydro
2221,2035.6505376344085
2222,1180.6774193548388
2223,457.1881720430108
2224,0.0
2225,16.822580645161224
2226,493.26881720430106
2227,1195.97311827957
2228,1950.010752688172
2229,2702.005376344086
2230,3417.1505376344085
2231,4083.2150537634407
2232,1624.7365591397843
2233,2012.8548387096769
2234,2649.0161290322576
2235,3547.827956989247
2236,5077.559139784946
2237,6114.715053763441
2238,6599.435483870968
2239,6692.553763440861
2240,6365.822580645161
2241,5720.908602150537
2242,4825.268817204302
2243,3897.97311827957
2244,2954.2365591397847
2245,2035.6505376344085
2246,1180.6774193548388
2247,457.1881720430108
2248,0.0
2249,16.822580645161224
2250,493.26881720430106
2251,1195.97311827957
2252,1950.010752688172
2253,2702.005376344086
2254,3417.1505376344085
2255,4083.2150537634407
2256,1624.7365591397843
2257,2012.8548387096769
2258,2649.0161290322576
2259,3547.827956989247
2260,5077.559139784946
2261,6114.715053763441
2262,6599.435483870968
2263,6692.553763440861
2264,6365.822580645161
2265,5720.908602150537
2266,4825.268817204302
2267,3897.97311827957
2268,2954.2365591397847
2269,2035.6505376344085
2270,1180.6774193548388
2271,457.1881720430108
2272,0.0
2273,16.822580645161224
2274,493.26881720430106
2275,1195.97311827957
2276,1950.010752688172
2277,2702.005376344086
2278,3417.1505376344085
2279,4083.2150537634407
2280,1624.7365591397843
2281,2012.8548387096769
2282,2649.0161290322576
2283,3547.827956989247
2284,5077.559139784946
2285,6114.715053763441
2286,6599.435483870968
2287,6692.553763440861
2288,6365.822580645161
2289,5720.908602150537
2290,4825.268817204302
2291,3897.97311827957
2292,2954.2365591397847
2293,2035.6505376344085
2294,1180.6774193548388
2295,457.1881720430108
2296,0.0
2297,16.822580645161224
2298,493.26881720430106
2299,1195.97311827957
2300,1950.010752688172
2301,2702.005376344086
2302,3417.1505376344085
2303,4083.2150537634407
2304,1624.7365591397843
2305,2012.8548387096769
2306,2649.0161290322576
2307,3547.827956989247
2308,5077.559139784946
2309,6114.715053763441
2310,6599.435483870968
2311,6692.553763440861
2312,6365.822580645161
2313,5720.908602150537
2314,4825.268817204302
2315,3897.97311827957
2316,2954.2365591397847
2317,2035.6505376344085
2318,1180.6774193548388
2319,457.1881720430108
2320,0.0
2321,16.822580645161224
2322,493.26881720430106
2323,1195.97311827957
2324,1950.010752688172
2325,2702.005376344086
2326,3417.1505376344085
2327,4083.2150537634407
2328,1624.7365591397843
2329,2012.8548387096769
2330,2649.0161290322576
2331,3547.827956989247
2332,5077.559139784946
2333,6114.715053763441
2334,6599.435483870968
2335,6692.553763440861
2336,6365.822580645161
2337,5720.908602150537
2338,4825.268817204302
2339,3897.97311827957
2340,2954.2365591397847
2341,2035.6505376344085
2342,1180.6774193548388
2343,457.1881720430108
2344,0.0
2345,16.822580645161224
2346,493.26881720430106
2347,1195.97311827957
2348,1950.010752688172
2349,2702.005376344086
2350,3417.1505376344085
2351,4083.2150537634407
2352,1624.7365591397843
2353,2012.8548387096769
2354,2649.0161290322576
2355,3547.827956989247
2356,5077.559139784946
2357,6114.715053763441
2358,6599.435483870968
2359,6692.553763440861
2360,6365.822580645161
2361,5720.908602150537
2362,4825.268817204302
2363,3897.97311827957
2364,2954.2365591397847
2365,2035.6505376344085
2366,1180.6774193548388
2367,457.1881720430108
2368,0.0
2369,16.822580645161224
2370,493.26881720430106
2371,1195.97311827957
2372,1950.010752688172
2373,2702.005376344086
2374,3417.1505376344085
2375,4083.2150537634407
2376,1624.7365591397843
2377,2012.8548387096769
2378,2649.0161290322576
2379,3547.827956989247
2380,5077.559139784946
2381,6114.715053763441
2382,6599.435483870968
2383,6692.553763440861
2384,6365.822580645161
2385,5720.908602150537
2386,4825.268817204302
2387,3897.97311827957
2388,2954.2365591397847
2389,2035.6505376344085
2390,1180.6774193548388
2391,457.1881720430108
2392,0.0
2393,16.822580645161224
2394,493.26881720430106
2395,1195.97311827957
2396,1950.010752688172
2397,2702.005376344086
2398,3417.1505376344085
2399,4083.2150537634407
2400,1624.7365591397843
2401,2012.8548387096769
2402,2649.0161290322576
2403,3547.827956989247
2404,5077.559139784946
2405,6114.715053763441
2406,6599.435483870968
2407,6692.553763440861
2408,6365.822580645161
2409,5720.908602150537
2410,4825.268817204302
2411,3897.97311827957
2412,2954.2365591397847
2413,2035.6505376344085
2414,1180.6774193548388
2415,457.1881720430108
2416,0.0
2417,16.822580645161224
2418,493.26881720430106
2419,1195.97311827957
2420,1950.010752688172
2421,2702.005376344086
2422,3417.1505376344085
2423,4083.2150537634407
2424,1624.7365591397843
2425,2012.8548387096769
2426,2649.0161290322576
2427,3547.827956989247
2428,5077.559139784946
2429,6114.715053763441
2430,6599.435483870968
2431,6692.553763440861
2432,6365.822580645161
2433,5720.908602150537
2434,4825.268817204302
2435,3897.97311827957
2436,2954.2365591397847
2437,2035.6505376344085
2438,1180.6774193548388
2439,457.1881720430108
2440,0.0
2441,16.822580645161224
2442,493.26881720430106
2443,1195.97311827957
2444,1950.010752688172
2445,2702.005376344086
2446,3417.1505376344085
2447,4083.2150537634407
2448,1624.7365591397843
2449,2012.8548387096769
2450,2649.0161290322576
2451,3547.827956989247
2452,5077.559139784946
2453,6114.715053763441
2454,6599.435483870968
2455,6692.553763440861
2456,6365.822580645161
2457,5720.908602150537
2458,4825.268817204302
2459,3897.97311827957
2460,2954.2365591397847
2461,2035.6505376344085
2462,1180.6774193548388
2463,457.1881720430108
2464,0.0
2465,16.822580645161224
2466,493.26881720430106
2467,1195.97311827957
2468,1950.010752688172
2469,2702.005376344086
2470,3417.1505376344085
2471,4083.2150537634407
2472,1624.7365591397843
2473,2012.8548387096769
2474,2649.0161290322576
2475,3547.827956989247
2476,5077.559139784946
2477,6114.715053763441
2478,6599.435483870968
2479,6692.553763440861
2480,6365.822580645161
2481,5720.908602150537
2482,4825.268817204302
2483,3897.97311827957
2484,2954.2365591397847
2485,2035.6505376344085
2486,1180.6774193548388
2487,457.1881720430108
2488,0.0
2489,16.822580645161224
2490,493.26881720430106
2491,1195.97311827957
2492,1950.010752688172
2493,2702.005376344086
2494,3417.1505376344085
2495,4083.2150537634407
2496,1624.7365591397843
2497,2012.8548387096769
2498,2649.0161290322576
2499,3547.827956989247
2500,5077.559139784946
2501,6114.715053763441
2502,6599.435483870968
2503,6692.553763440861
2504,6365.822580645161
2505,5720.908602150537
2506,4825.268817204302
2507,3897.97311827957
2508,2954.2365591397847
2509,2035.6505376344085
2510,1180.6774193548388
2511,457.1881720430108
2512,0.0
2513,16.822580645161224
2514,493.26881720430106
2515,1195.97311827957
2516,1950.010752688172
2517,2702.005376344086
2518,3417.1505376344085
2519,4083.2150537634407
2520,1624.7365591397843
2521,2012.8548387096769
2522,2649.0161290322576
2523,3547.827956989247
2524,5077.559139784946
2525,6114.715053763441
2526,6599.435483870968
2527,6692.553763440861
2528,6365.822580645161
2529,5720.908602150537
2530,4825.268817204302
2531,3897.97311827957
2532,2954.2365591397847
2533,2035.6505376344085
2534,1180.6774193548388
2535,457.1881720430108
2536,0.0
2537,16.822580645161224
2538,493.26881720430106
2539,1195.97311827957
2540,1950.010752688172
2541,2702.005376344086
2542,3417.1505376344085
2543,4083.2150537634407
2544,1624.7365591397843
2545,2012.8548387096769
2546,2649.0161290322576
2547,3547.827956989247
2548,5077.559139784946
2549,6114.715053763441
2550,6599.435483870968
2551,6692.553763440861
2552,6365.822580645161
2553,5720.908602150537
2554,4825.268817204302
2555,3897.97311827957
2556,2954.2365591397847
2557,2035.6505376344085
2558,1180.6774193548388
2559,457.1881720430108
2560,0.0
2561,16.822580645161224
2562,493.26881720430106
2563,1195.97311827957
2564,1950.010752688172
2565,2702.005376344086
2566,3417.1505376344085
2567,4083.2150537634407
2568,1624.7365591397843
2569,2012.8548387096769
2570,2649.0161290322576
2571,3547.827956989247
2572,5077.559139784946
2573,6114.715053763441
2574,6599.435483870968
2575,6692.553763440861
2576,6365.822580645161
2577,5720.908602150537
2578,4825.268817204302
2579,3897.97311827957
2580,2954.2365591397847
2581,2035.6505376344085
2582,1180.6774193548388
2583,457.1881720430108
2584,0.0
2585,16.822580645161224
2586,493.26881720430106
2587,1195.97311827957
2588,1950.010752688172
2589,2702.005376344086
2590,3417.1505376344085
2591,4083.2150537634407
2592,1624.7365591397843
2593,2012.8548387096769
2594,2649.0161290322576
2595,3547.827956989247
2596,5077.559139784946
2597,6114.715053763441
2598,6599.435483870968
2599,6692.553763440861
2600,6365.822580645161
2601,5720.908602150537
2602,4825.268817204302
2603,3897.97311827957
2604,2954.2365591397847
2605,2035.6505376344085
2606,1180.6774193548388
2607,457.1881720430108
2608,0.0
2609,16.822580645161224
2610,493.26881720430106
2611,1195.97311827957
2612,1950.010752688172
2613,2702.005376344086
2614,3417.1505376344085
2615,4083.2150537634407
2616,1624.7365591397843
2617,2012.8548387096769
2618,2649.0161290322576
2619,3547.827956989247
2620,5077.559139784946
2621,6114.715053763441
2622,6599.435483870968
2623,6692.553763440861
2624,6365.822580645161
2625,5720.908602150537
2626,4825.268817204302
2627,3897.97311827957
2628,2954.2365591397847
2629,2035.6505376344085
2630,1180.6774193548388
2631,457.1881720430108
2632,0.0
2633,16.822580645161224
2634,493.26881720430106
2635,1195.97311827957
2636,1950.010752688172
2637,2702.005376344086
2638,3417.1505376344085
2639,4083.2150537634407
2640,1624.7365591397843
2641,2012.8548387096769
2642,2649.0161290322576
2643,3547.827956989247
2644,5077.559139784946
2645,6114.715053763441
2646,6599.435483870968
2647,6692.553763440861
2648,6365.822580645161
2649,5720.908602150537
2650,4825.268817204302
2651,3897.97311827957
2652,2954.2365591397847
2653,2035.6505376344085
2654,1180.6774193548388
2655,457.1881720430108
2656,0.0
2657,16.822580645161224
2658,493.26881720430106
2659,1195.97311827957
2660,1950.010752688172
2661,2702.005376344086
2662,3417.1505376344085
2663,4083.2150537634407
2664,1624.7365591397843
2665,2012.8548387096769
2666,2649.0161290322576
2667,3547.827956989247
2668,5077.559139784946
2669,6114.715053763441
2670,6599.435483870968
2671,6692.553763440861
2672,6365.822580645161
2673,5720.908602150537
2674,4825.268817204302
2675,3897.97311827957
2676,2954.2365591397847
2677,2035.6505376344085
2678,1180.6774193548388
2679,457.1881720430108
2680,0.0
2681,16.822580645161224
2682,493.26881720430106
2683,1195.97311827957
2684,1950.010752688172
2685,2702.005376344086
2686,3417.1505376344085
2687,4083.2150537634407
2688,1624.7365591397843
2689,2012.8548387096769
2690,2649.0161290322576
2691,3547.827956989247
2692,5077.559139784946
2693,6114.715053763441
2694,6599.435483870968
2695,6692.553763440861
2696,6365.822580645161
2697,5720.908602150537
2698,4825.268817204302
2699,3897.97311827957
2700,2954.2365591397847
2701,2035.6505376344085
2702,1180.6774193548388
2703,457.1881720430108
2704,0.0
2705,16.822580645161224
2706,493.26881720430106
2707,1195.97311827957
2708,1950.010752688172
2709,2702.005376344086
2710,3417.1505376344085
2711,4083.2150537634407
2712,1624.7365591397843
2713,2012.8548387096769
2714,2649.0161290322576
2715,3547.827956989247
2716,5077.559139784946
2717,6114.715053763441
2718,6599.435483870968
2719,6692.553763440861
2720,6365.822580645161
2721,5720.908602150537
2722,4825.268817204302
2723,3897.97311827957
2724,2954.2365591397847
2725,2035.6505376344085
2726,1180.6774193548388
2727,457.1881720430108
2728,0.0
2729,16.822580645161224
2730,493.26881720430106
2731,1195.97311827957
2732,1950.010752688172
2733,2702.005376344086
2734,3417.1505376344085
2735,4083.2150537634407
2736,1624.7365591397843
2737,2012.8548387096769
2738,2649.0161290322576
2739,3547.827956989247
2740,5077.559139784946
2741,6114.715053763441
2742,6599.435483870968
2743,6692.553763440861
2744,6365.822580645161
2745,5720.908602150537
2746,4825.268817204302
2747,3897.97311827957
2748,2954.2365591397847
2749,2035.6505376344085
2750,1180.6774193548388
2751,457.1881720430108
2752,0.0
2753,16.822580645161224
2754,493.26881720430106
2755,1195.97311827957
2756,1950.010752688172
2757,2702.005376344086
2758,3417.1505376344085
2759,4083.2150537634407
2760,1624.7365591397843
2761,2012.8548387096769
2762,2649.0161290322576
2763,3547.827956989247
2764,5077.559139784946
2765,6114.715053763441
2766,6599.435483870968
2767,6692.553763440861
2768,6365.822580645161
2769,5720.908602150537
2770,4825.268817204302
2771,3897.97311827957
2772,2954.2365591397847
2773,2035.6505376344085
2774,1180.6774193548388
2775,457.1881720430108
2776,0.0
2777,16.822580645161224
2778,493.26881720430106
2779,1195.97311827957
2780,1950.010752688172
2781,2702.005376344086
2782,3417.1505376344085
2783,4083.2150537634407
2784,1624.7365591397843
2785,2012.8548387096769
2786,2649.0161290322576
2787,3547.827956989247
2788,5077.559139784946
2789,6114.715053763441
2790,6599.435483870968
2791,6692.553763440861
2792,6365.822580645161
2793,5720.908602150537
2794,4825.268817204302
2795,3897.97311827957
2796,2954.2365591397847
2797,2035.6505376344085
2798,1180.6774193548388
2799,457.1881720430108
2800,0.0
2801,16.822580645161224
2802,493.26881720430106
2803,1195.97311827957
2804,1950.010752688172
2805,2702.005376344086
2806,3417.1505376344085
2807,4083.2150537634407
2808,1624.7365591397843
2809,2012.8548387096769
2810,2649.0161290322576
2811,3547.827956989247
2812,5077.559139784946
2813,6114.715053763441
2814,6599.435483870968
2815,6692.553763440861
2816,6365.822580645161
2817,5720.908602150537
2818,4825.268817204302
2819,3897.97311827957
2820,2954.2365591397847
2821,2035.6505376344085
2822,1180.6774193548388
2823,457.1881720430108
2824,0.0
2825,16.822580645161224
2826,493.26881720430106
2827,1195.97311827957
2828,1950.010752688172
2829,2702.005376344086
2830,3417.1505376344085
2831,4083.2150537634407
2832,1624.7365591397843
2833,2012.8548387096769
2834,2649.0161290322576
2835,3547.827956989247
2836,5077.559139784946
2837,6114.715053763441
2838,6599.435483870968
2839,6692.553763440861
2840,6365.822580645161
2841,5720.908602150537
2842,4825.268817204302
2843,3897.97311827957
2844,2954.2365591397847
2845,2035.6505376344085
2846,1180.6774193548388
2847,457.1881720430108
2848,0.0
2849,16.822580645161224
2850,493.26881720430106
2851,1195.97311827957
2852,1950.010752688172
2853,2702.005376344086
2854,3417.1505376344085
2855,4083.2150537634407
2856,1624.7365591397843
2857,2012.8548387096769
2858,2649.0161290322576
2859,3547.827956989247
2860,5077.559139784946
2861,6114.715053763441
2862,6599.435483870968
2863,6692.553763440861
2864,6365.822580645161
2865,5720.908602150537
2866,4825.268817204302
2867,3897.97311827957
2868,2954.2365591397847
2869,2035.6505376344085
2870,1180.6774193548388
2871,457.1881720430108
2872,0.0
2873,16.822580645161224
2874,493.26881720430106
2875,1195.97311827957
2876,1950.010752688172
2877,2702.005376344086
2878,3417.1505376344085
2879,4083.2150537634407
2880,1624.7365591397843
2881,2012.8548387096769
2882,2649.0161290322576
2883,3547.827956989247
2884,5077.559139784946
2885,6114.715053763441
2886,6599.435483870968
2887,6692.553763440861
2888,6365.822580645161
2889,5720.908602150537
2890,4825.268817204302
2891,3897.97311827957
2892,2954.2365591397847
2893,2035.6505376344085
2894,1180.6774193548388
2895,457.1881720430108
2896,0.0
2897,16.822580645161224
2898,493.26881720430106
2899,1195.97311827957
2900,1950.010752688172
2901,2702.005376344086
2902,3417.1505376344085
2903,4083.2150537634407
2904,1624.7365591397843
2905,2012.8548387096769
2906,2649.0161290322576
2907,3547.827956989247
2908,5077.559139784946
2909,6114.715053763441
2910,6599.435483870968
2911,6692.553763440861
2912,6365.822580645161
2913,5720.908602150537
2914,4825.268817204302
2915,3897.97311827957
2916,2954.2365591397847
2917,2035.6505376344085
2918,1180.6774193548388
2919,457.1881720430108
2920,0.0
2921,16.822580645161224
2922,493.26881720430106
2923,1195.97311827957
2924,1950.010752688172
2925,2702.005376344086
2926,3417.1505376344085
2927,4083.2150537634407
2928,1624.7365591397843
2929,2012.8548387096769
2930,2649.0161290322576
2931,3547.827956989247
2932,5077.559139784946
2933,6114.715053763441
2934,6599.435483870968
2935,6692.553763440861
2936,6365.822580645161
2937,5720.908602150537
2938,4825.268817204302
2939,3897.97311827957
2940,2954.2365591397847
2941,2035.6505376344085
2942,1180.6774193548388
2943,457.1881720430108
2944,0.0
2945,16.822580645161224
2946,493.26881720430106
2947,1195.97311827957
2948,1950.010752688172
2949,2702.005376344086
2950,3417.1505376344085
2951,4083.2150537634407
2952,1624.7365591397843
2953,2012.8548387096769
2954,2649.0161290322576
2955,3547.827956989247
2956,5077.559139784946
2957,6114.715053763441
2958,6599.435483870968
2959,6692.553763440861
2960,6365.822580645161
2961,5720.908602150537
2962,4825.268817204302
2963,3897.97311827957
2964,2954.2365591397847
2965,2035.6505376344085
2966,1180.6774193548388
2967,457.1881720430108
2968,0.0
2969,16.822580645161224
2970,493.26881720430106
2971,1195.97311827957
2972,1950.010752688172
2973,2702.005376344086
2974,3417.1505376344085
2975,4083.2150537634407
2976,1624.7365591397843
2977,2012.8548387096769
2978,2649.0161290322576
2979,3547.827956989247
2980,5077.559139784946
2981,6114.715053763441
2982,6599.435483870968
2983,6692.553763440861
2984,6365.822580645161
2985,5720.908602150537
2986,4825.268817204302
2987,3897.97311827957
2988,2954.2365591397847
2989,2035.6505376344085
2990,1180.6774193548388
2991,457.1881720430108
2992,0.0
2993,16.822580645161224
2994,493.26881720430106
2995,1195.97311827957
2996,1950.010752688172
2997,2702.005376344086
2998,3417.1505376344085
2999,4083.2150537634407
3000,1624.7365591397843
3001,2012.8548387096769
3002,2649.0161290322576
3003,3547.827956989247
3004,5077.559139784946
3005,6114.715053763441
3006,6599.435483870968
3007,6692.553763440861
3008,6365.822580645161
3009,5720.908602150537
3010,4825.268817204302
3011,3897.97311827957
3012,2954.2365591397847
3013,2035.6505376344085
3014,1180.6774193548388
3015,457.1881720430108
3016,0.0
3017,16.822580645161224
3018,493.26881720430106
3019,1195.97311827957
3020,1950.010752688172
3021,2702.005376344086
3022,3417.1505376344085
3023,4083.2150537634407
3024,1624.7365591397843
3025,2012.8548387096769
3026,2649.0161290322576
3027,3547.827956989247
3028,5077.559139784946
3029,6114.715053763441
3030,6599.435483870968
3031,6692.553763440861
3032,6365.822580645161
3033,5720.908602150537
3034,4825.268817204302
3035,3897.97311827957
3036,2954.2365591397847
3037,2035.6505376344085
3038,1180.6774193548388
3039,457.1881720430108
3040,0.0
3041,16.822580645161224
3042,493.26881720430106
3043,1195.97311827957
3044,1950.010752688172
3045,2702.005376344086
3046,3417.1505376344085
3047,4083.2150537634407
3048,1624.7365591397843
3049,2012.8548387096769
3050,2649.0161290322576
3051,3547.827956989247
3052,5077.559139784946
3053,6114.715053763441
3054,6599.435483870968
3055,6692.553763440861
3056,6365.822580645161
3057,5720.908602150537
3058,4825.268817204302
3059,3897.97311827957
3060,2954.2365591397847
3061,2035.6505376344085
3062,1180.6774193548388
3063,457.1881720430108
3064,0.0
3065,16.822580645161224
3066,493.26881720430106
3067,1195.97311827957
3068,1950.010752688172
3069,2702.005376344086
3070,3417.1505376344085
3071,4083.2150537634407
3072,1624.7365591397843
3073,2012.8548387096769
3074,2649.0161290322576
3075,3547.827956989247
3076,5077.559139784946
3077,6114.715053763441
3078,6599.435483870968
3079,6692.553763440861
3080,6365.822580645161
3081,5720.908602150537
3082,4825.268817204302
3083,3897.97311827957
3084,2954.2365591397847
3085,2035.6505376344085
3086,1180.6774193548388
3087,457.1881720430108
3088,0.0
3089,16.822580645161224
3090,493.26881720430106
3091,1195.97311827957
3092,1950.010752688172
3093,2702.005376344086
3094,3417.1505376344085
3095,4083.2150537634407
3096,1624.7365591397843
3097,2012.8548387096769
3098,2649.0161290322576
3099,3547.827956989247
3100,5077.559139784946
3101,6114.715053763441
3102,6599.435483870968
3103,6692.553763440861
3104,6365.822580645161
3105,5720.908602150537
3106,4825.268817204302
3107,3897.97311827957
3108,2954.2365591397847
3109,2035.6505376344085
3110,1180.6774193548388
3111,457.1881720430108
3112,0.0
3113,16.822580645161224
3114,493.26881720430106
3115,1195.97311827957
3116,1950.010752688172
3117,2702.005376344086
3118,3417.1505376344085
3119,4083.2150537634407
3120,1624.7365591397843
3121,2012.8548387096769
3122,2649.0161290322576
3123,3547.827956989247
3124,5077.559139784946
3125,6114.715053763441
3126,6599.435483870968
3127,6692.553763440861
3128,6365.822580645161
3129,5720.908602150537
3130,4825.268817204302
3131,3897.97311827957
3132,2954.2365591397847
3133,2035.6505376344085
3134,1180.6774193548388
3135,457.1881720430108
3136,0.0
3137,16.822580645161224
3138,493.26881720430106
3139,1195.97311827957
3140,1950.010752688172
3141,2702.005376344086
3142,3417.1505376344085
3143,4083.2150537634407
3144,1624.7365591397843
3145,2012.8548387096769
3146,2649.0161290322576
3147,3547.827956989247
3148,5077.559139784946
3149,6114.715053763441
3150,6599.435483870968
3151,6692.553763440861
3152,6365.822580645161
3153,5720.908602150537
3154,4825.268817204302
3155,3897.97311827957
3156,2954.2365591397847
3157,2035.6505376344085
3158,1180.6774193548388
3159,457.1881720430108
3160,0.0
3161,16.822580645161224
3162,493.26881720430106
3163,1195.97311827957
3164,1950.010752688172
3165,2702.005376344086
3166,3417.1505376344085
3167,4083.2150537634407
3168,1624.7365591397843
3169,2012.8548387096769
3170,2649.0161290322576
3171,3547.827956989247
3172,5077.559139784946
3173,6114.715053763441
3174,6599.435483870968
3175,6692.553763440861
3176,6365.822580645161
3177,5720.908602150537
3178,4825.268817204302
3179,3897.97311827957
3180,2954.2365591397847
3181,2035.6505376344085
3182,1180.6774193548388
3183,457.1881720430108
3184,0.0
3185,16.822580645161224
3186,493.26881720430106
3187,1195.97311827957
3188,1950.010752688172
3189,2702.005376344086
3190,3417.1505376344085
3191,4083.2150537634407
3192,1624.7365591397843
3193,2012.8548387096769
3194,2649.0161290322576
3195,3547.827956989247
3196,5077.559139784946
3197,6114.715053763441
3198,6599.435483870968
3199,6692.553763440861
3200,6365.822580645161
3201,5720.908602150537
3202,4825.268817204302
3203,3897.97311827957
3204,2954.2365591397847
3205,2035.6505376344085
3206,1180.6774193548388
3207,457.1881720430108
3208,0.0
3209,16.822580645161224
3210,493.26881720430106
3211,1195.97311827957
3212,1950.010752688172
3213,2702.005376344086
3214,3417.1505376344085
3215,4083.2150537634407
3216,1624.7365591397843
3217,2012.8548387096769
3218,2649.0161290322576
3219,3547.827956989247
3220,5077.559139784946
3221,6114.715053763441
3222,6599.435483870968
3223,6692.553763440861
3224,6365.822580645161
3225,5720.908602150537
3226,4825.268817204302
3227,3897.97311827957
3228,2954.2365591397847
3229,2035.6505376344085
3230,1180.6774193548388
3231,457.1881720430108
3232,0.0
3233,16.822580645161224
3234,493.26881720430106
3235,1195.97311827957
3236,1950.010752688172
3237,2702.005376344086
3238,3417.1505376344085
3239,4083.2150537634407
3240,1624.7365591397843
3241,2012.8548387096769
3242,2649.0161290322576
3243,3547.827956989247
3244,5077.559139784946
3245,6114.715053763441
3246,6599.435483870968
3247,6692.553763440861
3248,6365.822580645161
3249,5720.908602150537
3250,4825.268817204302
3251,3897.97311827957
3252,2954.2365591397847
3253,2035.6505376344085
3254,1180.6774193548388
3255,457.1881720430108
3256,0.0
3257,16.822580645161224
3258,493.26881720430106
3259,1195.97311827957
3260,1950.010752688172
3261,2702.005376344086
3262,3417.1505376344085
3263,4083.2150537634407
3264,1624.7365591397843
3265,2012.8548387096769
3266,2649.0161290322576
3267,3547.827956989247
3268,5077.559139784946
3269,6114.715053763441
3270,6599.435483870968
3271,6692.553763440861
3272,6365.822580645161
3273,5720.908602150537
3274,4825.268817204302
3275,3897.97311827957
3276,2954.2365591397847
3277,2035.6505376344085
3278,1180.6774193548388
3279,457.1881720430108
3280,0.0
3281,16.822580645161224
3282,493.26881720430106
3283,1195.97311827957
3284,1950.010752688172
3285,2702.005376344086
3286,3417.1505376344085
3287,4083.2150537634407
3288,1624.7365591397843
3289,2012.8548387096769
3290,2649.0161290322576
3291,3547.827956989247
3292,5077.559139784946
3293,6114.715053763441
3294,6599.435483870968
3295,6692.553763440861
3296,6365.822580645161
3297,5720.908602150537
3298,4825.268817204302
3299,3897.97311827957
3300,2954.2365591397847
3301,2035.6505376344085
3302,1180.6774193548388
3303,457.1881720430108
3304,0.0
3305,16.822580645161224
3306,493.26881720430106
3307,1195.97311827957
3308,1950.010752688172
3309,2702.005376344086
3310,3417.1505376344085
3311,4083.2150537634407
3312,1624.7365591397843
3313,2012.8548387096769
3314,2649.0161290322576
3315,3547.827956989247
3316,5077.559139784946
3317,6114.715053763441
3318,6599.435483870968
3319,6692.553763440861
3320,6365.822580645161
3321,5720.908602150537
3322,4825.268817204302
3323,3897.97311827957
3324,2954.2365591397847
3325,2035.6505376344085
3326,1180.6774193548388
3327,457.1881720430108
3328,0.0
3329,16.822580645161224
3330,493.26881720430106
3331,1195.97311827957
3332,1950.010752688172
3333,2702.005376344086
3334,3417.1505376344085
3335,4083.2150537634407
3336,1624.7365591397843
3337,2012.8548387096769
3338,2649.0161290322576
3339,3547.827956989247
3340,5077.559139784946
3341,6114.715053763441
3342,6599.435483870968
3343,6692.553763440861
3344,6365.822580645161
3345,5720.908602150537
3346,4825.268817204302
3347,3897.97311827957
3348,2954.2365591397847
3349,2035.6505376344085
3350,1180.6774193548388
3351,457.1881720430108
3352,0.0
3353,16.822580645161224
3354,493.26881720430106
3355,1195.97311827957
3356,1950.010752688172
3357,2702.005376344086
3358,3417.1505376344085
3359,4083.2150537634407
3360,1624.7365591397843
3361,2012.8548387096769
3362,2649.0161290322576
3363,3547.827956989247
3364,5077.559139784946
3365,6114.715053763441
3366,6599.435483870968
3367,6692.553763440861
3368,6365.822580645161
3369,5720.908602150537
3370,4825.268817204302
3371,3897.97311827957
3372,2954.2365591397847
3373,2035.6505376344085
3374,1180.6774193548388
3375,457.1881720430108
3376,0.0
3377,16.822580645161224
3378,493.26881720430106
3379,1195.97311827957
3380,1950.010752688172
3381,2702.005376344086
3382,3417.1505376344085
3383,4083.2150537634407
3384,1624.7365591397843
3385,2012.8548387096769
3386,2649.0161290322576
3387,3547.827956989247
3388,5077.559139784946
3389,6114.715053763441
3390,6599.435483870968
3391,6692.553763440861
3392,6365.822580645161
3393,5720.908602150537
3394,4825.268817204302
3395,3897.97311827957
3396,2954.2365591397847
3397,2035.6505376344085
3398,1180.6774193548388
3399,457.1881720430108
3400,0.0
3401,16.822580645161224
3402,493.26881720430106
3403,1195.97311827957
3404,1950.010752688172
3405,2702.005376344086
3406,3417.1505376344085
3407,4083.2150537634407
3408,1624.7365591397843
3409,2012.8548387096769
3410,2649.0161290322576
3411,3547.827956989247
3412,5077.559139784946
3413,6114.715053763441
3414,6599.435483870968
3415,6692.553763440861
3416,6365.822580645161
3417,5720.908602150537
3418,4825.268817204302
3419,3897.97311827957
3420,2954.2365591397847
3421,2035.6505376344085
3422,1180.6774193548388
3423,457.1881720430108
3424,0.0
3425,16.822580645161224
3426,493.26881720430106
3427,1195.97311827957
3428,1950.010752688172
3429,2702.005376344086
3430,3417.1505376344085
3431,4083.2150537634407
3432,1624.7365591397843
3433,2012.8548387096769
3434,2649.0161290322576
3435,3547.827956989247
3436,5077.559139784946
3437,6114.715053763441
3438,6599.435483870968
3439,6692.553763440861
3440,6365.822580645161
3441,5720.908602150537
3442,4825.268817204302
3443,3897.97311827957
3444,2954.2365591397847
3445,2035.6505376344085
3446,1180.6774193548388
3447,457.1881720430108
3448,0.0
3449,16.822580645161224
3450,493.26881720430106
3451,1195.97311827957
3452,1950.010752688172
3453,2702.005376344086
3454,3417.1505376344085
3455,4083.2150537634407
3456,1624.7365591397843
3457,2012.8548387096769
3458,2649.0161290322576
3459,3547.827956989247
3460,5077.559139784946
3461,6114.715053763441
3462,6599.435483870968
3463,6692.553763440861
3464,6365.822580645161
3465,5720.908602150537
3466,4825.268817204302
3467,3897.97311827957
3468,2954.2365591397847
3469,2035.6505376344085
3470,1180.6774193548388
3471,457.1881720430108
3472,0.0
