timestep,TWN-Solar-2030_endo,TWN-OnshoreWind-2030_endo,TWN-OffshoreWind-2030_endo,TWN-Solar-2030_exo,TWN-OnshoreWind-2030_exo,TWN-OffshoreWind-2030_exo,TWN-Hydro-2030_exo,TWN-CoGen_coal-2030_exo,TWN-CoGen_biogas_waste-2030_exo,TWN-Solar-2024active_exo,TWN-OnshoreWind-2024active_exo,TWN-OffshoreWind-2024active_exo,TWN-Hydro-2024active_exo,TWN-CoGen_coal-2024active_exo,TWN-CoGen_biogas_waste-2024active_exo
01/01/2030 00:00,0,0.18,0.413,0,0.18,0.413,0.109,0.447,0.447,0,0.18,0.413,0.109,0.447,0.447
01/01/2030 01:00,0,0.155,0.494,0,0.155,0.494,0.117,0.416,0.416,0,0.155,0.494,0.117,0.416,0.416
01/01/2030 02:00,0,0.146,0.436,0,0.146,0.436,0.181,0.287,0.287,0,0.146,0.436,0.181,0.287,0.287
01/01/2030 03:00,0,0.085,0.313,0,0.085,0.313,0.128,0.31,0.31,0,0.085,0.313,0.128,0.31,0.31
01/01/2030 04:00,0,0.065,0.345,0,0.065,0.345,0.11,0.314,0.314,0,0.065,0.345,0.11,0.314,0.314
01/01/2030 05:00,0,0.118,0.283,0,0.118,0.283,0.109,0.313,0.313,0,0.118,0.283,0.109,0.313,0.313
01/01/2030 06:00,0,0.101,0.228,0,0.101,0.228,0.094,0.312,0.312,0,0.101,0.228,0.094,0.312,0.312
01/01/2030 07:00,0.022,0.14,0.031,0.022,0.14,0.031,0.096,0.323,0.323,0.022,0.14,0.031,0.096,0.323,0.323
01/01/2030 08:00,0.133,0.164,0.287,0.133,0.164,0.287,0.1,0.323,0.323,0.133,0.164,0.287,0.1,0.323,0.323
01/01/2030 09:00,0.191,0.204,0.306,0.191,0.204,0.306,0.097,0.305,0.305,0.191,0.204,0.306,0.097,0.305,0.305
01/01/2030 10:00,0.334,0.238,0.316,0.334,0.238,0.316,0.085,0.301,0.301,0.334,0.238,0.316,0.085,0.301,0.301
01/01/2030 11:00,0.408,0.355,0.455,0.408,0.355,0.455,0.078,0.318,0.318,0.408,0.355,0.455,0.078,0.318,0.318
01/01/2030 12:00,0.433,0.203,0.465,0.433,0.203,0.465,0.103,0.339,0.339,0.433,0.203,0.465,0.103,0.339,0.339
01/01/2030 13:00,0.421,0.16,0.384,0.421,0.16,0.384,0.128,0.36,0.36,0.421,0.16,0.384,0.128,0.36,0.36
01/01/2030 14:00,0.353,0.171,0.277,0.353,0.171,0.277,0.098,0.384,0.384,0.353,0.171,0.277,0.098,0.384,0.384
01/01/2030 15:00,0.269,0.343,0.578,0.269,0.343,0.578,0.099,0.352,0.352,0.269,0.343,0.578,0.099,0.352,0.352
01/01/2030 16:00,0.106,0.355,0.432,0.106,0.355,0.432,0.153,0.346,0.346,0.106,0.355,0.432,0.153,0.346,0.346
01/01/2030 17:00,0.014,0.352,0.568,0.014,0.352,0.568,0.252,0.293,0.293,0.014,0.352,0.568,0.252,0.293,0.293
01/01/2030 18:00,0,0.519,0.724,0,0.519,0.724,0.307,0.383,0.383,0,0.519,0.724,0.307,0.383,0.383
01/01/2030 19:00,0,0.489,0.691,0,0.489,0.691,0.31,0.381,0.381,0,0.489,0.691,0.31,0.381,0.381
01/01/2030 20:00,0,0.411,0.572,0,0.411,0.572,0.278,0.338,0.338,0,0.411,0.572,0.278,0.338,0.338
01/01/2030 21:00,0,0.337,0.478,0,0.337,0.478,0.247,0.312,0.312,0,0.337,0.478,0.247,0.312,0.312
01/01/2030 22:00,0,0.337,0.597,0,0.337,0.597,0.191,0.395,0.395,0,0.337,0.597,0.191,0.395,0.395
01/01/2030 23:00,0,0.287,0.432,0,0.287,0.432,0.155,0.327,0.327,0,0.287,0.432,0.155,0.327,0.327
02/01/2030 00:00,0,0.175,0.348,0,0.175,0.348,0.167,0.33,0.33,0,0.175,0.348,0.167,0.33,0.33
02/01/2030 01:00,0,0.154,0.322,0,0.154,0.322,0.121,0.435,0.435,0,0.154,0.322,0.121,0.435,0.435
02/01/2030 02:00,0,0.213,0.381,0,0.213,0.381,0.096,0.309,0.309,0,0.213,0.381,0.096,0.309,0.309
02/01/2030 03:00,0,0.185,0.406,0,0.185,0.406,0.097,0.309,0.309,0,0.185,0.406,0.097,0.309,0.309
02/01/2030 04:00,0,0.212,0.374,0,0.212,0.374,0.088,0.346,0.346,0,0.212,0.374,0.088,0.346,0.346
02/01/2030 05:00,0,0.238,0.355,0,0.238,0.355,0.086,0.305,0.305,0,0.238,0.355,0.086,0.305,0.305
02/01/2030 06:00,0,0.248,0.374,0,0.248,0.374,0.084,0.335,0.335,0,0.248,0.374,0.084,0.335,0.335
02/01/2030 07:00,0.035,0.258,0.397,0.035,0.258,0.397,0.076,0.276,0.276,0.035,0.258,0.397,0.076,0.276,0.276
02/01/2030 08:00,0.132,0.312,0.445,0.132,0.312,0.445,0.087,0.231,0.231,0.132,0.312,0.445,0.087,0.231,0.231
02/01/2030 09:00,0.274,0.431,0.601,0.274,0.431,0.601,0.106,0.214,0.214,0.274,0.431,0.601,0.106,0.214,0.214
02/01/2030 10:00,0.402,0.492,0.646,0.402,0.492,0.646,0.099,0.278,0.278,0.402,0.492,0.646,0.099,0.278,0.278
02/01/2030 11:00,0.452,0.553,0.691,0.452,0.553,0.691,0.095,0.329,0.329,0.452,0.553,0.691,0.095,0.329,0.329
02/01/2030 12:00,0.471,0.615,0.737,0.471,0.615,0.737,0.083,0.33,0.33,0.471,0.615,0.737,0.083,0.33,0.33
02/01/2030 13:00,0.448,0.673,0.759,0.448,0.673,0.759,0.084,0.348,0.348,0.448,0.673,0.759,0.084,0.348,0.348
02/01/2030 14:00,0.395,0.689,0.759,0.395,0.689,0.759,0.089,0.327,0.327,0.395,0.689,0.759,0.089,0.327,0.327
02/01/2030 15:00,0.247,0.668,0.762,0.247,0.668,0.762,0.093,0.317,0.317,0.247,0.668,0.762,0.093,0.317,0.317
02/01/2030 16:00,0.104,0.676,0.759,0.104,0.676,0.759,0.12,0.304,0.304,0.104,0.676,0.759,0.12,0.304,0.304
02/01/2030 17:00,0.014,0.668,0.753,0.014,0.668,0.753,0.22,0.315,0.315,0.014,0.668,0.753,0.22,0.315,0.315
02/01/2030 18:00,0,0.645,0.75,0,0.645,0.75,0.273,0.238,0.238,0,0.645,0.75,0.273,0.238,0.238
02/01/2030 19:00,0,0.625,0.733,0,0.625,0.733,0.263,0.324,0.324,0,0.625,0.733,0.263,0.324,0.324
02/01/2030 20:00,0,0.602,0.733,0,0.602,0.733,0.272,0.36,0.36,0,0.602,0.733,0.272,0.36,0.36
02/01/2030 21:00,0,0.518,0.698,0,0.518,0.698,0.204,0.275,0.275,0,0.518,0.698,0.204,0.275,0.275
02/01/2030 22:00,0,0.435,0.665,0,0.435,0.665,0.117,0.359,0.359,0,0.435,0.665,0.117,0.359,0.359
02/01/2030 23:00,0,0.421,0.652,0,0.421,0.652,0.112,0.397,0.397,0,0.421,0.652,0.112,0.397,0.397
03/01/2030 00:00,0,0.407,0.639,0,0.407,0.639,0.114,0.421,0.421,0,0.407,0.639,0.114,0.421,0.421
03/01/2030 01:00,0,0.402,0.62,0,0.402,0.62,0.123,0.454,0.454,0,0.402,0.62,0.123,0.454,0.454
03/01/2030 02:00,0,0.377,0.688,0,0.377,0.688,0.087,0.324,0.324,0,0.377,0.688,0.087,0.324,0.324
03/01/2030 03:00,0,0.36,0.623,0,0.36,0.623,0.082,0.322,0.322,0,0.36,0.623,0.082,0.322,0.322
03/01/2030 04:00,0,0.283,0.607,0,0.283,0.607,0.078,0.316,0.316,0,0.283,0.607,0.078,0.316,0.316
03/01/2030 05:00,0,0.248,0.52,0,0.248,0.52,0.081,0.298,0.298,0,0.248,0.52,0.081,0.298,0.298
03/01/2030 06:00,0,0.341,0.031,0,0.341,0.031,0.088,0.242,0.242,0,0.341,0.031,0.088,0.242,0.242
03/01/2030 07:00,0.029,0.406,0.546,0.029,0.406,0.546,0.08,0.385,0.385,0.029,0.406,0.546,0.08,0.385,0.385
03/01/2030 08:00,0.12,0.364,0.484,0.12,0.364,0.484,0.08,0.319,0.319,0.12,0.364,0.484,0.08,0.319,0.319
03/01/2030 09:00,0.279,0.39,0.559,0.279,0.39,0.559,0.088,0.389,0.389,0.279,0.39,0.559,0.088,0.389,0.389
03/01/2030 10:00,0.391,0.422,0.542,0.391,0.422,0.542,0.084,0.481,0.481,0.391,0.422,0.542,0.084,0.481,0.481
03/01/2030 11:00,0.457,0.47,0.627,0.457,0.47,0.627,0.091,0.501,0.501,0.457,0.47,0.627,0.091,0.501,0.501
03/01/2030 12:00,0.485,0.566,0.753,0.485,0.566,0.753,0.087,0.556,0.556,0.485,0.566,0.753,0.087,0.556,0.556
03/01/2030 13:00,0.464,0.543,0.743,0.464,0.543,0.743,0.103,0.428,0.428,0.464,0.543,0.743,0.103,0.428,0.428
03/01/2030 14:00,0.402,0.52,0.733,0.402,0.52,0.733,0.109,0.491,0.491,0.402,0.52,0.733,0.109,0.491,0.491
03/01/2030 15:00,0.248,0.585,0.753,0.248,0.585,0.753,0.114,0.552,0.552,0.248,0.585,0.753,0.114,0.552,0.552
03/01/2030 16:00,0.105,0.565,0.727,0.105,0.565,0.727,0.17,0.522,0.522,0.105,0.565,0.727,0.17,0.522,0.522
03/01/2030 17:00,0.019,0.546,0.701,0.019,0.546,0.701,0.2,0.436,0.436,0.019,0.546,0.701,0.2,0.436,0.436
03/01/2030 18:00,0,0.508,0.688,0,0.508,0.688,0.255,0.431,0.431,0,0.508,0.688,0.255,0.431,0.431
03/01/2030 19:00,0,0.432,0.606,0,0.432,0.606,0.257,0.446,0.446,0,0.432,0.606,0.257,0.446,0.446
03/01/2030 20:00,0,0.357,0.523,0,0.357,0.523,0.218,0.532,0.532,0,0.357,0.523,0.218,0.532,0.532
03/01/2030 21:00,0,0.267,0.458,0,0.267,0.458,0.148,0.487,0.487,0,0.267,0.458,0.148,0.487,0.487
03/01/2030 22:00,0,0.222,0.442,0,0.222,0.442,0.115,0.361,0.361,0,0.222,0.442,0.115,0.361,0.361
03/01/2030 23:00,0,0.201,0.436,0,0.201,0.436,0.101,0.334,0.334,0,0.201,0.436,0.101,0.334,0.334
04/01/2030 00:00,0,0.214,0.403,0,0.214,0.403,0.092,0.383,0.383,0,0.214,0.403,0.092,0.383,0.383
04/01/2030 01:00,0,0.19,0.377,0,0.19,0.377,0.076,0.345,0.345,0,0.19,0.377,0.076,0.345,0.345
04/01/2030 02:00,0,0.174,0.403,0,0.174,0.403,0.07,0.323,0.323,0,0.174,0.403,0.07,0.323,0.323
04/01/2030 03:00,0,0.229,0.51,0,0.229,0.51,0.071,0.32,0.32,0,0.229,0.51,0.071,0.32,0.32
04/01/2030 04:00,0,0.252,0.394,0,0.252,0.394,0.074,0.322,0.322,0,0.252,0.394,0.074,0.322,0.322
04/01/2030 05:00,0,0.296,0.523,0,0.296,0.523,0.07,0.312,0.312,0,0.296,0.523,0.07,0.312,0.312
04/01/2030 06:00,0,0.343,0.565,0,0.343,0.565,0.071,0.31,0.31,0,0.343,0.565,0.071,0.31,0.31
04/01/2030 07:00,0.03,0.292,0.578,0.03,0.292,0.578,0.069,0.323,0.323,0.03,0.292,0.578,0.069,0.323,0.323
04/01/2030 08:00,0.124,0.315,0.62,0.124,0.315,0.62,0.078,0.341,0.341,0.124,0.315,0.62,0.078,0.341,0.341
04/01/2030 09:00,0.244,0.338,0.51,0.244,0.338,0.51,0.077,0.285,0.285,0.244,0.338,0.51,0.077,0.285,0.285
04/01/2030 10:00,0.35,0.338,0.549,0.35,0.338,0.549,0.071,0.37,0.37,0.35,0.338,0.549,0.071,0.37,0.37
04/01/2030 11:00,0.436,0.4,0.529,0.436,0.4,0.529,0.074,0.443,0.443,0.436,0.4,0.529,0.074,0.443,0.443
04/01/2030 12:00,0.474,0.489,0.649,0.474,0.489,0.649,0.081,0.451,0.451,0.474,0.489,0.649,0.081,0.451,0.451
04/01/2030 13:00,0.453,0.551,0.733,0.453,0.551,0.733,0.093,0.485,0.485,0.453,0.551,0.733,0.093,0.485,0.485
04/01/2030 14:00,0.396,0.545,0.72,0.396,0.545,0.72,0.103,0.496,0.496,0.396,0.545,0.72,0.103,0.496,0.496
04/01/2030 15:00,0.32,0.544,0.72,0.32,0.544,0.72,0.106,0.516,0.516,0.32,0.544,0.72,0.106,0.516,0.516
04/01/2030 16:00,0.125,0.544,0.72,0.125,0.544,0.72,0.144,0.558,0.558,0.125,0.544,0.72,0.144,0.558,0.558
04/01/2030 17:00,0.021,0.543,0.72,0.021,0.543,0.72,0.236,0.441,0.441,0.021,0.543,0.72,0.236,0.441,0.441
04/01/2030 18:00,0.001,0.427,0.63,0.001,0.427,0.63,0.248,0.441,0.441,0.001,0.427,0.63,0.248,0.441,0.441
04/01/2030 19:00,0,0.311,0.539,0,0.311,0.539,0.25,0.486,0.486,0,0.311,0.539,0.25,0.486,0.486
04/01/2030 20:00,0,0.225,0.416,0,0.225,0.416,0.183,0.496,0.496,0,0.225,0.416,0.183,0.496,0.496
04/01/2030 21:00,0,0.273,0.465,0,0.273,0.465,0.138,0.425,0.425,0,0.273,0.465,0.138,0.425,0.425
04/01/2030 22:00,0,0.298,0.432,0,0.298,0.432,0.158,0.397,0.397,0,0.298,0.432,0.158,0.397,0.397
04/01/2030 23:00,0,0.182,0.445,0,0.182,0.445,0.134,0.27,0.27,0,0.182,0.445,0.134,0.27,0.27
05/01/2030 00:00,0,0.093,0.212,0,0.093,0.212,0.121,0.312,0.312,0,0.093,0.212,0.121,0.312,0.312
05/01/2030 01:00,0,0.093,0.109,0,0.093,0.109,0.101,0.323,0.323,0,0.093,0.109,0.101,0.323,0.323
05/01/2030 02:00,0,0.072,0.131,0,0.072,0.131,0.087,0.334,0.334,0,0.072,0.131,0.087,0.334,0.334
05/01/2030 03:00,0,0.072,0.122,0,0.072,0.122,0.085,0.316,0.316,0,0.072,0.122,0.085,0.316,0.316
05/01/2030 04:00,0,0.04,0.067,0,0.04,0.067,0.075,0.322,0.322,0,0.04,0.067,0.075,0.322,0.322
05/01/2030 05:00,0,0.019,0.076,0,0.019,0.076,0.075,0.325,0.325,0,0.019,0.076,0.075,0.325,0.325
05/01/2030 06:00,0,0.046,0.07,0,0.046,0.07,0.085,0.309,0.309,0,0.046,0.07,0.085,0.309,0.309
05/01/2030 07:00,0.007,0.029,0.073,0.007,0.029,0.073,0.089,0.379,0.379,0.007,0.029,0.073,0.089,0.379,0.379
05/01/2030 08:00,0.02,0.044,0.031,0.02,0.044,0.031,0.096,0.401,0.401,0.02,0.044,0.031,0.096,0.401,0.401
05/01/2030 09:00,0.1,0.15,0.28,0.1,0.15,0.28,0.122,0.437,0.437,0.1,0.15,0.28,0.122,0.437,0.437
05/01/2030 10:00,0.154,0.225,0.293,0.154,0.225,0.293,0.125,0.399,0.399,0.154,0.225,0.293,0.125,0.399,0.399
05/01/2030 11:00,0.218,0.208,0.241,0.218,0.208,0.241,0.102,0.433,0.433,0.218,0.208,0.241,0.102,0.433,0.433
05/01/2030 12:00,0.254,0.174,0.219,0.254,0.174,0.219,0.091,0.475,0.475,0.254,0.174,0.219,0.091,0.475,0.475
05/01/2030 13:00,0.259,0.097,0.232,0.259,0.097,0.232,0.107,0.342,0.342,0.259,0.097,0.232,0.107,0.342,0.342
05/01/2030 14:00,0.238,0.279,0.371,0.238,0.279,0.371,0.108,0.363,0.363,0.238,0.279,0.371,0.108,0.363,0.363
05/01/2030 15:00,0.126,0.202,0.277,0.126,0.202,0.277,0.121,0.457,0.457,0.126,0.202,0.277,0.121,0.457,0.457
05/01/2030 16:00,0.075,0.224,0.351,0.075,0.224,0.351,0.165,0.46,0.46,0.075,0.224,0.351,0.165,0.46,0.46
05/01/2030 17:00,0.011,0.298,0.406,0.011,0.298,0.406,0.233,0.486,0.486,0.011,0.298,0.406,0.233,0.486,0.486
05/01/2030 18:00,0,0.254,0.377,0,0.254,0.377,0.27,0.468,0.468,0,0.254,0.377,0.27,0.468,0.468
05/01/2030 19:00,0,0.146,0.28,0,0.146,0.28,0.264,0.435,0.435,0,0.146,0.28,0.264,0.435,0.435
05/01/2030 20:00,0,0.109,0.245,0,0.109,0.245,0.255,0.442,0.442,0,0.109,0.245,0.255,0.442,0.442
05/01/2030 21:00,0,0.135,0.216,0,0.135,0.216,0.216,0.438,0.438,0,0.135,0.216,0.216,0.438,0.438
05/01/2030 22:00,0,0.141,0.267,0,0.141,0.267,0.128,0.334,0.334,0,0.141,0.267,0.128,0.334,0.334
05/01/2030 23:00,0,0.125,0.283,0,0.125,0.283,0.106,0.282,0.282,0,0.125,0.283,0.106,0.282,0.282
06/01/2030 00:00,0,0.124,0.342,0,0.124,0.342,0.095,0.319,0.319,0,0.124,0.342,0.095,0.319,0.319
06/01/2030 01:00,0,0.274,0.572,0,0.274,0.572,0.091,0.309,0.309,0,0.274,0.572,0.091,0.309,0.309
06/01/2030 02:00,0,0.453,0.649,0,0.453,0.649,0.088,0.302,0.302,0,0.453,0.649,0.088,0.302,0.302
06/01/2030 03:00,0,0.55,0.716,0,0.55,0.716,0.086,0.316,0.316,0,0.55,0.716,0.086,0.316,0.316
06/01/2030 04:00,0,0.647,0.782,0,0.647,0.782,0.087,0.308,0.308,0,0.647,0.782,0.087,0.308,0.308
06/01/2030 05:00,0,0.721,0.779,0,0.721,0.779,0.081,0.312,0.312,0,0.721,0.779,0.081,0.312,0.312
06/01/2030 06:00,0,0.742,0.788,0,0.742,0.788,0.085,0.309,0.309,0,0.742,0.788,0.085,0.309,0.309
06/01/2030 07:00,0.025,0.702,0.785,0.025,0.702,0.785,0.085,0.345,0.345,0.025,0.702,0.785,0.085,0.345,0.345
06/01/2030 08:00,0.104,0.695,0.798,0.104,0.695,0.798,0.108,0.355,0.355,0.104,0.695,0.798,0.108,0.355,0.355
06/01/2030 09:00,0.182,0.688,0.798,0.182,0.688,0.798,0.127,0.364,0.364,0.182,0.688,0.798,0.127,0.364,0.364
06/01/2030 10:00,0.218,0.701,0.798,0.218,0.701,0.798,0.138,0.34,0.34,0.218,0.701,0.798,0.138,0.34,0.34
06/01/2030 11:00,0.299,0.618,0.798,0.299,0.618,0.798,0.109,0.449,0.449,0.299,0.618,0.798,0.109,0.449,0.449
06/01/2030 12:00,0.296,0.682,0.811,0.296,0.682,0.811,0.103,0.489,0.489,0.296,0.682,0.811,0.103,0.489,0.489
06/01/2030 13:00,0.255,0.696,0.814,0.255,0.696,0.814,0.102,0.481,0.481,0.255,0.696,0.814,0.102,0.481,0.481
06/01/2030 14:00,0.154,0.695,0.811,0.154,0.695,0.811,0.108,0.525,0.525,0.154,0.695,0.811,0.108,0.525,0.525
06/01/2030 15:00,0.094,0.694,0.808,0.094,0.694,0.808,0.103,0.533,0.533,0.094,0.694,0.808,0.103,0.533,0.533
06/01/2030 16:00,0.035,0.697,0.811,0.035,0.697,0.811,0.172,0.49,0.49,0.035,0.697,0.811,0.172,0.49,0.49
06/01/2030 17:00,0.006,0.69,0.811,0.006,0.69,0.811,0.224,0.465,0.465,0.006,0.69,0.811,0.224,0.465,0.465
06/01/2030 18:00,0,0.673,0.814,0,0.673,0.814,0.261,0.453,0.453,0,0.673,0.814,0.261,0.453,0.453
06/01/2030 19:00,0,0.678,0.814,0,0.678,0.814,0.259,0.471,0.471,0,0.678,0.814,0.259,0.471,0.471
06/01/2030 20:00,0,0.673,0.798,0,0.673,0.798,0.261,0.446,0.446,0,0.673,0.798,0.261,0.446,0.446
06/01/2030 21:00,0,0.618,0.806,0,0.618,0.806,0.189,0.424,0.424,0,0.618,0.806,0.189,0.424,0.424
06/01/2030 22:00,0,0.563,0.814,0,0.563,0.814,0.135,0.428,0.428,0,0.563,0.814,0.135,0.428,0.428
06/01/2030 23:00,0,0.573,0.813,0,0.573,0.813,0.11,0.399,0.399,0,0.573,0.813,0.11,0.399,0.399
07/01/2030 00:00,0,0.583,0.811,0,0.583,0.811,0.134,0.368,0.368,0,0.583,0.811,0.134,0.368,0.368
07/01/2030 01:00,0,0.521,0.805,0,0.521,0.805,0.112,0.328,0.328,0,0.521,0.805,0.112,0.328,0.328
07/01/2030 02:00,0,0.593,0.798,0,0.593,0.798,0.082,0.309,0.309,0,0.593,0.798,0.082,0.309,0.309
07/01/2030 03:00,0,0.595,0.798,0,0.595,0.798,0.081,0.3,0.3,0,0.595,0.798,0.081,0.3,0.3
07/01/2030 04:00,0,0.621,0.782,0,0.621,0.782,0.08,0.294,0.294,0,0.621,0.782,0.08,0.294,0.294
07/01/2030 05:00,0,0.502,0.779,0,0.502,0.779,0.081,0.255,0.255,0,0.502,0.779,0.081,0.255,0.255
07/01/2030 06:00,0,0.523,0.782,0,0.523,0.782,0.083,0.288,0.288,0,0.523,0.782,0.083,0.288,0.288
07/01/2030 07:00,0.015,0.582,0.772,0.015,0.582,0.772,0.086,0.366,0.366,0.015,0.582,0.772,0.086,0.366,0.366
07/01/2030 08:00,0.035,0.508,0.031,0.035,0.508,0.031,0.092,0.418,0.418,0.035,0.508,0.031,0.092,0.418,0.418
07/01/2030 09:00,0.094,0.634,0.775,0.094,0.634,0.775,0.127,0.4,0.4,0.094,0.634,0.775,0.127,0.4,0.4
07/01/2030 10:00,0.236,0.615,0.779,0.236,0.615,0.779,0.145,0.5,0.5,0.236,0.615,0.779,0.145,0.5,0.5
07/01/2030 11:00,0.274,0.622,0.785,0.274,0.622,0.785,0.149,0.516,0.516,0.274,0.622,0.785,0.149,0.516,0.516
07/01/2030 12:00,0.322,0.659,0.782,0.322,0.659,0.782,0.105,0.513,0.513,0.322,0.659,0.782,0.105,0.513,0.513
07/01/2030 13:00,0.312,0.652,0.798,0.312,0.652,0.798,0.115,0.486,0.486,0.312,0.652,0.798,0.115,0.486,0.486
07/01/2030 14:00,0.261,0.665,0.798,0.261,0.665,0.798,0.128,0.492,0.492,0.261,0.665,0.798,0.128,0.492,0.492
07/01/2030 15:00,0.199,0.652,0.798,0.199,0.652,0.798,0.141,0.535,0.535,0.199,0.652,0.798,0.141,0.535,0.535
07/01/2030 16:00,0.14,0.658,0.798,0.14,0.658,0.798,0.165,0.581,0.581,0.14,0.658,0.798,0.165,0.581,0.581
07/01/2030 17:00,0.011,0.646,0.795,0.011,0.646,0.795,0.248,0.474,0.474,0.011,0.646,0.795,0.248,0.474,0.474
07/01/2030 18:00,0,0.642,0.788,0,0.642,0.788,0.324,0.449,0.449,0,0.642,0.788,0.324,0.449,0.449
07/01/2030 19:00,0,0.638,0.795,0,0.638,0.795,0.291,0.465,0.465,0,0.638,0.795,0.291,0.465,0.465
07/01/2030 20:00,0,0.637,0.782,0,0.637,0.782,0.242,0.401,0.401,0,0.637,0.782,0.242,0.401,0.401
07/01/2030 21:00,0,0.685,0.779,0,0.685,0.779,0.196,0.472,0.472,0,0.685,0.779,0.196,0.472,0.472
07/01/2030 22:00,0.00E+00,0.686,0.782,0,0.686,0.782,0.123,0.352,0.352,0,0.686,0.782,0.123,0.352,0.352
07/01/2030 23:00,0,0.644,0.782,0,0.644,0.782,0.109,0.328,0.328,0,0.644,0.782,0.109,0.328,0.328
08/01/2030 00:00,0,0.602,0.782,0,0.602,0.782,0.104,0.315,0.315,0,0.602,0.782,0.104,0.315,0.315
08/01/2030 01:00,0,0.465,0.743,0,0.465,0.743,0.101,0.316,0.316,0,0.465,0.743,0.101,0.316,0.316
08/01/2030 02:00,0,0.407,0.75,0,0.407,0.75,0.094,0.296,0.296,0,0.407,0.75,0.094,0.296,0.296
08/01/2030 03:00,0,0.352,0.665,0,0.352,0.665,0.096,0.301,0.301,0,0.352,0.665,0.096,0.301,0.301
08/01/2030 04:00,0,0.449,0.714,0,0.449,0.714,0.093,0.301,0.301,0,0.449,0.714,0.093,0.301,0.301
08/01/2030 05:00,0,0.534,0.685,0,0.534,0.685,0.088,0.305,0.305,0,0.534,0.685,0.088,0.305,0.305
08/01/2030 06:00,0,0.581,0.656,0,0.581,0.656,0.095,0.287,0.287,0,0.581,0.656,0.095,0.287,0.287
08/01/2030 07:00,0.026,0.592,0.711,0.026,0.592,0.711,0.078,0.27,0.27,0.026,0.592,0.711,0.078,0.27,0.27
08/01/2030 08:00,0.138,0.605,0.756,0.138,0.605,0.756,0.108,0.204,0.204,0.138,0.605,0.756,0.108,0.204,0.204
08/01/2030 09:00,0.285,0.619,0.762,0.285,0.619,0.762,0.102,0.2,0.2,0.285,0.619,0.762,0.102,0.2,0.2
08/01/2030 10:00,0.396,0.619,0.775,0.396,0.619,0.775,0.074,0.24,0.24,0.396,0.619,0.775,0.074,0.24,0.24
08/01/2030 11:00,0.457,0.618,0.759,0.457,0.618,0.759,0.093,0.358,0.358,0.457,0.618,0.759,0.093,0.358,0.358
08/01/2030 12:00,0.477,0.665,0.782,0.477,0.665,0.782,0.099,0.282,0.282,0.477,0.665,0.782,0.099,0.282,0.282
08/01/2030 13:00,0.447,0.665,0.779,0.447,0.665,0.779,0.106,0.238,0.238,0.447,0.665,0.779,0.106,0.238,0.238
08/01/2030 14:00,0.401,0.673,0.775,0.401,0.673,0.775,0.093,0.297,0.297,0.401,0.673,0.775,0.093,0.297,0.297
08/01/2030 15:00,0.246,0.68,0.772,0.246,0.68,0.772,0.089,0.338,0.338,0.246,0.68,0.772,0.089,0.338,0.338
08/01/2030 16:00,0.124,0.675,0.782,0.124,0.675,0.782,0.089,0.37,0.37,0.124,0.675,0.782,0.089,0.37,0.37
08/01/2030 17:00,0.024,0.594,0.759,0.024,0.594,0.759,0.106,0.29,0.29,0.024,0.594,0.759,0.106,0.29,0.29
08/01/2030 18:00,0,0.53,0.73,0,0.53,0.73,0.183,0.284,0.284,0,0.53,0.73,0.183,0.284,0.284
08/01/2030 19:00,0,0.547,0.756,0,0.547,0.756,0.181,0.346,0.346,0,0.547,0.756,0.181,0.346,0.346
08/01/2030 20:00,0,0.491,0.727,0,0.491,0.727,0.171,0.233,0.233,0,0.491,0.727,0.171,0.233,0.233
08/01/2030 21:00,0,0.385,0.682,0,0.385,0.682,0.144,0.275,0.275,0,0.385,0.682,0.144,0.275,0.275
08/01/2030 22:00,0.00E+00,0.388,0.633,0,0.388,0.633,0.127,0.317,0.317,0,0.388,0.633,0.127,0.317,0.317
08/01/2030 23:00,0,0.354,0.61,0,0.354,0.61,0.107,0.313,0.313,0,0.354,0.61,0.107,0.313,0.313
09/01/2030 00:00,0,0.351,0.552,0,0.351,0.552,0.092,0.344,0.344,0,0.351,0.552,0.092,0.344,0.344
09/01/2030 01:00,0,0.269,0.565,0,0.269,0.565,0.096,0.331,0.331,0,0.269,0.565,0.096,0.331,0.331
09/01/2030 02:00,0,0.295,0.542,0,0.295,0.542,0.078,0.341,0.341,0,0.295,0.542,0.078,0.341,0.341
09/01/2030 03:00,0,0.288,0.542,0,0.288,0.542,0.077,0.302,0.302,0,0.288,0.542,0.077,0.302,0.302
09/01/2030 04:00,0,0.224,0.504,0,0.224,0.504,0.082,0.292,0.292,0,0.224,0.504,0.082,0.292,0.292
09/01/2030 05:00,0,0.192,0.452,0,0.192,0.452,0.083,0.317,0.317,0,0.192,0.452,0.083,0.317,0.317
09/01/2030 06:00,0.002,0.224,0.031,0.002,0.224,0.031,0.076,0.292,0.292,0.002,0.224,0.031,0.076,0.292,0.292
09/01/2030 07:00,0.015,0.218,0.423,0.015,0.218,0.423,0.077,0.273,0.273,0.015,0.218,0.423,0.077,0.273,0.273
09/01/2030 08:00,0.145,0.177,0.436,0.145,0.177,0.436,0.073,0.27,0.27,0.145,0.177,0.436,0.073,0.27,0.27
09/01/2030 09:00,0.282,0.202,0.4,0.282,0.202,0.4,0.067,0.27,0.27,0.282,0.202,0.4,0.067,0.27,0.27
