timestep,TWN-Solar-2030_endo,TWN-OnshoreWind-2030_endo,TWN-OffshoreWind-2030_endo,TWN-Solar-2030_exo,TWN-OnshoreWind-2030_exo,TWN-OffshoreWind-2030_exo,TWN-Hydro-2030_exo,TWN-CoGen_coal-2030_exo,TWN-CoGen_biogas_waste-2030_exo,TWN-Solar-2024active_exo,TWN-OnshoreWind-2024active_exo,TWN-OffshoreWind-2024active_exo,TWN-Hydro-2024active_exo,TWN-CoGen_coal-2024active_exo,TWN-CoGen_biogas_waste-2024active_exo
12/02/2030 23:00,0,0.528,0.834,0,0.528,0.834,0.27,0.552,0.552,0,0.528,0.834,0.27,0.552,0.552
13/02/2030 00:00,0,0.505,0.737,0,0.505,0.737,0.254,0.524,0.524,0,0.505,0.737,0.254,0.524,0.524
13/02/2030 01:00,0,0.398,0.678,0,0.398,0.678,0.221,0.601,0.601,0,0.398,0.678,0.221,0.601,0.601
13/02/2030 02:00,0,0.389,0.678,0,0.389,0.678,0.199,0.519,0.519,0,0.389,0.678,0.199,0.519,0.519
13/02/2030 03:00,0,0.381,0.627,0,0.381,0.627,0.178,0.471,0.471,0,0.381,0.627,0.178,0.471,0.471
13/02/2030 04:00,0,0.363,0.724,0,0.363,0.724,0.158,0.493,0.493,0,0.363,0.724,0.158,0.493,0.493
13/02/2030 05:00,0,0.449,0.762,0,0.449,0.762,0.171,0.5,0.5,0,0.449,0.762,0.171,0.5,0.5
13/02/2030 06:00,0.001,0.528,0.756,0.001,0.528,0.756,0.162,0.514,0.514,0.001,0.528,0.756,0.162,0.514,0.514
13/02/2030 07:00,0.04,0.432,0.827,0.04,0.432,0.827,0.153,0.445,0.445,0.04,0.432,0.827,0.153,0.445,0.445
13/02/2030 08:00,0.13,0.346,0.733,0.13,0.346,0.733,0.178,0.438,0.438,0.13,0.346,0.733,0.178,0.438,0.438
13/02/2030 09:00,0.236,0.318,0.313,0.236,0.318,0.313,0.185,0.369,0.369,0.236,0.318,0.313,0.185,0.369,0.369
13/02/2030 10:00,0.338,0.412,0.504,0.338,0.412,0.504,0.194,0.419,0.419,0.338,0.412,0.504,0.194,0.419,0.419
13/02/2030 11:00,0.397,0.482,0.552,0.397,0.482,0.552,0.224,0.422,0.422,0.397,0.482,0.552,0.224,0.422,0.422
13/02/2030 12:00,0.433,0.379,0.568,0.433,0.379,0.568,0.208,0.425,0.425,0.433,0.379,0.568,0.208,0.425,0.425
13/02/2030 13:00,0.374,0.387,0.546,0.374,0.387,0.546,0.217,0.469,0.469,0.374,0.387,0.546,0.217,0.469,0.469
13/02/2030 14:00,0.262,0.561,0.597,0.262,0.561,0.597,0.224,0.521,0.521,0.262,0.561,0.597,0.224,0.521,0.521
13/02/2030 15:00,0.173,0.613,0.639,0.173,0.613,0.639,0.292,0.513,0.513,0.173,0.613,0.639,0.292,0.513,0.513
13/02/2030 16:00,0.088,0.696,0.678,0.088,0.696,0.678,0.341,0.515,0.515,0.088,0.696,0.678,0.341,0.515,0.515
13/02/2030 17:00,0.02,0.704,0.675,0.02,0.704,0.675,0.331,0.54,0.54,0.02,0.704,0.675,0.331,0.54,0.54
13/02/2030 18:00,0.001,0.712,0.678,0.001,0.712,0.678,0.35,0.509,0.509,0.001,0.712,0.678,0.35,0.509,0.509
13/02/2030 19:00,0,0.668,0.675,0,0.668,0.675,0.357,0.392,0.392,0,0.668,0.675,0.357,0.392,0.392
13/02/2030 20:00,0,0.726,0.707,0,0.726,0.707,0.363,0.511,0.511,0,0.726,0.707,0.363,0.511,0.511
13/02/2030 21:00,0,0.722,0.821,0,0.722,0.821,0.349,0.4,0.4,0,0.722,0.821,0.349,0.4,0.4
13/02/2030 22:00,0,0.708,0.843,0,0.708,0.843,0.287,0.474,0.474,0,0.708,0.843,0.287,0.474,0.474
13/02/2030 23:00,0,0.738,0.031,0,0.738,0.031,0.236,0.458,0.458,0,0.738,0.031,0.236,0.458,0.458
14/02/2030 00:00,0,0.718,0.84,0,0.718,0.84,0.206,0.566,0.566,0,0.718,0.84,0.206,0.566,0.566
14/02/2030 01:00,0,0.685,0.84,0,0.685,0.84,0.202,0.476,0.476,0,0.685,0.84,0.202,0.476,0.476
14/02/2030 02:00,0,0.661,0.837,0,0.661,0.837,0.207,0.509,0.509,0,0.661,0.837,0.207,0.509,0.509
14/02/2030 03:00,0,0.549,0.75,0,0.549,0.75,0.196,0.501,0.501,0,0.549,0.75,0.196,0.501,0.501
14/02/2030 04:00,0,0.568,0.837,0,0.568,0.837,0.188,0.495,0.495,0,0.568,0.837,0.188,0.495,0.495
14/02/2030 05:00,0,0.658,0.837,0,0.658,0.837,0.21,0.444,0.444,0,0.658,0.837,0.21,0.444,0.444
14/02/2030 06:00,0,0.545,0.775,0,0.545,0.775,0.201,0.505,0.505,0,0.545,0.775,0.201,0.505,0.505
14/02/2030 07:00,0.02,0.7,0.801,0.02,0.7,0.801,0.236,0.513,0.513,0.02,0.7,0.801,0.236,0.513,0.513
14/02/2030 08:00,0.056,0.741,0.817,0.056,0.741,0.817,0.274,0.479,0.479,0.056,0.741,0.817,0.274,0.479,0.479
14/02/2030 09:00,0.099,0.708,0.821,0.099,0.708,0.821,0.305,0.642,0.642,0.099,0.708,0.821,0.305,0.642,0.642
14/02/2030 10:00,0.173,0.643,0.636,0.173,0.643,0.636,0.317,0.7,0.7,0.173,0.643,0.636,0.317,0.7,0.7
14/02/2030 11:00,0.221,0.66,0.646,0.221,0.66,0.646,0.307,0.628,0.628,0.221,0.66,0.646,0.307,0.628,0.628
14/02/2030 12:00,0.235,0.699,0.672,0.235,0.699,0.672,0.307,0.728,0.728,0.235,0.699,0.672,0.307,0.728,0.728
14/02/2030 13:00,0.238,0.721,0.675,0.238,0.721,0.675,0.378,0.736,0.736,0.238,0.721,0.675,0.378,0.736,0.736
14/02/2030 14:00,0.218,0.713,0.675,0.218,0.713,0.675,0.405,0.708,0.708,0.218,0.713,0.675,0.405,0.708,0.708
14/02/2030 15:00,0.198,0.706,0.675,0.198,0.706,0.675,0.419,0.876,0.876,0.198,0.706,0.675,0.419,0.876,0.876
14/02/2030 16:00,0.155,0.672,0.678,0.155,0.672,0.678,0.454,0.907,0.907,0.155,0.672,0.678,0.454,0.907,0.907
14/02/2030 17:00,0.055,0.661,0.675,0.055,0.661,0.675,0.486,0.838,0.838,0.055,0.661,0.675,0.486,0.838,0.838
14/02/2030 18:00,0.003,0.629,0.675,0.003,0.629,0.675,0.517,0.914,0.914,0.003,0.629,0.675,0.517,0.914,0.914
14/02/2030 19:00,0,0.562,0.84,0,0.562,0.84,0.52,0.695,0.695,0,0.562,0.84,0.52,0.695,0.695
14/02/2030 20:00,0,0.51,0.837,0,0.51,0.837,0.506,0.819,0.819,0,0.51,0.837,0.506,0.819,0.819
14/02/2030 21:00,0,0.589,0.843,0,0.589,0.843,0.504,0.745,0.745,0,0.589,0.843,0.504,0.745,0.745
14/02/2030 22:00,0,0.594,0.84,0,0.594,0.84,0.444,0.558,0.558,0,0.594,0.84,0.444,0.558,0.558
14/02/2030 23:00,0,0.508,0.805,0,0.508,0.805,0.408,0.515,0.515,0,0.508,0.805,0.408,0.515,0.515
15/02/2030 00:00,0,0.423,0.792,0,0.423,0.792,0.366,0.509,0.509,0,0.423,0.792,0.366,0.509,0.509
15/02/2030 01:00,0,0.279,0.737,0,0.279,0.737,0.352,0.514,0.514,0,0.279,0.737,0.352,0.514,0.514
15/02/2030 02:00,0,0.228,0.691,0,0.228,0.691,0.338,0.486,0.486,0,0.228,0.691,0.338,0.486,0.486
15/02/2030 03:00,0,0.227,0.688,0,0.227,0.688,0.329,0.508,0.508,0,0.227,0.688,0.329,0.508,0.508
15/02/2030 04:00,0,0.268,0.701,0,0.268,0.701,0.272,0.506,0.506,0,0.268,0.701,0.272,0.506,0.506
15/02/2030 05:00,0,0.265,0.756,0,0.265,0.756,0.257,0.466,0.466,0,0.265,0.756,0.257,0.466,0.466
15/02/2030 06:00,0.001,0.285,0.788,0.001,0.285,0.788,0.249,0.481,0.481,0.001,0.285,0.788,0.249,0.481,0.481
15/02/2030 07:00,0.035,0.257,0.717,0.035,0.257,0.717,0.245,0.548,0.548,0.035,0.257,0.717,0.245,0.548,0.548
15/02/2030 08:00,0.11,0.364,0.746,0.11,0.364,0.746,0.264,0.559,0.559,0.11,0.364,0.746,0.264,0.559,0.559
15/02/2030 09:00,0.218,0.454,0.601,0.218,0.454,0.601,0.286,0.456,0.456,0.218,0.454,0.601,0.286,0.456,0.456
15/02/2030 10:00,0.313,0.424,0.536,0.313,0.424,0.536,0.274,0.541,0.541,0.313,0.424,0.536,0.274,0.541,0.541
15/02/2030 11:00,0.356,0.531,0.568,0.356,0.531,0.568,0.267,0.713,0.713,0.356,0.531,0.568,0.267,0.713,0.713
15/02/2030 12:00,0.423,0.57,0.594,0.423,0.57,0.594,0.228,0.625,0.625,0.423,0.57,0.594,0.228,0.625,0.625
15/02/2030 13:00,0.416,0.602,0.649,0.416,0.602,0.649,0.24,0.629,0.629,0.416,0.602,0.649,0.24,0.629,0.629
15/02/2030 14:00,0.315,0.585,0.656,0.315,0.585,0.656,0.255,0.695,0.695,0.315,0.585,0.656,0.255,0.695,0.695
15/02/2030 15:00,0.206,0.68,0.675,0.206,0.68,0.675,0.279,0.916,0.916,0.206,0.68,0.675,0.279,0.916,0.916
15/02/2030 16:00,0.098,0.726,0.678,0.098,0.726,0.678,0.306,0.881,0.881,0.098,0.726,0.678,0.306,0.881,0.881
15/02/2030 17:00,0.029,0.707,0.675,0.029,0.707,0.675,0.336,0.802,0.802,0.029,0.707,0.675,0.336,0.802,0.802
15/02/2030 18:00,0.001,0.653,0.675,0.001,0.653,0.675,0.363,0.753,0.753,0.001,0.653,0.675,0.363,0.753,0.753
15/02/2030 19:00,0,0.583,0.785,0,0.583,0.785,0.341,0.827,0.827,0,0.583,0.785,0.341,0.827,0.827
15/02/2030 20:00,0,0.468,0.031,0,0.468,0.031,0.337,0.853,0.853,0,0.468,0.031,0.337,0.853,0.853
15/02/2030 21:00,0,0.517,0.682,0,0.517,0.682,0.341,0.767,0.767,0,0.517,0.682,0.341,0.767,0.767
15/02/2030 22:00,0,0.549,0.72,0,0.549,0.72,0.317,0.481,0.481,0,0.549,0.72,0.317,0.481,0.481
15/02/2030 23:00,0,0.551,0.808,0,0.551,0.808,0.296,0.467,0.467,0,0.551,0.808,0.296,0.467,0.467
16/02/2030 00:00,0,0.458,0.85,0,0.458,0.85,0.279,0.532,0.532,0,0.458,0.85,0.279,0.532,0.532
16/02/2030 01:00,0,0.455,0.847,0,0.455,0.847,0.267,0.46,0.46,0,0.455,0.847,0.267,0.46,0.46
16/02/2030 02:00,0,0.532,0.83,0,0.532,0.83,0.277,0.629,0.629,0,0.532,0.83,0.277,0.629,0.629
16/02/2030 03:00,0,0.595,0.853,0,0.595,0.853,0.297,0.431,0.431,0,0.595,0.853,0.297,0.431,0.431
16/02/2030 04:00,0,0.622,0.824,0,0.622,0.824,0.242,0.564,0.564,0,0.622,0.824,0.242,0.564,0.564
16/02/2030 05:00,0,0.616,0.853,0,0.616,0.853,0.244,0.427,0.427,0,0.616,0.853,0.244,0.427,0.427
16/02/2030 06:00,0.001,0.508,0.733,0.001,0.508,0.733,0.283,0.486,0.486,0.001,0.508,0.733,0.283,0.486,0.486
16/02/2030 07:00,0.046,0.472,0.785,0.046,0.472,0.785,0.267,0.492,0.492,0.046,0.472,0.785,0.267,0.492,0.492
16/02/2030 08:00,0.184,0.435,0.743,0.184,0.435,0.743,0.259,0.433,0.433,0.184,0.435,0.743,0.259,0.433,0.433
16/02/2030 09:00,0.336,0.341,0.539,0.336,0.341,0.539,0.27,0.492,0.492,0.336,0.341,0.539,0.27,0.492,0.492
16/02/2030 10:00,0.46,0.613,0.649,0.46,0.613,0.649,0.34,0.533,0.533,0.46,0.613,0.649,0.34,0.533,0.533
16/02/2030 11:00,0.53,0.658,0.675,0.53,0.658,0.675,0.348,0.612,0.612,0.53,0.658,0.675,0.348,0.612,0.612
16/02/2030 12:00,0.558,0.623,0.678,0.558,0.623,0.678,0.23,0.644,0.644,0.558,0.623,0.678,0.23,0.644,0.644
16/02/2030 13:00,0.541,0.67,0.678,0.541,0.67,0.678,0.336,0.602,0.602,0.541,0.67,0.678,0.336,0.602,0.602
16/02/2030 14:00,0.483,0.681,0.675,0.483,0.681,0.675,0.342,0.616,0.616,0.483,0.681,0.675,0.342,0.616,0.616
16/02/2030 15:00,0.347,0.684,0.675,0.347,0.684,0.675,0.31,0.878,0.878,0.347,0.684,0.675,0.31,0.878,0.878
16/02/2030 16:00,0.223,0.687,0.675,0.223,0.687,0.675,0.37,1,1,0.223,0.687,0.675,0.37,1,1
16/02/2030 17:00,0.057,0.677,0.675,0.057,0.677,0.675,0.4,0.881,0.881,0.057,0.677,0.675,0.4,0.881,0.881
16/02/2030 18:00,0.002,0.647,0.678,0.002,0.647,0.678,0.441,0.866,0.866,0.002,0.647,0.678,0.441,0.866,0.866
16/02/2030 19:00,0,0.651,0.847,0,0.651,0.847,0.427,0.892,0.892,0,0.651,0.847,0.427,0.892,0.892
16/02/2030 20:00,0,0.583,0.866,0,0.583,0.866,0.45,0.854,0.854,0,0.583,0.866,0.45,0.854,0.854
16/02/2030 21:00,0,0.516,0.827,0,0.516,0.827,0.452,0.593,0.593,0,0.516,0.827,0.452,0.593,0.593
16/02/2030 22:00,0,0.437,0.75,0,0.437,0.75,0.405,0.508,0.508,0,0.437,0.75,0.405,0.508,0.508
16/02/2030 23:00,0,0.408,0.788,0,0.408,0.788,0.28,0.508,0.508,0,0.408,0.788,0.28,0.508,0.508
17/02/2030 00:00,0,0.258,0.701,0,0.258,0.701,0.265,0.465,0.465,0,0.258,0.701,0.265,0.465,0.465
17/02/2030 01:00,0,0.209,0.445,0,0.209,0.445,0.266,0.561,0.561,0,0.209,0.445,0.266,0.561,0.561
17/02/2030 02:00,0,0.505,0.798,0,0.505,0.798,0.245,0.531,0.531,0,0.505,0.798,0.245,0.531,0.531
17/02/2030 03:00,0,0.34,0.753,0,0.34,0.753,0.252,0.46,0.46,0,0.34,0.753,0.252,0.46,0.46
17/02/2030 04:00,0,0.189,0.546,0,0.189,0.546,0.256,0.444,0.444,0,0.189,0.546,0.256,0.444,0.444
17/02/2030 05:00,0,0.327,0.698,0,0.327,0.698,0.242,0.432,0.432,0,0.327,0.698,0.242,0.432,0.432
17/02/2030 06:00,0.002,0.683,0.805,0.002,0.683,0.805,0.237,0.369,0.369,0.002,0.683,0.805,0.237,0.369,0.369
17/02/2030 07:00,0.052,0.709,0.811,0.052,0.709,0.811,0.244,0.407,0.407,0.052,0.709,0.811,0.244,0.407,0.407
17/02/2030 08:00,0.139,0.656,0.753,0.139,0.656,0.753,0.273,0.374,0.374,0.139,0.656,0.753,0.273,0.374,0.374
17/02/2030 09:00,0.257,0.578,0.62,0.257,0.578,0.62,0.305,0.52,0.52,0.257,0.578,0.62,0.305,0.52,0.52
17/02/2030 10:00,0.331,0.646,0.623,0.331,0.646,0.623,0.348,0.593,0.593,0.331,0.646,0.623,0.348,0.593,0.593
17/02/2030 11:00,0.275,0.711,0.675,0.275,0.711,0.675,0.332,0.668,0.668,0.275,0.711,0.675,0.332,0.668,0.668
17/02/2030 12:00,0.185,0.731,0.678,0.185,0.731,0.678,0.279,0.667,0.667,0.185,0.731,0.678,0.279,0.667,0.667
17/02/2030 13:00,0.209,0.725,0.675,0.209,0.725,0.675,0.33,0.546,0.546,0.209,0.725,0.675,0.33,0.546,0.546
17/02/2030 14:00,0.199,0.652,0.675,0.199,0.652,0.675,0.266,0.648,0.648,0.199,0.652,0.675,0.266,0.648,0.648
17/02/2030 15:00,0.121,0.625,0.665,0.121,0.625,0.665,0.234,0.788,0.788,0.121,0.625,0.665,0.234,0.788,0.788
17/02/2030 16:00,0.059,0.641,0.675,0.059,0.641,0.675,0.266,0.888,0.888,0.059,0.641,0.675,0.266,0.888,0.888
17/02/2030 17:00,0.016,0.688,0.031,0.016,0.688,0.031,0.347,0.736,0.736,0.016,0.688,0.031,0.347,0.736,0.736
17/02/2030 18:00,0.001,0.642,0.659,0.001,0.642,0.659,0.384,0.748,0.748,0.001,0.642,0.659,0.384,0.748,0.748
17/02/2030 19:00,0,0.678,0.885,0,0.678,0.885,0.368,0.846,0.846,0,0.678,0.885,0.368,0.846,0.846
17/02/2030 20:00,0,0.678,0.834,0,0.678,0.834,0.39,0.761,0.761,0,0.678,0.834,0.39,0.761,0.761
17/02/2030 21:00,0,0.712,0.808,0,0.712,0.808,0.356,0.705,0.705,0,0.712,0.808,0.356,0.705,0.705
17/02/2030 22:00,0,0.706,0.814,0,0.706,0.814,0.333,0.62,0.62,0,0.706,0.814,0.333,0.62,0.62
17/02/2030 23:00,0,0.627,0.827,0,0.627,0.827,0.258,0.462,0.462,0,0.627,0.827,0.258,0.462,0.462
18/02/2030 00:00,0,0.679,0.872,0,0.679,0.872,0.242,0.452,0.452,0,0.679,0.872,0.242,0.452,0.452
18/02/2030 01:00,0,0.703,0.869,0,0.703,0.869,0.235,0.458,0.458,0,0.703,0.869,0.235,0.458,0.458
18/02/2030 02:00,0,0.701,0.837,0,0.701,0.837,0.204,0.507,0.507,0,0.701,0.837,0.204,0.507,0.507
18/02/2030 03:00,0,0.698,0.837,0,0.698,0.837,0.204,0.499,0.499,0,0.698,0.837,0.204,0.499,0.499
18/02/2030 04:00,0,0.695,0.837,0,0.695,0.837,0.198,0.486,0.486,0,0.695,0.837,0.198,0.486,0.486
18/02/2030 05:00,0,0.699,0.856,0,0.699,0.856,0.204,0.453,0.453,0,0.699,0.856,0.204,0.453,0.453
18/02/2030 06:00,0,0.69,0.882,0,0.69,0.882,0.263,0.381,0.381,0,0.69,0.882,0.263,0.381,0.381
18/02/2030 07:00,0.014,0.652,0.876,0.014,0.652,0.876,0.277,0.478,0.478,0.014,0.652,0.876,0.277,0.478,0.478
18/02/2030 08:00,0.064,0.524,0.889,0.064,0.524,0.889,0.287,0.609,0.609,0.064,0.524,0.889,0.287,0.609,0.609
18/02/2030 09:00,0.218,0.126,0.374,0.218,0.126,0.374,0.268,0.38,0.38,0.218,0.126,0.374,0.268,0.38,0.38
18/02/2030 10:00,0.374,0.248,0.572,0.374,0.248,0.572,0.264,0.445,0.445,0.374,0.248,0.572,0.264,0.445,0.445
18/02/2030 11:00,0.451,0.571,0.61,0.451,0.571,0.61,0.265,0.387,0.387,0.451,0.571,0.61,0.265,0.387,0.387
18/02/2030 12:00,0.467,0.53,0.643,0.467,0.53,0.643,0.279,0.544,0.544,0.467,0.53,0.643,0.279,0.544,0.544
18/02/2030 13:00,0.396,0.498,0.61,0.396,0.498,0.61,0.298,0.582,0.582,0.396,0.498,0.61,0.298,0.582,0.582
18/02/2030 14:00,0.345,0.51,0.591,0.345,0.51,0.591,0.276,0.598,0.598,0.345,0.51,0.591,0.276,0.598,0.598
18/02/2030 15:00,0.27,0.579,0.614,0.27,0.579,0.614,0.287,0.687,0.687,0.27,0.579,0.614,0.287,0.687,0.687
18/02/2030 16:00,0.159,0.577,0.643,0.159,0.577,0.643,0.322,0.696,0.696,0.159,0.577,0.643,0.322,0.696,0.696
18/02/2030 17:00,0.064,0.575,0.627,0.064,0.575,0.627,0.333,0.612,0.612,0.064,0.575,0.627,0.333,0.612,0.612
18/02/2030 18:00,0.002,0.567,0.817,0.002,0.567,0.817,0.386,0.746,0.746,0.002,0.567,0.817,0.386,0.746,0.746
18/02/2030 19:00,0,0.506,0.811,0,0.506,0.811,0.385,0.815,0.815,0,0.506,0.811,0.385,0.815,0.815
18/02/2030 20:00,0,0.493,0.617,0,0.493,0.617,0.385,0.735,0.735,0,0.493,0.617,0.385,0.735,0.735
18/02/2030 21:00,0,0.588,0.817,0,0.588,0.817,0.383,0.715,0.715,0,0.588,0.817,0.383,0.715,0.715
18/02/2030 22:00,0,0.496,0.727,0,0.496,0.727,0.327,0.482,0.482,0,0.496,0.727,0.327,0.482,0.482
18/02/2030 23:00,0,0.479,0.685,0,0.479,0.685,0.318,0.434,0.434,0,0.479,0.685,0.318,0.434,0.434
19/02/2030 00:00,0,0.555,0.83,0,0.555,0.83,0.274,0.487,0.487,0,0.555,0.83,0.274,0.487,0.487
19/02/2030 01:00,0,0.602,0.84,0,0.602,0.84,0.26,0.533,0.533,0,0.602,0.84,0.26,0.533,0.533
19/02/2030 02:00,0,0.568,0.775,0,0.568,0.775,0.245,0.455,0.455,0,0.568,0.775,0.245,0.455,0.455
19/02/2030 03:00,0,0.551,0.83,0,0.551,0.83,0.245,0.435,0.435,0,0.551,0.83,0.245,0.435,0.435
19/02/2030 04:00,0,0.54,0.623,0,0.54,0.623,0.249,0.388,0.388,0,0.54,0.623,0.249,0.388,0.388
19/02/2030 05:00,0,0.555,0.821,0,0.555,0.821,0.248,0.422,0.422,0,0.555,0.821,0.248,0.422,0.422
19/02/2030 06:00,0.001,0.608,0.85,0.001,0.608,0.85,0.259,0.425,0.425,0.001,0.608,0.85,0.259,0.425,0.425
19/02/2030 07:00,0.026,0.666,0.84,0.026,0.666,0.84,0.277,0.312,0.312,0.026,0.666,0.84,0.277,0.312,0.312
19/02/2030 08:00,0.088,0.637,0.837,0.088,0.637,0.837,0.254,0.342,0.342,0.088,0.637,0.837,0.254,0.342,0.342
19/02/2030 09:00,0.176,0.584,0.665,0.176,0.584,0.665,0.263,0.399,0.399,0.176,0.584,0.665,0.263,0.399,0.399
19/02/2030 10:00,0.219,0.668,0.675,0.219,0.668,0.675,0.246,0.364,0.364,0.219,0.668,0.675,0.246,0.364,0.364
19/02/2030 11:00,0.288,0.658,0.675,0.288,0.658,0.675,0.243,0.429,0.429,0.288,0.658,0.675,0.243,0.429,0.429
19/02/2030 12:00,0.293,0.659,0.675,0.293,0.659,0.675,0.259,0.466,0.466,0.293,0.659,0.675,0.259,0.466,0.466
19/02/2030 13:00,0.215,0.672,0.031,0.215,0.672,0.031,0.276,0.415,0.415,0.215,0.672,0.031,0.276,0.415,0.415
19/02/2030 14:00,0.142,0.675,0.675,0.142,0.675,0.675,0.241,0.425,0.425,0.142,0.675,0.675,0.241,0.425,0.425
19/02/2030 15:00,0.082,0.685,0.675,0.082,0.685,0.675,0.282,0.451,0.451,0.082,0.685,0.675,0.282,0.451,0.451
19/02/2030 16:00,0.03,0.655,0.675,0.03,0.655,0.675,0.344,0.439,0.439,0.03,0.655,0.675,0.344,0.439,0.439
19/02/2030 17:00,0.006,0.673,0.905,0.006,0.673,0.905,0.309,0.607,0.607,0.006,0.673,0.905,0.309,0.607,0.607
19/02/2030 18:00,0,0.663,0.876,0,0.663,0.876,0.349,0.411,0.411,0,0.663,0.876,0.349,0.411,0.411
19/02/2030 19:00,0,0.66,0.889,0,0.66,0.889,0.384,0.427,0.427,0,0.66,0.889,0.384,0.427,0.427
19/02/2030 20:00,0,0.665,0.872,0,0.665,0.872,0.389,0.499,0.499,0,0.665,0.872,0.389,0.499,0.499
19/02/2030 21:00,0,0.675,0.872,0,0.675,0.872,0.358,0.418,0.418,0,0.675,0.872,0.358,0.418,0.418
19/02/2030 22:00,0,0.672,0.866,0,0.672,0.866,0.343,0.488,0.488,0,0.672,0.866,0.343,0.488,0.488
19/02/2030 23:00,0,0.643,0.817,0,0.643,0.817,0.298,0.447,0.447,0,0.643,0.817,0.298,0.447,0.447
20/02/2030 00:00,0,0.477,0.659,0,0.477,0.659,0.29,0.346,0.346,0,0.477,0.659,0.29,0.346,0.346
20/02/2030 01:00,0,0.483,0.63,0,0.483,0.63,0.282,0.291,0.291,0,0.483,0.63,0.282,0.291,0.291
20/02/2030 02:00,0,0.49,0.597,0,0.49,0.597,0.306,0.36,0.36,0,0.49,0.597,0.306,0.36,0.36
20/02/2030 03:00,0,0.485,0.597,0,0.485,0.597,0.34,0.389,0.389,0,0.485,0.597,0.34,0.389,0.389
20/02/2030 04:00,0,0.487,0.601,0,0.487,0.601,0.289,0.461,0.461,0,0.487,0.601,0.289,0.461,0.461
20/02/2030 05:00,0,0.471,0.597,0,0.471,0.597,0.26,0.372,0.372,0,0.471,0.597,0.26,0.372,0.372
20/02/2030 06:00,0,0.483,0.614,0,0.483,0.614,0.268,0.386,0.386,0,0.483,0.614,0.268,0.386,0.386
20/02/2030 07:00,0.01,0.471,0.542,0.01,0.471,0.542,0.318,0.408,0.408,0.01,0.471,0.542,0.318,0.408,0.408
20/02/2030 08:00,0.033,0.462,0.578,0.033,0.462,0.578,0.379,0.405,0.405,0.033,0.462,0.578,0.379,0.405,0.405
20/02/2030 09:00,0.059,0.468,0.643,0.059,0.468,0.643,0.407,0.415,0.415,0.059,0.468,0.643,0.407,0.415,0.415
20/02/2030 10:00,0.09,0.46,0.397,0.09,0.46,0.397,0.487,0.272,0.272,0.09,0.46,0.397,0.487,0.272,0.272
20/02/2030 11:00,0.106,0.458,0.4,0.106,0.458,0.4,0.467,0.341,0.341,0.106,0.458,0.4,0.467,0.341,0.341
20/02/2030 12:00,0.108,0.461,0.436,0.108,0.461,0.436,0.497,0.421,0.421,0.108,0.461,0.436,0.497,0.421,0.421
20/02/2030 13:00,0.105,0.464,0.432,0.105,0.464,0.432,0.497,0.367,0.367,0.105,0.464,0.432,0.497,0.367,0.367
20/02/2030 14:00,0.084,0.457,0.436,0.084,0.457,0.436,0.494,0.436,0.436,0.084,0.457,0.436,0.494,0.436,0.436
20/02/2030 15:00,0.056,0.465,0.436,0.056,0.465,0.436,0.461,0.507,0.507,0.056,0.465,0.436,0.461,0.507,0.507
20/02/2030 16:00,0.029,0.467,0.5,0.029,0.467,0.5,0.47,0.464,0.464,0.029,0.467,0.5,0.47,0.464,0.464
20/02/2030 17:00,0.01,0.448,0.568,0.01,0.448,0.568,0.474,0.355,0.355,0.01,0.448,0.568,0.474,0.355,0.355
20/02/2030 18:00,0,0.582,0.656,0,0.582,0.656,0.465,0.489,0.489,0,0.582,0.656,0.465,0.489,0.489
20/02/2030 19:00,0,0.6,0.691,0,0.6,0.691,0.47,0.48,0.48,0,0.6,0.691,0.47,0.48,0.48
20/02/2030 20:00,0,0.598,0.717,0,0.598,0.717,0.488,0.361,0.361,0,0.598,0.717,0.488,0.361,0.361
20/02/2030 21:00,0,0.595,0.756,0,0.595,0.756,0.492,0.336,0.336,0,0.595,0.756,0.492,0.336,0.336
20/02/2030 22:00,0,0.581,0.843,0,0.581,0.843,0.462,0.471,0.471,0,0.581,0.843,0.462,0.471,0.471
20/02/2030 23:00,0,0.573,0.834,0,0.573,0.834,0.463,0.392,0.392,0,0.573,0.834,0.463,0.392,0.392
21/02/2030 00:00,0,0.485,0.866,0,0.485,0.866,0.483,0.474,0.474,0,0.485,0.866,0.483,0.474,0.474
21/02/2030 01:00,0,0.581,0.85,0,0.581,0.85,0.47,0.421,0.421,0,0.581,0.85,0.47,0.421,0.421
21/02/2030 02:00,0,0.575,0.847,0,0.575,0.847,0.484,0.456,0.456,0,0.575,0.847,0.484,0.456,0.456
21/02/2030 03:00,0,0.547,0.856,0,0.547,0.856,0.532,0.376,0.376,0,0.547,0.856,0.532,0.376,0.376
21/02/2030 04:00,0,0.513,0.847,0,0.513,0.847,0.457,0.435,0.435,0,0.513,0.847,0.457,0.435,0.435
21/02/2030 05:00,0,0.495,0.821,0,0.495,0.821,0.394,0.418,0.418,0,0.495,0.821,0.394,0.418,0.418
21/02/2030 06:00,0.001,0.542,0.84,0.001,0.542,0.84,0.311,0.332,0.332,0.001,0.542,0.84,0.311,0.332,0.332
21/02/2030 07:00,0.01,0.592,0.885,0.01,0.592,0.885,0.322,0.431,0.431,0.01,0.592,0.885,0.322,0.431,0.431
