,Bio-power-Bagasse-EA,Bio-power-Bagasse-NE,Bio-power-Bagasse-NO,Bio-power-Bagasse-SO,Bio-power-Bagasse-WE,Bio-power-Non-bagasse-EA,Bio-power-Non-bagasse-NE,Bio-power-Non-bagasse-NO,Bio-power-Non-bagasse-SO,Bio-power-Non-bagasse-WE,Bio-power-Waste-to-energy-EA,Bio-power-Waste-to-energy-NE,Bio-power-Waste-to-energy-NO,Bio-power-Waste-to-energy-SO,Bio-power-Waste-to-energy-WE,Bio-power-Waste-to-energy-off-grid-EA,Bio-power-Waste-to-energy-off-grid-NE,Bio-power-Waste-to-energy-off-grid-NO,Bio-power-Waste-to-energy-off-grid-SO,Bio-power-Waste-to-energy-off-grid-WE,Coal-EA,Coal-NE,Coal-NO,Coal-SO,Coal-WE,Hydro-EA,Hydro-NE,Hydro-NO,Hydro-SO,Hydro-WE,Nuclear-EA,Nuclear-NE,Nuclear-NO,Nuclear-SO,Nuclear-WE,Oil-Gas-EA,Oil-Gas-NE,Oil-Gas-NO,Oil-Gas-SO,Oil-Gas-WE,Small-Hydro-EA,Small-Hydro-NE,Small-Hydro-NO,Small-Hydro-SO,Small-Hydro-WE,Solar-GroundMounted-EA,Solar-GroundMounted-NE,Solar-GroundMounted-NO,Solar-GroundMounted-SO,Solar-GroundMounted-WE,Solar-Hybrid-solar-EA,Solar-Hybrid-solar-NO,Solar-Hybrid-solar-SO,Solar-Hybrid-solar-WE,Solar-Off-grid-EA,Solar-Off-grid-NE,Solar-Off-grid-NO,Solar-Off-grid-SO,Solar-Off-grid-WE,Solar-Roof-top-EA,Solar-Roof-top-NE,Solar-Roof-top-NO,Solar-Roof-top-SO,Solar-Roof-top-WE,Wind-EA,Wind-NE,Wind-NO,Wind-SO,Wind-WE
2063,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0695,0.3866,0.18066666666666667
2064,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1238,0.34516,0.1598
2065,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.197,0.29501999999999995,0.144
2066,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2576,0.24466000000000002,0.14053333333333332
2067,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.272,0.20229999999999998,0.13596666666666665
2068,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3415,0.17578,0.1369
2069,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0.000566667,0,0,0,0,0,0,0,0,0.000566667,0,0,0,0,0.000566667,0,0,0,0.5,0.5,0.3948,0.16736,0.13643333333333332
2070,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.0118,0.023799999999999998,0.0016,0.00116,0.00135,0.0118,0.0016,0.00116,0.00135,0.0118,0.023799999999999998,0.0016,0.00116,0.00135,0.0118,0.023799999999999998,0.0016,0.00116,0.00135,0.5,0.5,0.4192,0.16788,0.1413
2071,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.098575,0.11413333333333332,0.027871429,0.036,0.03155,0.098575,0.027871429,0.036,0.03155,0.098575,0.11413333333333332,0.027871429,0.036,0.03155,0.098575,0.11413333333333332,0.027871429,0.036,0.03155,0.5,0.5,0.4038,0.16722,0.14416666666666667
2072,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.26745,0.2444333333333333,0.1772857142857143,0.18538000000000002,0.16090000000000002,0.26745,0.1772857142857143,0.18538000000000002,0.16090000000000002,0.26745,0.2444333333333333,0.1772857142857143,0.18538000000000002,0.16090000000000002,0.26745,0.2444333333333333,0.1772857142857143,0.18538000000000002,0.16090000000000002,0.5,0.5,0.3383,0.09016,0.12786666666666666
2073,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.4421,0.37200000000000005,0.3573142857142857,0.37622,0.342275,0.4421,0.3573142857142857,0.37622,0.342275,0.4421,0.37200000000000005,0.3573142857142857,0.37622,0.342275,0.4421,0.37200000000000005,0.3573142857142857,0.37622,0.342275,0.5,0.5,0.158,0.07956,0.094466667
2074,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.5845,0.4700333333333333,0.5243857142857143,0.5498,0.508975,0.5845,0.5243857142857143,0.5498,0.508975,0.5845,0.4700333333333333,0.5243857142857143,0.5498,0.508975,0.5845,0.4700333333333333,0.5243857142857143,0.5498,0.508975,0.5,0.5,0.0724,0.05826,0.099966667
2075,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.6823,0.5075,0.6480714285714286,0.68114,0.639425,0.6823,0.6480714285714286,0.68114,0.639425,0.6823,0.5075,0.6480714285714286,0.68114,0.639425,0.6823,0.5075,0.6480714285714286,0.68114,0.639425,0.5,0.5,0.1779,0.043359999999999996,0.10976666666666667
2076,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.725075,0.4871666666666667,0.7186857142857143,0.74666,0.7160500000000001,0.725075,0.7186857142857143,0.74666,0.7160500000000001,0.725075,0.4871666666666667,0.7186857142857143,0.74666,0.7160500000000001,0.725075,0.4871666666666667,0.7186857142857143,0.74666,0.7160500000000001,0.5,0.5,0.1912,0.03764,0.080766667
2077,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.712375,0.4416666666666667,0.7336285714285714,0.75326,0.73675,0.712375,0.7336285714285714,0.75326,0.73675,0.712375,0.4416666666666667,0.7336285714285714,0.75326,0.73675,0.712375,0.4416666666666667,0.7336285714285714,0.75326,0.73675,0.5,0.5,0.1964,0.03686,0.0654
2078,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.641725,0.3757,0.6921428571428573,0.7185,0.7040500000000001,0.641725,0.6921428571428573,0.7185,0.7040500000000001,0.641725,0.3757,0.6921428571428573,0.7185,0.7040500000000001,0.641725,0.3757,0.6921428571428573,0.7185,0.7040500000000001,0.5,0.5,0.2028,0.0426,0.074433333
2079,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.513775,0.2895666666666667,0.5979,0.61638,0.6162,0.513775,0.5979,0.61638,0.6162,0.513775,0.2895666666666667,0.5979,0.61638,0.6162,0.513775,0.2895666666666667,0.5979,0.61638,0.6162,0.5,0.5,0.196,0.0684,0.10099999999999999
2080,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.35002500000000003,0.18489999999999998,0.45811428571428575,0.4652200000000001,0.48109999999999997,0.35002500000000003,0.45811428571428575,0.4652200000000001,0.48109999999999997,0.35002500000000003,0.18489999999999998,0.45811428571428575,0.4652200000000001,0.48109999999999997,0.35002500000000003,0.18489999999999998,0.45811428571428575,0.4652200000000001,0.48109999999999997,0.5,0.5,0.1659,0.10338,0.1493
2081,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.182075,0.0779,0.2884142857142857,0.2877,0.31305,0.182075,0.2884142857142857,0.2877,0.31305,0.182075,0.0779,0.2884142857142857,0.2877,0.31305,0.182075,0.0779,0.2884142857142857,0.2877,0.31305,0.5,0.5,0.1425,0.14952000000000001,0.21103333333333332
2082,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.051550000000000006,0.013566666666666666,0.12314285714285714,0.1167,0.1425,0.051550000000000006,0.12314285714285714,0.1167,0.1425,0.051550000000000006,0.013566666666666666,0.12314285714285714,0.1167,0.1425,0.051550000000000006,0.013566666666666666,0.12314285714285714,0.1167,0.1425,0.5,0.5,0.1258,0.22804000000000002,0.25133333333333335
2083,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.002875,0,0.018657142857142855,0.01696,0.028075,0.002875,0.018657142857142855,0.01696,0.028075,0.002875,0,0.018657142857142855,0.01696,0.028075,0.002875,0,0.018657142857142855,0.01696,0.028075,0.5,0.5,0.1096,0.34616,0.2995
2084,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0.000285714,0,0.000875,0,0.000285714,0,0.000875,0,0,0.000285714,0,0.000875,0,0,0.000285714,0,0.000875,0.5,0.5,0.1276,0.44122000000000006,0.3138
2085,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1691,0.44451999999999997,0.2790666666666667
2086,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2807,0.39754,0.24080000000000001
2087,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4575,0.3196,0.2246
2088,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.647,0.24230000000000002,0.21553333333333333
2089,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.7654,0.18302000000000002,0.21030000000000001
2090,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.7682,0.15106000000000003,0.20243333333333333
2091,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.6472,0.1356,0.1940333333333333
2092,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4993,0.12840000000000001,0.18816666666666668
2093,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0,0.0006,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0.0006,0,0,0,0.5,0.5,0.3033,0.12514,0.17886666666666665
2094,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.0119,0.026233333,0.0016,0.00126,0.00145,0.0119,0.0016,0.00126,0.00145,0.0119,0.026233333,0.0016,0.00126,0.00145,0.0119,0.026233333,0.0016,0.00126,0.00145,0.5,0.5,0.1523,0.12027999999999998,0.16540000000000002
2095,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.0949,0.11723333333333334,0.030985714285714283,0.03712,0.032875,0.0949,0.030985714285714283,0.03712,0.032875,0.0949,0.11723333333333334,0.030985714285714283,0.03712,0.032875,0.0949,0.11723333333333334,0.030985714285714283,0.03712,0.032875,0.5,0.5,0.0763,0.11212,0.14773333333333333
2096,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.257225,0.25333333333333335,0.15507142857142858,0.18614,0.1596,0.257225,0.15507142857142858,0.18614,0.1596,0.257225,0.25333333333333335,0.15507142857142858,0.18614,0.1596,0.257225,0.25333333333333335,0.15507142857142858,0.18614,0.1596,0.5,0.5,0.0373,0.05804,0.097133333
2097,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.42735,0.39033333333333337,0.33395714285714284,0.37588,0.3411,0.42735,0.33395714285714284,0.37588,0.3411,0.42735,0.39033333333333337,0.33395714285714284,0.37588,0.3411,0.42735,0.39033333333333337,0.33395714285714284,0.37588,0.3411,0.5,0.5,0.0108,0.07196,0.053933333
2098,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.5690999999999999,0.4822,0.5135285714285714,0.54924,0.50935,0.5690999999999999,0.5135285714285714,0.54924,0.50935,0.5690999999999999,0.4822,0.5135285714285714,0.54924,0.50935,0.5690999999999999,0.4822,0.5135285714285714,0.54924,0.50935,0.5,0.5,0.0147,0.05454,0.081633333
2099,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.666725,0.5276333333333333,0.6442285714285714,0.68118,0.640275,0.666725,0.6442285714285714,0.68118,0.640275,0.666725,0.5276333333333333,0.6442285714285714,0.68118,0.640275,0.666725,0.5276333333333333,0.6442285714285714,0.68118,0.640275,0.5,0.5,0.0253,0.04914,0.073
2100,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.70495,0.5348333333333334,0.7211571428571428,0.7562,0.723025,0.70495,0.7211571428571428,0.7562,0.723025,0.70495,0.5348333333333334,0.7211571428571428,0.7562,0.723025,0.70495,0.5348333333333334,0.7211571428571428,0.7562,0.723025,0.5,0.5,0.018,0.05776,0.062566667
2101,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.686925,0.4946333333333333,0.7407,0.7698400000000001,0.747025,0.686925,0.7407,0.7698400000000001,0.747025,0.686925,0.4946333333333333,0.7407,0.7698400000000001,0.747025,0.686925,0.4946333333333333,0.7407,0.7698400000000001,0.747025,0.5,0.5,0.0147,0.06542,0.067366667
2102,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.6188,0.4099333333333333,0.6995285714285714,0.735,0.7165,0.6188,0.6995285714285714,0.735,0.7165,0.6188,0.4099333333333333,0.6995285714285714,0.735,0.7165,0.6188,0.4099333333333333,0.6995285714285714,0.735,0.7165,0.5,0.5,0.016,0.06638,0.096466667
2103,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.5016,0.2941,0.6009571428571429,0.63242,0.6239250000000001,0.5016,0.6009571428571429,0.63242,0.6239250000000001,0.5016,0.2941,0.6009571428571429,0.63242,0.6239250000000001,0.5016,0.2941,0.6009571428571429,0.63242,0.6239250000000001,0.5,0.5,0.0188,0.07124,0.1497
2104,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.075,0.133,0.37799999999999995,0.078,0.07,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.075,0.133,0.37799999999999995,0.078,0.07,0.347925,0.17313333333333333,0.4594142857142857,0.48129999999999995,0.48334999999999995,0.347925,0.4594142857142857,0.48129999999999995,0.48334999999999995,0.347925,0.17313333333333333,0.4594142857142857,0.48129999999999995,0.48334999999999995,0.347925,0.17313333333333333,0.4594142857142857,0.48129999999999995,0.48334999999999995,0.5,0.5,0.0211,0.09722,0.21680000000000002
