,Bio-power-Bagasse-EA,Bio-power-Bagasse-NE,Bio-power-Bagasse-NO,Bio-power-Bagasse-SO,Bio-power-Bagasse-WE,Bio-power-Non-bagasse-EA,Bio-power-Non-bagasse-NE,Bio-power-Non-bagasse-NO,Bio-power-Non-bagasse-SO,Bio-power-Non-bagasse-WE,Bio-power-Waste-to-energy-EA,Bio-power-Waste-to-energy-NE,Bio-power-Waste-to-energy-NO,Bio-power-Waste-to-energy-SO,Bio-power-Waste-to-energy-WE,Bio-power-Waste-to-energy-off-grid-EA,Bio-power-Waste-to-energy-off-grid-NE,Bio-power-Waste-to-energy-off-grid-NO,Bio-power-Waste-to-energy-off-grid-SO,Bio-power-Waste-to-energy-off-grid-WE,Coal-EA,Coal-NE,Coal-NO,Coal-SO,Coal-WE,Hydro-EA,Hydro-NE,Hydro-NO,Hydro-SO,Hydro-WE,Nuclear-EA,Nuclear-NE,Nuclear-NO,Nuclear-SO,Nuclear-WE,Oil-Gas-EA,Oil-Gas-NE,Oil-Gas-NO,Oil-Gas-SO,Oil-Gas-WE,Small-Hydro-EA,Small-Hydro-NE,Small-Hydro-NO,Small-Hydro-SO,Small-Hydro-WE,Solar-GroundMounted-EA,Solar-GroundMounted-NE,Solar-GroundMounted-NO,Solar-GroundMounted-SO,Solar-GroundMounted-WE,Solar-Hybrid-solar-EA,Solar-Hybrid-solar-NO,Solar-Hybrid-solar-SO,Solar-Hybrid-solar-WE,Solar-Off-grid-EA,Solar-Off-grid-NE,Solar-Off-grid-NO,Solar-Off-grid-SO,Solar-Off-grid-WE,Solar-Roof-top-EA,Solar-Roof-top-NE,Solar-Roof-top-NO,Solar-Roof-top-SO,Solar-Roof-top-WE,Wind-EA,Wind-NE,Wind-NO,Wind-SO,Wind-WE
6079,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.053275,0.10643333333333334,0.040142857,0.03176,0.0269,0.053275,0.040142857,0.03176,0.0269,0.053275,0.10643333333333334,0.040142857,0.03176,0.0269,0.053275,0.10643333333333334,0.040142857,0.03176,0.0269,0.5,0.5,0.1508,0.08846,0.064266667
6080,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.14105,0.2132333333333333,0.16654285714285713,0.13069999999999998,0.116375,0.14105,0.16654285714285713,0.13069999999999998,0.116375,0.14105,0.2132333333333333,0.16654285714285713,0.13069999999999998,0.116375,0.14105,0.2132333333333333,0.16654285714285713,0.13069999999999998,0.116375,0.5,0.5,0.0776,0.06672,0.051966667
6081,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.2373,0.3090333333333333,0.32695714285714284,0.27416,0.24780000000000002,0.2373,0.32695714285714284,0.27416,0.24780000000000002,0.2373,0.3090333333333333,0.32695714285714284,0.27416,0.24780000000000002,0.2373,0.3090333333333333,0.32695714285714284,0.27416,0.24780000000000002,0.5,0.5,0.0393,0.10215999999999999,0.041
6082,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.32265,0.3854333333333333,0.47218571428571426,0.41464,0.37892499999999996,0.32265,0.47218571428571426,0.41464,0.37892499999999996,0.32265,0.3854333333333333,0.47218571428571426,0.41464,0.37892499999999996,0.32265,0.3854333333333333,0.47218571428571426,0.41464,0.37892499999999996,0.5,0.5,0.0096,0.12134,0.052199999999999996
6083,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.383725,0.44106666666666666,0.5862571428571428,0.51926,0.4813,0.383725,0.5862571428571428,0.51926,0.4813,0.383725,0.44106666666666666,0.5862571428571428,0.51926,0.4813,0.383725,0.44106666666666666,0.5862571428571428,0.51926,0.4813,0.5,0.5,0.0023,0.12172000000000001,0.049
6084,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.40169999999999995,0.45826666666666666,0.6507428571428572,0.57336,0.5314749999999999,0.40169999999999995,0.6507428571428572,0.57336,0.5314749999999999,0.40169999999999995,0.45826666666666666,0.6507428571428572,0.57336,0.5314749999999999,0.40169999999999995,0.45826666666666666,0.6507428571428572,0.57336,0.5314749999999999,0.5,0.5,0.002,0.12525999999999998,0.0324
6085,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.381325,0.43060000000000004,0.6603,0.5724,0.53035,0.381325,0.6603,0.5724,0.53035,0.381325,0.43060000000000004,0.6603,0.5724,0.53035,0.381325,0.43060000000000004,0.6603,0.5724,0.53035,0.5,0.5,0.0015,0.13718,0.0171
6086,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.331475,0.36946666666666667,0.6169571428571429,0.52016,0.4889,0.331475,0.6169571428571429,0.52016,0.4889,0.331475,0.36946666666666667,0.6169571428571429,0.52016,0.4889,0.331475,0.36946666666666667,0.6169571428571429,0.52016,0.4889,0.5,0.5,0.0008,0.16808,0.006466667
6087,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.2581,0.2820333333333333,0.5261,0.42638,0.41257499999999997,0.2581,0.5261,0.42638,0.41257499999999997,0.2581,0.2820333333333333,0.5261,0.42638,0.41257499999999997,0.2581,0.2820333333333333,0.5261,0.42638,0.41257499999999997,0.5,0.5,0.0007,0.22225999999999999,0.0024
6088,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.17235,0.17136666666666667,0.3999428571428571,0.31067999999999996,0.30985,0.17235,0.3999428571428571,0.31067999999999996,0.30985,0.17235,0.17136666666666667,0.3999428571428571,0.31067999999999996,0.30985,0.17235,0.17136666666666667,0.3999428571428571,0.31067999999999996,0.30985,0.5,0.5,0.0014,0.23090000000000002,0.004166667
6089,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.088025,0.067933333,0.25267142857142855,0.18686,0.1953,0.088025,0.25267142857142855,0.18686,0.1953,0.088025,0.067933333,0.25267142857142855,0.18686,0.1953,0.088025,0.067933333,0.25267142857142855,0.18686,0.1953,0.5,0.5,0.0024,0.22464,0.0121
6090,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.026275,0.012266666666666667,0.10941428571428571,0.07526,0.090125,0.026275,0.10941428571428571,0.07526,0.090125,0.026275,0.012266666666666667,0.10941428571428571,0.07526,0.090125,0.026275,0.012266666666666667,0.10941428571428571,0.07526,0.090125,0.5,0.5,0.0032,0.19366,0.022733333
6091,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.00195,0,0.019514285714285713,0.012920000000000001,0.021725,0.00195,0.019514285714285713,0.012920000000000001,0.021725,0.00195,0,0.019514285714285713,0.012920000000000001,0.021725,0.00195,0,0.019514285714285713,0.012920000000000001,0.021725,0.5,0.5,0.0043,0.1822,0.0402
6092,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0.000371429,0,0.0009,0,0.000371429,0,0.0009,0,0,0.000371429,0,0.0009,0,0,0.000371429,0,0.0009,0.5,0.5,0.0139,0.1887,0.064233333
6093,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0419,0.1829,0.070466667
6094,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0711,0.18014000000000002,0.055133333
6095,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1046,0.17718,0.052066667
6096,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1303,0.17553999999999997,0.056466666666666665
6097,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1444,0.17564,0.065533333
6098,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1364,0.16713999999999998,0.080366667
6099,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1166,0.14165999999999998,0.099933333
6100,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1213,0.12250000000000001,0.0998
6101,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0.0006,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0.0006,0,0,0,0.5,0.5,0.116,0.1085,0.1082
6102,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.007325,0.021866666666666663,0.001957143,0.00086,0.00105,0.007325,0.001957143,0.00086,0.00105,0.007325,0.021866666666666663,0.001957143,0.00086,0.00105,0.007325,0.021866666666666663,0.001957143,0.00086,0.00105,0.5,0.5,0.0985,0.09534,0.12043333333333334
6103,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.05045,0.0924,0.039371429,0.027639999999999998,0.024050000000000002,0.05045,0.039371429,0.027639999999999998,0.024050000000000002,0.05045,0.0924,0.039371429,0.027639999999999998,0.024050000000000002,0.05045,0.0924,0.039371429,0.027639999999999998,0.024050000000000002,0.5,0.5,0.0757,0.08368,0.12946666666666665
6104,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.136575,0.19099999999999998,0.16825714285714286,0.11814,0.1051,0.136575,0.16825714285714286,0.11814,0.1051,0.136575,0.19099999999999998,0.16825714285714286,0.11814,0.1051,0.136575,0.19099999999999998,0.16825714285714286,0.11814,0.1051,0.5,0.5,0.0374,0.061540000000000004,0.10506666666666668
6105,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.23404999999999998,0.28863333333333335,0.3337142857142857,0.25220000000000004,0.23102499999999998,0.23404999999999998,0.3337142857142857,0.25220000000000004,0.23102499999999998,0.23404999999999998,0.28863333333333335,0.3337142857142857,0.25220000000000004,0.23102499999999998,0.23404999999999998,0.28863333333333335,0.3337142857142857,0.25220000000000004,0.23102499999999998,0.5,0.5,0.0081,0.11417999999999999,0.058733333
6106,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.31745,0.3726,0.4862428571428571,0.38744,0.354325,0.31745,0.4862428571428571,0.38744,0.354325,0.31745,0.3726,0.4862428571428571,0.38744,0.354325,0.31745,0.3726,0.4862428571428571,0.38744,0.354325,0.5,0.5,0.0051,0.12516,0.0709
6107,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.37285,0.425,0.6032714285714286,0.4906400000000001,0.44645,0.37285,0.6032714285714286,0.4906400000000001,0.44645,0.37285,0.425,0.6032714285714286,0.4906400000000001,0.44645,0.37285,0.425,0.6032714285714286,0.4906400000000001,0.44645,0.5,0.5,0.0072,0.13146,0.0664
6108,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.3877,0.43260000000000004,0.6693571428571429,0.54708,0.4942,0.3877,0.6693571428571429,0.54708,0.4942,0.3877,0.43260000000000004,0.6693571428571429,0.54708,0.4942,0.3877,0.43260000000000004,0.6693571428571429,0.54708,0.4942,0.5,0.5,0.014,0.13732,0.045666667
6109,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.362825,0.39959999999999996,0.6813571428571429,0.5518,0.49555,0.362825,0.6813571428571429,0.5518,0.49555,0.362825,0.39959999999999996,0.6813571428571429,0.5518,0.49555,0.362825,0.39959999999999996,0.6813571428571429,0.5518,0.49555,0.5,0.5,0.0189,0.14284000000000002,0.026433333333333336
6110,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.3087,0.3314333333333333,0.6402142857142857,0.5048,0.45752499999999996,0.3087,0.6402142857142857,0.5048,0.45752499999999996,0.3087,0.3314333333333333,0.6402142857142857,0.5048,0.45752499999999996,0.3087,0.3314333333333333,0.6402142857142857,0.5048,0.45752499999999996,0.5,0.5,0.0197,0.1458,0.013966666666666667
6111,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.23299999999999998,0.24333333333333332,0.5478571428571428,0.41536,0.38495,0.23299999999999998,0.5478571428571428,0.41536,0.38495,0.23299999999999998,0.24333333333333332,0.5478571428571428,0.41536,0.38495,0.23299999999999998,0.24333333333333332,0.5478571428571428,0.41536,0.38495,0.5,0.5,0.0194,0.13652,0.007566667
6112,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.1496,0.1513,0.41698571428571424,0.30318,0.288975,0.1496,0.41698571428571424,0.30318,0.288975,0.1496,0.1513,0.41698571428571424,0.30318,0.288975,0.1496,0.1513,0.41698571428571424,0.30318,0.288975,0.5,0.5,0.0071,0.13399999999999998,0.004466667
6113,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.073525,0.064733333,0.2657857142857143,0.18222,0.1832,0.073525,0.2657857142857143,0.18222,0.1832,0.073525,0.064733333,0.2657857142857143,0.18222,0.1832,0.073525,0.064733333,0.2657857142857143,0.18222,0.1832,0.5,0.5,0.0045,0.12922,0.005033333
6114,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.02075,0.012366666666666666,0.1155,0.07306,0.0841,0.02075,0.1155,0.07306,0.0841,0.02075,0.012366666666666666,0.1155,0.07306,0.0841,0.02075,0.012366666666666666,0.1155,0.07306,0.0841,0.5,0.5,0.0037,0.13734,0.0064
6115,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.001425,0,0.017785714285714287,0.01266,0.019825000000000002,0.001425,0.017785714285714287,0.01266,0.019825000000000002,0.001425,0,0.017785714285714287,0.01266,0.019825000000000002,0.001425,0,0.017785714285714287,0.01266,0.019825000000000002,0.5,0.5,0.0033,0.14214,0.0116
6116,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0.000342857,0,0.0008,0,0.000342857,0,0.0008,0,0,0.000342857,0,0.0008,0,0,0.000342857,0,0.0008,0.5,0.5,0.0089,0.14523999999999998,0.0227
6117,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.034,0.14546,0.028333333333333332
6118,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.655,0.6409999999999999,0.5579999999999999,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0892,0.1588,0.0236
