Date,INDEA,INDNE,INDNO,INDSO,INDWE
2023-01-01 00:00:00,17214.0,1901.13,41644.68,36561.85,51049.79
2023-01-01 01:00:00,16809.43,1746.49,39167.0,35997.71,50794.74
2023-01-01 02:00:00,16422.83,1627.06,37791.04,35201.76,49998.86
2023-01-01 03:00:00,16268.35,1580.8,37594.52,34967.41,49790.68
2023-01-01 04:00:00,16123.95,1552.46,39011.33,36099.0,50298.97
2023-01-01 05:00:00,16682.73,1653.73,43474.51,40173.6,52479.96
2023-01-01 06:00:00,17529.19,1901.96,48321.47,43744.26,55374.74
2023-01-01 07:00:00,18936.81,2252.64,51100.22,48457.55,59364.0
2023-01-01 08:00:00,19732.37,2341.92,55484.2,51346.25,63006.09
2023-01-01 09:00:00,19888.57,2245.8,58991.22,54662.03,66915.19
2023-01-01 10:00:00,19821.48,2067.02,60763.69,55136.37,69553.37
2023-01-01 11:00:00,19841.22,1955.97,60775.52,54272.79,68887.51
2023-01-01 12:00:00,19595.39,1910.82,60104.71,53318.76,67070.46
2023-01-01 13:00:00,18944.1,1866.08,58215.56,51980.37,65301.03
2023-01-01 14:00:00,17481.72,1793.54,56836.14,49266.1,64627.7
2023-01-01 15:00:00,16624.36,1805.34,53355.48,49458.22,64467.53
2023-01-01 16:00:00,16839.79,2013.55,51459.59,47275.88,63125.03
2023-01-01 17:00:00,19186.5,2561.34,51605.18,43979.14,60273.94
2023-01-01 18:00:00,20337.16,2607.35,56126.94,41054.0,59181.72
2023-01-01 19:00:00,20005.41,2573.91,55395.94,39959.36,57046.19
2023-01-01 20:00:00,19198.53,2458.84,52810.55,38298.78,52459.38
2023-01-01 21:00:00,17975.66,2268.62,49518.27,37556.2,49897.7
2023-01-01 22:00:00,16814.45,2033.26,45235.3,36722.23,49431.5
2023-01-01 23:00:00,15887.48,1766.27,41529.72,35136.23,49503.14
2023-01-02 00:00:00,15974.1,1587.15,38720.53,34167.06,48875.89
2023-01-02 01:00:00,16035.43,1514.85,36658.16,33498.65,48218.01
2023-01-02 02:00:00,15677.14,1452.81,35940.78,32975.08,47640.07
2023-01-02 03:00:00,15457.85,1439.46,35684.66,33057.44,47426.89
2023-01-02 04:00:00,15406.7,1445.0,36637.4,34848.69,48275.66
2023-01-02 05:00:00,15686.28,1566.61,41496.65,39644.71,50837.27
2023-01-02 06:00:00,16589.07,1881.21,47046.09,44915.27,55231.19
2023-01-02 07:00:00,18563.68,2265.97,51410.39,51777.7,60380.91
2023-01-02 08:00:00,19643.69,2347.98,55545.25,53581.97,65082.72
2023-01-02 09:00:00,20036.37,2226.95,58997.16,56764.84,69793.74
2023-01-02 10:00:00,19801.62,2118.39,61015.07,58458.57,72492.68
2023-01-02 11:00:00,19610.4,2038.23,61048.4,57842.21,71855.21
2023-01-02 12:00:00,19571.43,2023.19,61556.18,57385.67,70371.85
2023-01-02 13:00:00,19162.48,1981.53,59703.21,56601.69,68588.17
2023-01-02 14:00:00,18420.59,1962.91,58189.36,55577.63,68611.92
2023-01-02 15:00:00,18203.16,1963.37,56756.64,54900.65,69247.75
2023-01-02 16:00:00,18641.18,2214.77,54795.91,53123.19,68618.59
2023-01-02 17:00:00,20913.81,2756.05,54754.91,49613.08,66407.44
2023-01-02 18:00:00,21539.27,2757.79,58040.85,46854.85,65352.38
2023-01-02 19:00:00,21056.95,2734.01,58477.22,45263.12,62463.42
2023-01-02 20:00:00,20409.38,2617.55,58079.61,43059.73,57103.88
2023-01-02 21:00:00,19463.55,2383.84,54935.36,41719.45,54017.21
2023-01-02 22:00:00,18050.62,2089.07,49772.6,40122.66,53219.19
2023-01-02 23:00:00,17171.53,1814.68,45769.69,38097.34,52829.83
2023-01-03 00:00:00,16820.49,1636.36,42378.39,36798.36,52389.2
2023-01-03 01:00:00,16490.38,1554.04,39803.91,35918.3,51838.18
2023-01-03 02:00:00,16194.13,1506.44,38058.19,35425.47,50981.14
2023-01-03 03:00:00,16141.34,1492.53,38394.87,35281.99,50756.94
2023-01-03 04:00:00,16322.35,1509.7,39845.68,36845.38,51548.27
2023-01-03 05:00:00,16500.69,1605.11,44695.08,41304.67,53616.56
2023-01-03 06:00:00,17501.46,1921.5,49203.16,46964.32,58147.87
2023-01-03 07:00:00,19576.98,2313.03,52348.52,54437.39,63278.22
2023-01-03 08:00:00,20853.0,2315.37,56329.74,55530.25,67481.72
2023-01-03 09:00:00,21179.62,2163.69,59019.13,57800.86,71660.79
2023-01-03 10:00:00,20851.28,2023.93,61653.09,59132.91,74091.72
2023-01-03 11:00:00,20662.63,1958.61,62425.27,58354.47,73086.95
2023-01-03 12:00:00,20441.31,1978.25,62665.11,58087.58,70895.65
2023-01-03 13:00:00,19789.01,1930.26,60988.81,56577.21,68982.73
2023-01-03 14:00:00,18805.25,1916.78,60371.97,55771.02,69028.48
2023-01-03 15:00:00,18303.36,1998.74,58649.94,54540.79,69535.23
2023-01-03 16:00:00,18631.67,2280.29,56505.2,52937.76,68473.96
2023-01-03 17:00:00,20835.79,2842.43,56629.25,49633.82,66531.86
2023-01-03 18:00:00,21893.9,2898.17,60725.57,47221.73,65205.28
2023-01-03 19:00:00,22076.29,2842.74,61412.94,45894.56,63263.35
2023-01-03 20:00:00,21149.64,2710.9,60486.95,43621.89,57813.56
2023-01-03 21:00:00,19927.72,2472.67,56836.78,42481.18,54798.02
2023-01-03 22:00:00,18647.7,2171.42,51702.56,40832.78,53940.33
2023-01-03 23:00:00,17596.78,1892.38,46903.63,39021.99,53644.39
2023-01-04 00:00:00,16939.54,1713.7,43378.5,37610.21,52850.25
2023-01-04 01:00:00,16708.3,1634.65,41113.51,36789.66,51923.38
2023-01-04 02:00:00,16134.83,1574.78,39874.66,36266.45,50826.48
2023-01-04 03:00:00,16240.38,1542.52,39013.05,36317.91,50386.58
2023-01-04 04:00:00,16605.34,1562.66,40409.3,37851.43,50995.55
2023-01-04 05:00:00,16611.33,1683.72,45427.16,42249.37,53148.79
2023-01-04 06:00:00,17853.22,1974.39,50843.71,47704.57,57194.63
2023-01-04 07:00:00,20008.33,2295.26,54061.15,54470.7,62153.05
2023-01-04 08:00:00,21207.73,2338.97,57916.04,56197.66,65652.94
2023-01-04 09:00:00,21433.92,2237.53,61470.6,58700.15,69331.42
2023-01-04 10:00:00,20959.81,2158.5,63282.89,59472.94,70538.98
2023-01-04 11:00:00,20302.46,2156.65,64093.09,58992.46,69209.81
2023-01-04 12:00:00,20349.92,2156.65,64829.36,58116.18,66837.71
2023-01-04 13:00:00,19957.35,2070.14,64237.74,56676.94,64545.34
2023-01-04 14:00:00,19217.17,2020.98,62589.08,55531.14,64311.0
2023-01-04 15:00:00,18800.43,2086.42,60084.64,55180.05,64860.97
2023-01-04 16:00:00,19137.5,2311.86,57626.23,53514.61,64935.34
2023-01-04 17:00:00,21353.5,2899.16,56776.12,49597.05,64366.67
2023-01-04 18:00:00,22277.81,2917.73,61048.73,47376.7,64423.19
2023-01-04 19:00:00,21773.77,2872.42,62513.96,45778.96,62543.8
2023-01-04 20:00:00,20970.97,2740.77,61387.09,43589.64,57724.1
2023-01-04 21:00:00,19650.08,2518.61,58229.32,41962.73,54667.15
2023-01-04 22:00:00,18770.17,2170.45,53319.37,40658.43,53286.05
2023-01-04 23:00:00,17890.34,1896.4,48127.94,38962.91,52472.65
2023-01-05 00:00:00,17210.78,1729.35,43792.16,37549.26,51628.25
2023-01-05 01:00:00,16925.69,1626.9,41386.85,36803.64,50594.58
2023-01-05 02:00:00,16709.52,1569.85,40020.23,36273.45,49677.75
2023-01-05 03:00:00,16541.72,1549.78,39590.11,36331.87,49679.88
2023-01-05 04:00:00,16432.38,1574.15,40747.08,37588.86,50672.72
2023-01-05 05:00:00,16740.87,1701.92,45067.84,42014.39,52987.33
2023-01-05 06:00:00,17845.27,2035.69,49471.31,47691.14,57020.34
2023-01-05 07:00:00,20066.8,2355.73,53820.88,54544.69,62780.15
2023-01-05 08:00:00,20895.42,2429.91,58049.49,55925.08,67253.82
2023-01-05 09:00:00,21025.39,2244.33,60619.2,58236.4,71467.35
2023-01-05 10:00:00,20693.23,2135.67,62100.75,59065.51,73891.7
2023-01-05 11:00:00,20320.11,2101.46,63739.18,58824.59,73202.87
2023-01-05 12:00:00,20197.52,2046.83,63933.34,57692.68,71205.57
2023-01-05 13:00:00,20230.45,1984.31,63245.54,55955.48,69385.6
2023-01-05 14:00:00,19602.81,1945.78,61246.19,54970.52,69411.31
2023-01-05 15:00:00,18778.57,2021.34,59628.42,53999.71,70074.02
2023-01-05 16:00:00,19083.17,2256.53,57289.43,51998.36,69550.5
2023-01-05 17:00:00,21132.38,2851.61,56747.76,49076.88,67594.92
2023-01-05 18:00:00,22053.04,2904.46,59065.3,47425.71,66250.15
2023-01-05 19:00:00,21795.45,2837.08,60254.32,45958.03,63356.7
2023-01-05 20:00:00,21132.0,2719.62,60664.85,43579.48,58222.32
2023-01-05 21:00:00,20160.17,2497.51,58060.72,42111.49,54923.66
2023-01-05 22:00:00,18932.61,2173.45,53920.2,40872.85,53890.11
2023-01-05 23:00:00,18201.13,1955.57,48872.71,39010.55,53265.71
2023-01-06 00:00:00,17437.08,1949.27,44381.45,37515.67,52245.68
2023-01-06 01:00:00,17090.46,1703.75,41498.82,36368.93,51308.18
2023-01-06 02:00:00,16609.15,1628.11,40086.0,35915.7,50347.04
2023-01-06 03:00:00,16381.12,1629.08,39434.16,35942.89,50189.57
2023-01-06 04:00:00,16505.85,1607.61,41056.8,37635.59,50988.81
2023-01-06 05:00:00,16291.52,1752.51,45657.44,42269.22,53532.55
2023-01-06 06:00:00,17478.08,2036.14,49835.53,47790.59,57464.29
2023-01-06 07:00:00,19462.78,2388.36,53555.88,54437.38,62446.47
2023-01-06 08:00:00,20483.7,2399.06,58675.77,54908.89,67235.1
2023-01-06 09:00:00,20786.37,2278.57,60005.78,57510.12,70091.79
2023-01-06 10:00:00,20603.51,2149.81,61176.89,58789.58,72540.2
2023-01-06 11:00:00,20664.34,2071.08,62016.55,58961.97,72330.29
2023-01-06 12:00:00,20746.35,2000.47,62641.27,58550.23,70926.66
2023-01-06 13:00:00,20051.25,1907.85,62875.6,56769.94,69652.34
2023-01-06 14:00:00,18987.06,1898.21,61468.41,55277.18,69748.96
2023-01-06 15:00:00,18726.84,1994.39,59037.67,53921.81,69495.81
2023-01-06 16:00:00,18819.68,2260.55,58247.13,52200.19,68159.79
2023-01-06 17:00:00,20980.89,2862.41,58089.92,49193.19,65702.16
2023-01-06 18:00:00,22259.93,2889.67,60701.2,47241.07,64964.25
2023-01-06 19:00:00,21858.52,2851.59,60902.47,45520.82,62713.44
2023-01-06 20:00:00,21153.8,2706.33,61214.56,43023.28,58548.33
2023-01-06 21:00:00,20357.54,2484.61,58899.72,41914.55,56175.21
2023-01-06 22:00:00,19205.39,2172.35,54135.3,41099.61,55004.8
2023-01-06 23:00:00,18164.45,1864.41,49318.6,39514.47,53973.14
2023-01-07 00:00:00,17440.46,1689.01,45061.61,38265.84,52815.97
2023-01-07 01:00:00,16824.79,1585.96,42169.29,37205.41,51823.64
2023-01-07 02:00:00,16707.23,1549.58,40384.19,36750.37,51047.8
2023-01-07 03:00:00,16566.96,1525.29,39579.33,36530.68,50731.18
2023-01-07 04:00:00,16104.61,1536.99,41122.06,38062.32,51496.57
2023-01-07 05:00:00,16448.3,1675.34,45328.84,41909.99,53622.6
2023-01-07 06:00:00,17712.4,1982.14,49952.71,46478.26,57215.25
2023-01-07 07:00:00,19787.74,2334.79,53988.81,52602.84,62166.34
2023-01-07 08:00:00,20496.51,2328.15,58434.91,54408.42,66720.93
2023-01-07 09:00:00,20765.52,2218.89,59191.61,55988.05,70385.53
2023-01-07 10:00:00,20692.3,2111.4,61510.91,57551.72,73087.83
2023-01-07 11:00:00,20620.01,2049.98,62644.26,57191.18,73317.8
2023-01-07 12:00:00,20623.34,2001.2,63572.11,55983.28,71980.46
2023-01-07 13:00:00,19906.92,1951.12,62289.88,54939.74,70381.29
2023-01-07 14:00:00,18794.38,1948.8,60732.35,53706.46,70050.9
2023-01-07 15:00:00,18622.24,1972.07,58230.52,52834.93,70418.29
2023-01-07 16:00:00,18663.69,2194.64,56627.36,50550.71,69690.83
2023-01-07 17:00:00,20865.03,2793.73,57372.24,47662.41,67978.03
2023-01-07 18:00:00,22121.08,2858.92,59704.83,45964.89,66702.26
2023-01-07 19:00:00,21996.92,2809.74,59864.6,44817.65,64042.55
2023-01-07 20:00:00,21217.57,2697.4,60351.74,42572.17,59248.02
2023-01-07 21:00:00,20212.24,2471.97,59892.04,41715.01,55930.39
2023-01-07 22:00:00,19035.86,2189.48,55290.67,40645.19,54569.14
2023-01-07 23:00:00,18006.08,1905.86,49764.81,38929.01,53766.58
2023-01-08 00:00:00,17546.81,1699.45,45367.6,37784.63,52802.48
2023-01-08 01:00:00,17094.62,1619.06,42555.16,36861.97,51890.92
2023-01-08 02:00:00,16945.29,1572.24,41099.38,36402.79,51338.0
2023-01-08 03:00:00,16452.47,1560.05,40556.95,36345.67,51109.69
2023-01-08 04:00:00,16582.19,1569.18,41685.66,37487.37,52056.53
2023-01-08 05:00:00,16676.34,1689.88,45761.37,40553.15,54095.77
2023-01-08 06:00:00,17424.55,1990.45,49999.97,43475.92,57055.4
2023-01-08 07:00:00,19287.39,2334.41,53160.25,48383.64,61721.92
2023-01-08 08:00:00,20050.36,2360.52,57607.36,51404.4,66399.41
2023-01-08 09:00:00,20380.79,2206.86,60504.68,54313.68,70579.06
2023-01-08 10:00:00,20315.46,2054.3,63217.88,54786.94,72930.05
2023-01-08 11:00:00,20147.51,1979.46,64667.28,54281.21,72284.82
2023-01-08 12:00:00,20042.31,1973.07,64681.68,53938.01,70576.42
2023-01-08 13:00:00,19675.51,1940.05,61802.78,52862.39,68696.86
2023-01-08 14:00:00,18656.16,1845.22,60054.04,50899.85,67681.35
2023-01-08 15:00:00,18060.81,1866.3,58513.26,49472.42,67615.37
2023-01-08 16:00:00,18176.35,2070.2,56581.1,47409.69,66401.54
2023-01-08 17:00:00,20475.86,2677.28,55875.04,43990.81,64333.68
2023-01-08 18:00:00,21671.85,2743.98,59007.8,41905.37,62932.96
2023-01-08 19:00:00,21299.37,2696.6,59843.48,40579.61,61355.46
2023-01-08 20:00:00,20820.22,2602.02,59335.66,38539.86,56745.23
2023-01-08 21:00:00,19843.97,2398.78,56710.19,38161.64,53582.43
2023-01-08 22:00:00,18531.08,2095.07,51967.95,37836.57,52809.95
2023-01-08 23:00:00,17873.39,1829.92,47655.68,36201.33,52154.4
2023-01-09 00:00:00,17020.44,1648.2,44105.64,34852.03,51188.11
2023-01-09 01:00:00,16447.73,1567.47,41083.56,34297.56,50859.56
2023-01-09 02:00:00,16283.86,1536.73,39472.71,34088.09,50014.65
2023-01-09 03:00:00,16128.62,1509.44,39197.61,34048.62,49938.01
2023-01-09 04:00:00,16160.28,1518.14,40589.53,35682.38,50901.38
2023-01-09 05:00:00,16088.35,1649.99,45301.01,39919.32,53623.7
2023-01-09 06:00:00,17567.37,2016.97,50249.1,45276.78,57963.2
2023-01-09 07:00:00,19810.65,2377.38,54081.19,52830.56,63740.11
2023-01-09 08:00:00,20851.08,2389.84,58006.08,54858.29,67649.96
2023-01-09 09:00:00,21156.8,2234.07,61121.18,57293.27,70884.61
2023-01-09 10:00:00,20949.03,2102.98,63325.39,58656.22,72137.25
2023-01-09 11:00:00,20569.52,2019.93,64337.85,57843.29,71231.09
2023-01-09 12:00:00,20183.76,1963.4,64394.81,57189.3,69545.68
2023-01-09 13:00:00,19286.62,1952.58,63629.76,55707.51,67549.38
2023-01-09 14:00:00,18626.63,1933.22,61713.12,53673.77,67455.33
2023-01-09 15:00:00,18357.77,2025.73,60066.72,53418.4,68605.24
2023-01-09 16:00:00,18272.87,2253.27,57787.58,52906.33,69015.19
2023-01-09 17:00:00,20206.02,2821.07,57602.31,49570.52,67658.45
2023-01-09 18:00:00,21442.36,2895.56,60291.21,46604.49,66460.59
2023-01-09 19:00:00,21181.43,2844.75,59319.21,44931.88,64380.47
2023-01-09 20:00:00,20771.77,2709.06,58934.15,42541.46,59411.97
2023-01-09 21:00:00,19632.79,2487.63,57765.86,41227.02,56477.4
2023-01-09 22:00:00,18009.81,2181.79,54446.86,40515.48,55467.47
2023-01-09 23:00:00,16953.42,1900.34,49562.5,39249.63,54703.26
2023-01-10 00:00:00,17131.98,1725.5,45472.71,38257.91,53639.26
2023-01-10 01:00:00,16515.7,1627.48,42758.22,37317.59,52863.38
2023-01-10 02:00:00,16090.09,1583.48,41109.59,36760.44,52081.34
2023-01-10 03:00:00,15885.95,1573.71,40666.14,36666.48,51645.19
2023-01-10 04:00:00,15896.31,1581.72,42069.67,37753.33,52363.83
2023-01-10 05:00:00,16239.38,1729.56,46582.5,41683.52,54920.35
2023-01-10 06:00:00,17469.92,2005.17,49742.37,46781.93,59367.27
2023-01-10 07:00:00,19707.06,2330.42,53112.96,54430.71,64715.93
2023-01-10 08:00:00,20215.49,2306.31,57647.0,55861.88,68771.47
2023-01-10 09:00:00,20697.53,2147.08,59877.37,57819.01,72097.19
2023-01-10 10:00:00,20566.69,2007.55,62515.29,59103.83,73380.06
2023-01-10 11:00:00,19999.56,2008.01,64129.47,58632.87,72588.15
2023-01-10 12:00:00,19862.5,2015.44,64866.3,57926.45,70716.24
2023-01-10 13:00:00,19443.5,1983.76,64916.03,56484.57,68596.56
2023-01-10 14:00:00,18696.26,1970.32,63555.74,55117.43,68249.04
2023-01-10 15:00:00,18490.96,2043.3,61393.37,54158.94,69420.67
2023-01-10 16:00:00,18959.63,2273.91,58128.91,53210.2,69314.39
2023-01-10 17:00:00,20562.54,2869.48,57336.42,49597.98,67927.75
2023-01-10 18:00:00,21160.77,2899.81,59475.45,46717.52,66926.95
2023-01-10 19:00:00,20780.73,2773.19,58898.34,45270.65,64654.0
2023-01-10 20:00:00,20685.15,2541.32,57769.32,42534.18,59691.79
2023-01-10 21:00:00,19750.02,2403.66,56603.55,41030.3,56951.6
2023-01-10 22:00:00,18616.86,2153.81,54470.89,40248.4,55874.16
2023-01-10 23:00:00,17799.98,1912.92,49275.84,38704.19,55209.05
2023-01-11 00:00:00,17123.68,1720.14,45407.23,37699.38,54183.6
2023-01-11 01:00:00,16563.63,1624.59,43106.02,36877.71,53522.06
2023-01-11 02:00:00,16388.01,1593.55,41988.7,36388.3,52496.48
2023-01-11 03:00:00,16164.88,1574.21,41446.99,36600.22,52269.68
2023-01-11 04:00:00,16270.28,1596.43,42684.59,37714.86,52831.07
2023-01-11 05:00:00,16614.24,1762.5,47580.17,41071.55,55184.7
2023-01-11 06:00:00,17852.61,2090.06,50038.69,45971.35,59473.23
2023-01-11 07:00:00,19860.92,2277.95,53864.56,52012.61,64305.73
2023-01-11 08:00:00,20841.87,2248.74,58130.05,53158.35,68059.48
2023-01-11 09:00:00,21288.72,2105.95,60715.31,56814.96,71100.4
2023-01-11 10:00:00,20973.12,1997.32,63461.09,59241.45,72894.1
2023-01-11 11:00:00,20380.09,1965.07,64776.64,58863.83,72033.54
2023-01-11 12:00:00,20022.1,2017.78,67227.47,58031.07,69903.08
2023-01-11 13:00:00,19862.48,1821.5,66125.65,56311.52,67996.24
2023-01-11 14:00:00,19108.34,1973.94,64831.16,55782.91,68117.64
2023-01-11 15:00:00,18834.79,2072.92,62748.83,55206.86,68768.13
2023-01-11 16:00:00,19131.13,2288.59,59438.66,53552.36,68324.4
2023-01-11 17:00:00,21123.75,2832.06,58445.66,49339.65,66469.72
2023-01-11 18:00:00,22267.14,2879.53,60661.56,46813.43,65798.33
2023-01-11 19:00:00,21784.0,2840.33,60198.73,45243.72,63679.72
2023-01-11 20:00:00,21378.67,2715.97,59673.12,42883.53,59161.59
2023-01-11 21:00:00,20234.64,2540.44,58641.9,41478.68,56448.12
2023-01-11 22:00:00,18882.89,2247.13,54660.01,40500.24,55471.39
2023-01-11 23:00:00,17836.61,1944.71,49888.38,39259.29,54842.4
2023-01-12 00:00:00,17094.8,1747.7,45490.49,38098.56,54040.95
2023-01-12 01:00:00,16753.88,1662.15,42626.19,37324.25,53521.98
2023-01-12 02:00:00,16398.09,1619.21,40974.75,36791.21,52468.26
2023-01-12 03:00:00,16356.28,1596.44,40317.24,36953.52,52245.83
2023-01-12 04:00:00,16338.85,1631.6,41687.14,38280.96,52896.79
2023-01-12 05:00:00,16637.74,1750.59,46724.48,41604.58,55369.5
2023-01-12 06:00:00,17548.21,2144.08,50289.23,46415.64,59315.34
2023-01-12 07:00:00,19746.61,2514.0,52129.69,53214.12,65119.04
2023-01-12 08:00:00,20594.22,2482.44,56918.33,54769.52,68884.52
2023-01-12 09:00:00,20934.39,2298.84,59352.23,57837.03,72471.53
2023-01-12 10:00:00,20801.97,2114.45,61145.42,59945.27,74309.23
2023-01-12 11:00:00,20417.45,2060.04,61800.19,59379.61,73003.07
2023-01-12 12:00:00,20317.79,2084.08,62580.88,58865.6,71093.03
2023-01-12 13:00:00,20244.65,2017.59,62321.6,57559.81,69025.35
2023-01-12 14:00:00,19354.85,2016.43,62211.38,56284.75,68842.55
2023-01-12 15:00:00,19239.28,2116.32,60282.86,55020.59,69160.18
2023-01-12 16:00:00,19360.16,2303.78,56656.8,53277.7,68881.3
2023-01-12 17:00:00,21704.51,2897.55,55832.41,49887.52,67190.58
2023-01-12 18:00:00,22717.65,2958.64,58162.15,46885.58,66316.01
2023-01-12 19:00:00,22500.29,2831.55,57649.02,45366.66,64756.32
2023-01-12 20:00:00,21900.36,2577.44,57079.47,42719.32,59679.63
2023-01-12 21:00:00,21285.27,2459.56,56561.34,41251.46,56688.67
2023-01-12 22:00:00,19920.48,2165.45,52731.74,40456.02,55875.49
2023-01-12 23:00:00,18942.39,1903.76,47706.59,39695.27,55494.82
2023-01-13 00:00:00,17805.08,1725.54,43234.17,38934.06,54425.14
2023-01-13 01:00:00,17360.94,1621.55,40185.48,38208.95,53456.8
2023-01-13 02:00:00,16935.94,1571.05,39045.72,37658.05,52820.54
2023-01-13 03:00:00,16927.42,1542.42,38972.04,37870.65,52699.48
2023-01-13 04:00:00,17137.47,1565.95,40307.52,39059.64,53419.49
2023-01-13 05:00:00,17944.43,1704.63,44215.84,42339.34,55905.09
2023-01-13 06:00:00,18987.37,2077.27,47147.95,46632.87,59818.3
2023-01-13 07:00:00,21269.52,2402.9,49818.39,52427.36,65042.87
2023-01-13 08:00:00,22148.09,2399.53,54320.17,55253.9,68775.72
2023-01-13 09:00:00,22013.11,2227.34,56131.84,58834.07,71888.25
2023-01-13 10:00:00,21871.74,2153.37,58224.77,60946.58,73930.1
2023-01-13 11:00:00,21562.76,2164.73,59694.54,60819.88,72566.6
2023-01-13 12:00:00,21307.64,2173.14,60657.7,60084.94,70722.53
2023-01-13 13:00:00,20695.12,2090.67,61002.57,58589.84,68064.41
2023-01-13 14:00:00,19728.76,2030.64,60696.76,57177.77,67741.1
2023-01-13 15:00:00,19285.0,2105.29,57819.67,55276.18,68025.88
2023-01-13 16:00:00,19486.44,2338.77,55352.29,53599.75,67930.03
2023-01-13 17:00:00,21433.26,2883.13,54153.22,49192.54,66084.83
2023-01-13 18:00:00,22604.34,2884.62,56978.76,46646.18,65209.39
2023-01-13 19:00:00,22615.25,2767.03,56020.23,45092.72,63220.53
2023-01-13 20:00:00,22000.13,2666.35,55490.27,42450.98,58413.75
2023-01-13 21:00:00,20885.09,2481.74,55071.29,41240.72,55391.05
2023-01-13 22:00:00,19451.91,2163.84,51187.52,40886.1,54491.51
2023-01-13 23:00:00,18473.92,1870.38,47116.31,39553.24,53887.31
2023-01-14 00:00:00,17775.34,1699.1,43558.23,38531.19,52955.1
2023-01-14 01:00:00,17340.1,1611.48,40975.49,37790.68,52425.07
2023-01-14 02:00:00,17113.46,1555.29,39093.64,37675.42,51642.42
2023-01-14 03:00:00,17053.35,1543.17,39123.99,37711.8,51226.33
2023-01-14 04:00:00,17141.32,1540.56,41279.54,38965.12,52010.92
2023-01-14 05:00:00,17810.93,1646.17,46572.65,41553.92,54174.19
2023-01-14 06:00:00,18967.39,1949.03,49957.09,44878.43,57392.08
2023-01-14 07:00:00,21024.23,2341.4,52306.34,49267.17,61501.44
2023-01-14 08:00:00,21950.1,2411.31,57373.31,52606.93,64243.71
2023-01-14 09:00:00,22124.6,2282.4,60645.4,57966.17,66842.11
2023-01-14 10:00:00,21921.18,2191.44,63203.98,60230.68,67580.45
2023-01-14 11:00:00,21369.83,2137.86,63447.78,59235.91,65957.58
2023-01-14 12:00:00,20675.03,2099.74,63112.47,58663.1,63992.11
2023-01-14 13:00:00,19669.27,2057.5,60563.24,56935.69,61853.84
2023-01-14 14:00:00,18461.62,2021.5,57905.56,54981.37,61033.81
2023-01-14 15:00:00,18324.92,2049.94,55245.61,53378.16,61028.73
2023-01-14 16:00:00,18479.14,2262.38,53556.89,51142.59,60810.65
2023-01-14 17:00:00,20700.72,2737.61,50900.13,46858.98,59370.43
2023-01-14 18:00:00,22252.43,2773.57,54954.13,43155.17,58172.88
2023-01-14 19:00:00,21991.81,2706.92,56606.43,42026.02,57385.54
2023-01-14 20:00:00,21102.4,2580.49,55960.98,39740.03,53351.07
2023-01-14 21:00:00,19750.68,2379.22,54016.59,39016.51,50639.42
2023-01-14 22:00:00,18481.94,2120.14,50396.68,38967.01,49861.0
2023-01-14 23:00:00,17843.06,1873.67,46455.73,37474.07,49533.32
2023-01-15 00:00:00,17310.52,1689.96,42988.75,36344.02,48978.27
2023-01-15 01:00:00,16914.96,1580.31,40161.69,35428.01,48481.78
2023-01-15 02:00:00,16690.32,1529.71,38921.4,34987.64,47660.82
2023-01-15 03:00:00,16499.32,1502.45,39085.12,35511.54,47593.06
2023-01-15 04:00:00,16916.28,1506.95,40324.23,36684.37,48459.43
2023-01-15 05:00:00,17429.07,1633.02,44505.49,39658.37,50614.57
2023-01-15 06:00:00,18869.55,1947.6,48609.17,42853.76,53624.65
2023-01-15 07:00:00,20720.01,2328.15,51162.81,47500.57,58504.37
2023-01-15 08:00:00,21631.96,2424.84,55920.68,50820.13,63386.58
2023-01-15 09:00:00,21473.17,2286.04,60014.41,54246.8,67178.71
2023-01-15 10:00:00,21013.09,2108.38,63576.88,54472.8,69097.23
2023-01-15 11:00:00,20512.64,1952.45,63343.32,53316.77,68062.93
2023-01-15 12:00:00,19904.48,1885.25,61472.0,51843.13,65936.21
2023-01-15 13:00:00,18980.92,1818.82,58337.62,50477.05,63776.4
2023-01-15 14:00:00,17651.85,1761.59,55975.96,48677.1,63024.59
2023-01-15 15:00:00,17359.82,1819.26,53555.81,46918.29,63197.12
2023-01-15 16:00:00,18129.51,2027.19,51317.42,44948.8,62411.63
2023-01-15 17:00:00,20500.22,2565.64,49235.86,40671.95,60505.8
2023-01-15 18:00:00,22390.38,2672.79,53488.63,37787.8,59361.22
2023-01-15 19:00:00,21885.95,2596.4,55918.26,37178.0,58001.38
2023-01-15 20:00:00,21134.56,2491.21,55344.79,35876.95,54145.96
2023-01-15 21:00:00,19811.99,2284.33,53118.93,35211.22,51913.2
2023-01-15 22:00:00,18383.33,2024.93,49887.87,34905.21,51088.28
2023-01-15 23:00:00,17534.44,1773.8,45582.16,33656.15,50641.94
2023-01-16 00:00:00,17056.64,1616.3,41868.81,32787.6,49341.67
2023-01-16 01:00:00,16522.12,1542.32,39465.11,32253.58,49373.02
2023-01-16 02:00:00,16252.38,1505.68,38154.25,32034.7,48589.85
2023-01-16 03:00:00,16161.01,1494.66,37859.62,32112.53,48664.65
2023-01-16 04:00:00,16179.63,1515.23,39280.28,32890.69,49408.81
2023-01-16 05:00:00,16757.65,1621.68,44647.22,35935.51,51971.96
2023-01-16 06:00:00,18784.14,1890.25,50217.91,39781.24,56336.17
