Date,INDEA,INDNE,INDNO,INDSO,INDWE
2023-02-28 09:00:00,20658.62,2101.57,55275.41,62732.95,70630.11
2023-02-28 10:00:00,20481.92,2107.01,57653.73,64730.62,72292.24
2023-02-28 11:00:00,20517.84,2070.45,59228.33,64866.25,72167.52
2023-02-28 12:00:00,20503.83,2040.97,57221.31,65006.97,70836.49
2023-02-28 13:00:00,19815.67,2016.0,54346.91,63996.14,69327.44
2023-02-28 14:00:00,19434.98,2026.02,53372.1,63221.76,69630.53
2023-02-28 15:00:00,19360.28,2063.63,51743.03,61907.22,70270.22
2023-02-28 16:00:00,19530.09,2176.54,49676.77,60570.21,69865.54
2023-02-28 17:00:00,20614.43,2600.54,47897.42,55362.18,68034.53
2023-02-28 18:00:00,22610.54,2938.31,51448.02,49896.63,66563.84
2023-02-28 19:00:00,22296.54,2852.84,54371.16,49752.9,66734.15
2023-02-28 20:00:00,21764.46,2734.82,52199.01,49466.62,62449.12
2023-02-28 21:00:00,21010.5,2521.44,49729.45,49644.23,60433.39
2023-02-28 22:00:00,20223.15,2223.03,47764.72,49887.49,60699.8
2023-02-28 23:00:00,19726.12,1994.93,45677.08,50126.49,60919.89
2023-03-01 00:00:00,19704.38,1815.79,43208.11,50653.78,60619.17
2023-03-01 01:00:00,19487.49,1732.01,41315.75,49941.61,60422.84
2023-03-01 02:00:00,19220.04,1687.31,40120.39,49256.24,59531.87
2023-03-01 03:00:00,19105.04,1671.21,39303.01,49392.27,59193.03
2023-03-01 04:00:00,18961.69,1679.74,39692.3,50389.65,59539.19
2023-03-01 05:00:00,19371.5,1813.6,43484.69,50190.6,61112.55
2023-03-01 06:00:00,19783.28,2153.93,47757.5,52761.72,64012.63
2023-03-01 07:00:00,20271.66,2415.92,50557.2,57226.14,66724.95
2023-03-01 08:00:00,20707.95,2363.63,55034.05,59334.31,67997.81
2023-03-01 09:00:00,20813.8,2263.85,56833.32,63307.06,69388.8
2023-03-01 10:00:00,20473.28,2194.18,57928.81,65183.46,70897.75
2023-03-01 11:00:00,20630.96,2138.13,57892.6,65443.8,71501.05
2023-03-01 12:00:00,20510.47,2098.36,55189.32,64884.62,70158.1
2023-03-01 13:00:00,19867.54,2077.88,52545.7,63211.42,68009.31
2023-03-01 14:00:00,19512.69,2069.29,53620.47,63160.26,68256.11
2023-03-01 15:00:00,19634.97,2110.5,52682.04,63213.42,69165.65
2023-03-01 16:00:00,20015.0,2259.67,50525.17,61835.36,68579.84
2023-03-01 17:00:00,20821.87,2623.6,48539.57,57027.24,67048.49
2023-03-01 18:00:00,22996.04,2952.72,50959.39,50410.11,65745.58
2023-03-01 19:00:00,22928.34,2836.86,54401.74,50107.12,66227.31
2023-03-01 20:00:00,22287.08,2706.01,52497.46,48565.77,62276.77
2023-03-01 21:00:00,21549.75,2474.12,50079.59,49398.63,60265.13
2023-03-01 22:00:00,20525.01,2192.9,48235.98,51152.11,61236.17
2023-03-01 23:00:00,20027.68,1917.47,45993.9,52269.03,61933.79
2023-03-02 00:00:00,19906.46,1763.37,44078.02,51862.5,60903.02
2023-03-02 01:00:00,19820.87,1598.65,42706.4,51022.61,60437.57
2023-03-02 02:00:00,19635.69,1647.88,41716.61,50220.36,59509.6
2023-03-02 03:00:00,19637.93,1633.27,41088.46,50177.64,58933.67
2023-03-02 04:00:00,19821.17,1647.62,41776.09,50940.38,59675.47
2023-03-02 05:00:00,20121.63,1787.43,45476.57,50848.62,61187.03
2023-03-02 06:00:00,20666.18,2213.25,50200.14,53443.95,63823.76
2023-03-02 07:00:00,21331.49,2383.19,53201.73,58769.32,66858.07
2023-03-02 08:00:00,21264.38,2368.59,56138.63,60075.49,68649.49
2023-03-02 09:00:00,21174.52,2230.21,57918.47,63228.58,70777.74
2023-03-02 10:00:00,21069.54,2267.38,59079.3,65088.82,72481.73
2023-03-02 11:00:00,20998.51,2169.41,59516.3,65063.27,72926.28
2023-03-02 12:00:00,21016.52,2084.07,56472.2,63946.68,71375.83
2023-03-02 13:00:00,20327.75,2057.38,54783.0,62088.41,69617.11
2023-03-02 14:00:00,19932.09,2028.56,56006.09,61951.93,70056.11
2023-03-02 15:00:00,20214.53,2044.64,54345.26,62149.39,70843.47
2023-03-02 16:00:00,20479.25,2156.83,52450.61,60800.51,69949.57
2023-03-02 17:00:00,21119.49,2545.12,49399.85,56112.91,68128.4
2023-03-02 18:00:00,23341.74,2900.8,51023.52,50261.6,66747.98
2023-03-02 19:00:00,23142.95,2738.69,54015.65,50203.6,67047.57
2023-03-02 20:00:00,22733.42,2574.82,52663.91,47578.09,63045.59
2023-03-02 21:00:00,21904.22,2369.16,50607.33,48464.5,61387.98
2023-03-02 22:00:00,20914.57,2172.13,49152.04,49769.96,62287.49
2023-03-02 23:00:00,20735.01,1914.71,46510.05,50709.69,63011.83
2023-03-03 00:00:00,20391.78,1748.92,44606.31,52005.53,62087.89
2023-03-03 01:00:00,20559.34,1647.29,43069.84,51022.96,61650.48
2023-03-03 02:00:00,20216.06,1608.54,42180.55,50345.63,60623.66
2023-03-03 03:00:00,19946.79,1582.08,41766.34,50322.05,60407.82
2023-03-03 04:00:00,20051.89,1623.36,43043.62,50790.33,60629.1
2023-03-03 05:00:00,20286.18,1784.89,46705.84,51069.63,62415.06
2023-03-03 06:00:00,20778.92,2147.86,50302.57,53906.53,65290.3
2023-03-03 07:00:00,21471.03,2388.64,53038.03,59236.16,67836.48
2023-03-03 08:00:00,21400.31,2298.8,56259.73,60564.56,69179.88
2023-03-03 09:00:00,21535.69,2137.19,58054.65,63046.92,71009.97
2023-03-03 10:00:00,21320.88,2179.01,60466.58,64435.84,72425.66
2023-03-03 11:00:00,21545.85,2135.66,60843.23,63986.89,72916.0
2023-03-03 12:00:00,21233.45,2064.69,58544.93,62623.09,71570.49
2023-03-03 13:00:00,20355.89,1958.2,55838.06,61525.51,69547.27
2023-03-03 14:00:00,20028.56,2001.68,55798.5,61894.62,69665.08
2023-03-03 15:00:00,20195.04,2045.41,54564.17,62092.52,70266.57
2023-03-03 16:00:00,20676.98,2137.56,52380.89,60758.98,69709.87
2023-03-03 17:00:00,21258.09,2538.11,49197.56,55520.66,67748.65
2023-03-03 18:00:00,23330.69,2918.46,50932.73,50031.71,66535.12
2023-03-03 19:00:00,23728.55,2786.14,55387.28,49269.44,67038.4
2023-03-03 20:00:00,23114.83,2647.14,53500.06,47316.47,63272.61
2023-03-03 21:00:00,22322.06,2406.73,51642.64,48667.43,61534.74
2023-03-03 22:00:00,21336.15,2112.27,50162.1,50802.09,62464.64
2023-03-03 23:00:00,20800.93,1849.92,47685.4,51850.02,63224.93
2023-03-04 00:00:00,20683.27,1709.47,45963.21,51964.13,62783.72
2023-03-04 01:00:00,21180.19,1629.45,44233.01,50817.45,62094.94
2023-03-04 02:00:00,20924.93,1580.01,42894.55,50442.76,61104.93
2023-03-04 03:00:00,20582.98,1555.92,42113.9,50474.77,60690.42
2023-03-04 04:00:00,20806.74,1593.06,42754.42,50806.16,60865.17
2023-03-04 05:00:00,21276.16,1734.45,46261.81,51058.4,62367.93
2023-03-04 06:00:00,21819.49,2130.76,49867.9,53764.91,64879.88
2023-03-04 07:00:00,22132.69,2350.19,52466.83,59612.57,67034.34
2023-03-04 08:00:00,21942.99,2257.56,54929.51,61366.72,68348.8
2023-03-04 09:00:00,21870.69,2164.74,56892.04,64464.01,70428.52
2023-03-04 10:00:00,21866.05,2065.48,58646.23,65674.39,72228.55
2023-03-04 11:00:00,22245.37,2038.03,58161.9,64658.11,72683.89
2023-03-04 12:00:00,21733.93,2015.47,53957.06,63190.28,71328.39
2023-03-04 13:00:00,20798.55,2014.81,51686.63,62038.58,69548.94
2023-03-04 14:00:00,20647.34,2043.9,52531.6,62470.49,69950.78
2023-03-04 15:00:00,20876.09,2108.07,51218.17,63315.06,70688.76
2023-03-04 16:00:00,21338.24,2191.67,49940.58,62059.75,70420.38
2023-03-04 17:00:00,21832.24,2562.67,46949.93,56712.92,68636.78
2023-03-04 18:00:00,24068.18,2933.8,49429.06,50466.62,66522.45
2023-03-04 19:00:00,24260.66,2808.03,54250.79,50005.28,66081.72
2023-03-04 20:00:00,23444.64,2654.08,51486.9,47991.48,62045.97
2023-03-04 21:00:00,22824.75,2432.15,48995.79,48606.45,60374.99
2023-03-04 22:00:00,22004.23,2144.31,47403.71,50511.28,60900.55
2023-03-04 23:00:00,21254.65,1880.77,45762.95,51372.55,61701.41
2023-03-05 00:00:00,21089.66,1714.19,43547.34,51248.5,61023.19
2023-03-05 01:00:00,20997.71,1636.29,41822.49,50790.81,60207.57
2023-03-05 02:00:00,20860.19,1586.21,40654.74,50333.58,58996.9
2023-03-05 03:00:00,20725.43,1555.71,39928.91,50364.35,58217.94
2023-03-05 04:00:00,20837.67,1564.83,40669.28,50590.28,58308.95
2023-03-05 05:00:00,20911.81,1686.32,44211.64,50358.43,59320.0
2023-03-05 06:00:00,21139.27,1922.01,47543.4,50964.77,60972.14
2023-03-05 07:00:00,21175.58,2118.76,48386.76,54571.0,63374.68
2023-03-05 08:00:00,21267.52,2118.6,50481.05,56952.91,65187.56
2023-03-05 09:00:00,21254.98,2017.45,53062.45,59899.34,66610.71
2023-03-05 10:00:00,21237.03,1974.85,56045.37,61788.9,67663.54
2023-03-05 11:00:00,21429.87,1924.15,56470.44,61559.29,68093.91
2023-03-05 12:00:00,21367.55,1956.79,55813.81,61197.11,66847.96
2023-03-05 13:00:00,20945.04,1962.24,53129.54,60217.36,65083.22
2023-03-05 14:00:00,20246.7,1946.23,52155.36,59399.79,65724.79
2023-03-05 15:00:00,20422.81,2001.06,50355.74,58926.15,66787.96
2023-03-05 16:00:00,20755.82,2064.32,48045.15,57365.75,66278.66
2023-03-05 17:00:00,21203.7,2408.39,44905.29,51866.11,64140.64
2023-03-05 18:00:00,23146.7,2771.42,48453.81,46527.57,63150.55
2023-03-05 19:00:00,23490.27,2678.21,52862.65,46541.8,63955.74
2023-03-05 20:00:00,23182.59,2535.1,51483.08,45437.68,60759.45
2023-03-05 21:00:00,22284.63,2332.36,50038.07,46596.74,59601.9
2023-03-05 22:00:00,21551.58,2050.51,48088.82,48332.3,59882.55
2023-03-05 23:00:00,21189.19,1800.1,46719.02,49185.58,60696.11
2023-03-06 00:00:00,20828.05,1656.61,44592.64,49455.51,60021.29
2023-03-06 01:00:00,20671.24,1584.82,42766.45,49077.21,59532.76
2023-03-06 02:00:00,20357.18,1526.03,42102.25,48549.39,58457.36
2023-03-06 03:00:00,20073.53,1495.59,41424.35,48314.7,57965.72
2023-03-06 04:00:00,20230.25,1502.4,42471.5,49088.22,58166.6
2023-03-06 05:00:00,20571.24,1655.81,45755.7,49444.93,59753.25
2023-03-06 06:00:00,20677.45,2070.86,48961.15,52675.07,62229.49
2023-03-06 07:00:00,21144.71,2282.25,50328.56,58868.12,64974.2
2023-03-06 08:00:00,21389.95,2225.89,52126.84,60044.06,66555.24
2023-03-06 09:00:00,21557.36,2143.12,55524.11,63174.73,68925.38
2023-03-06 10:00:00,21592.51,2085.19,58460.26,65395.1,70537.24
2023-03-06 11:00:00,21550.5,2052.4,59117.74,65737.19,71477.69
2023-03-06 12:00:00,21245.1,2050.16,57924.41,65781.18,70904.9
2023-03-06 13:00:00,20563.33,2039.08,55477.03,64079.23,68702.06
2023-03-06 14:00:00,20069.03,2062.2,53598.16,63449.28,69603.43
2023-03-06 15:00:00,20409.08,2132.15,51205.37,63586.14,68825.42
2023-03-06 16:00:00,20862.85,2207.84,48349.94,61866.93,65965.12
2023-03-06 17:00:00,21383.88,2576.6,45995.37,56950.61,62708.02
2023-03-06 18:00:00,23735.64,2950.17,49803.24,51282.46,58688.71
2023-03-06 19:00:00,23585.88,2765.79,54705.77,50877.96,56368.54
2023-03-06 20:00:00,23103.24,2605.37,51770.51,49363.46,53011.45
2023-03-06 21:00:00,22223.07,2397.51,49756.27,49402.15,51197.79
2023-03-06 22:00:00,21111.93,2117.65,48121.39,51493.18,50811.08
2023-03-06 23:00:00,20753.75,1866.85,46617.52,52368.36,51059.18
2023-03-07 00:00:00,20174.51,1731.48,45095.12,52585.81,50166.84
2023-03-07 01:00:00,19644.92,1650.87,43597.4,51709.11,49064.27
2023-03-07 02:00:00,19021.61,1605.59,42523.43,50947.15,48133.3
2023-03-07 03:00:00,19011.93,1570.72,41827.8,50433.55,47639.12
2023-03-07 04:00:00,18753.34,1572.96,42465.97,50676.4,47745.69
2023-03-07 05:00:00,19265.61,1722.71,45362.69,51531.81,48671.4
2023-03-07 06:00:00,19775.83,2099.89,48396.35,54004.36,50210.67
2023-03-07 07:00:00,20461.29,2302.2,49522.11,59365.0,53186.62
2023-03-07 08:00:00,20532.09,2276.28,50852.05,60397.42,54602.04
2023-03-07 09:00:00,20720.64,2204.19,54248.16,62187.59,55445.17
2023-03-07 10:00:00,20765.69,2124.23,57413.07,63686.21,55992.13
2023-03-07 11:00:00,20693.99,2105.67,58086.54,63838.01,56791.28
2023-03-07 12:00:00,20619.41,2106.12,57568.02,64272.56,56940.39
2023-03-07 13:00:00,20183.08,2050.48,55937.15,63630.94,56330.67
2023-03-07 14:00:00,19500.27,2047.56,52111.35,63209.47,56673.75
2023-03-07 15:00:00,19620.94,2065.99,49781.65,62751.9,58078.2
2023-03-07 16:00:00,19779.5,2178.44,47055.41,61740.55,59249.15
2023-03-07 17:00:00,20219.78,2491.58,44193.12,56967.54,58282.14
2023-03-07 18:00:00,22292.99,2865.27,47202.52,50874.46,56731.68
2023-03-07 19:00:00,22377.03,2765.22,49820.12,50559.81,56864.54
2023-03-07 20:00:00,21798.33,2623.49,46720.46,49092.07,53504.83
2023-03-07 21:00:00,21090.29,2418.95,45220.31,49702.08,52177.13
2023-03-07 22:00:00,20284.89,2178.25,44640.77,50687.73,52684.93
2023-03-07 23:00:00,19718.38,1921.28,43626.11,52219.65,53052.17
2023-03-08 00:00:00,19164.92,1797.61,42508.36,52008.49,52156.52
2023-03-08 01:00:00,18708.29,1698.94,41252.91,51036.42,51180.84
2023-03-08 02:00:00,18489.61,1633.72,40221.33,50335.52,50236.0
2023-03-08 03:00:00,18550.06,1604.64,39801.59,50055.15,49793.93
2023-03-08 04:00:00,18368.42,1613.19,40200.3,50515.8,50224.5
2023-03-08 05:00:00,18524.24,1719.19,42442.71,51403.25,51173.74
2023-03-08 06:00:00,18739.34,2003.46,45497.29,53580.66,52943.94
2023-03-08 07:00:00,19158.93,2150.1,46994.7,58161.32,54702.82
2023-03-08 08:00:00,19191.2,2111.03,49951.76,58995.09,55047.46
2023-03-08 09:00:00,19242.76,2015.38,51651.65,61855.83,55071.31
2023-03-08 10:00:00,19226.11,1943.59,52777.66,64017.02,55581.53
2023-03-08 11:00:00,19335.19,1886.9,52802.09,63586.94,56246.03
2023-03-08 12:00:00,19059.84,1899.91,52902.89,63510.16,55528.96
2023-03-08 13:00:00,18622.42,1908.39,52065.77,62201.05,54483.65
2023-03-08 14:00:00,18321.59,1887.89,50397.08,61922.26,54508.18
2023-03-08 15:00:00,18264.09,1880.32,47301.23,61940.19,54507.72
2023-03-08 16:00:00,18103.67,1974.42,44100.6,60514.38,53648.21
2023-03-08 17:00:00,18733.13,2287.93,41441.83,55612.74,51835.07
2023-03-08 18:00:00,20475.57,2656.42,41883.55,49759.13,51270.64
2023-03-08 19:00:00,20680.03,2573.98,44319.0,49339.49,52646.87
2023-03-08 20:00:00,20130.74,2442.13,42421.3,47419.32,50263.72
2023-03-08 21:00:00,19671.52,2256.87,40973.11,48015.71,48925.45
2023-03-08 22:00:00,18995.8,1954.55,39819.46,49062.98,48676.42
2023-03-08 23:00:00,18361.48,1691.81,38184.37,50108.45,48777.22
2023-03-09 00:00:00,18146.2,1544.64,36632.23,50336.15,48070.91
2023-03-09 01:00:00,18199.9,1465.72,35233.94,49096.35,47526.19
2023-03-09 02:00:00,18139.63,1428.73,34426.95,48537.76,47054.93
2023-03-09 03:00:00,17861.73,1425.23,34206.59,48697.88,46859.25
2023-03-09 04:00:00,17496.16,1467.87,34716.07,49595.51,47316.62
2023-03-09 05:00:00,17486.87,1620.46,38198.33,51211.49,48991.6
2023-03-09 06:00:00,18106.49,2036.12,42926.33,53642.27,52446.65
2023-03-09 07:00:00,19198.45,2280.02,44850.74,58846.45,56671.43
2023-03-09 08:00:00,19760.73,2244.82,47107.82,60636.42,59773.32
2023-03-09 09:00:00,20248.96,2165.54,49803.59,63937.35,61969.92
2023-03-09 10:00:00,20217.1,2096.67,51978.91,65893.41,63672.29
2023-03-09 11:00:00,20141.6,2070.46,52233.73,65698.53,64335.98
2023-03-09 12:00:00,20025.13,2070.06,51240.39,64942.8,62764.14
2023-03-09 13:00:00,19428.4,2077.35,49795.5,63327.34,61117.74
2023-03-09 14:00:00,19191.44,2079.93,48692.89,63492.05,61341.44
2023-03-09 15:00:00,19453.28,2135.04,46914.26,63931.78,62214.92
2023-03-09 16:00:00,19626.27,2178.78,44404.01,62388.23,61728.72
2023-03-09 17:00:00,20347.55,2506.3,42586.69,57818.03,60252.55
2023-03-09 18:00:00,22374.46,2913.87,45147.94,51441.23,59561.39
2023-03-09 19:00:00,22762.63,2814.11,50623.66,50999.08,60578.51
2023-03-09 20:00:00,22202.96,2651.04,48730.35,49048.86,57519.6
2023-03-09 21:00:00,21234.23,2403.73,47027.93,49387.67,56110.01
2023-03-09 22:00:00,20275.88,2158.74,45908.31,51477.57,56307.89
2023-03-09 23:00:00,19785.37,1943.17,44289.49,52036.17,56936.85
2023-03-10 00:00:00,19667.0,1756.45,42534.31,51913.31,56343.37
2023-03-10 01:00:00,19600.12,1655.2,40935.52,51043.45,55972.27
2023-03-10 02:00:00,19355.63,1622.1,39839.62,50410.82,55310.43
2023-03-10 03:00:00,19195.92,1608.43,39328.36,50446.82,54978.91
2023-03-10 04:00:00,19260.65,1633.2,40130.11,51506.19,55116.71
2023-03-10 05:00:00,19574.57,1787.4,43453.28,52941.09,56394.25
2023-03-10 06:00:00,19704.29,2121.03,47406.01,55249.29,59229.32
2023-03-10 07:00:00,20198.59,2379.42,48222.54,60821.9,62456.69
2023-03-10 08:00:00,20542.16,2304.34,49491.09,62293.03,63936.65
2023-03-10 09:00:00,20752.77,2197.68,53126.85,65879.14,65438.64
2023-03-10 10:00:00,20784.85,2162.92,55776.05,67328.46,66691.35
2023-03-10 11:00:00,20824.49,2155.14,56908.99,66382.48,67298.81
2023-03-10 12:00:00,20508.69,2144.71,55938.34,65601.13,66108.23
2023-03-10 13:00:00,19960.9,2105.31,52451.15,64025.32,64110.01
2023-03-10 14:00:00,19538.19,2119.06,51387.43,63342.75,64273.14
2023-03-10 15:00:00,19480.92,2144.1,49634.29,64120.26,65360.95
2023-03-10 16:00:00,19433.46,2208.1,47147.85,63265.42,64862.06
2023-03-10 17:00:00,20056.93,2541.05,46500.01,58090.83,63537.33
2023-03-10 18:00:00,22030.0,2946.54,49937.29,51321.19,62399.42
2023-03-10 19:00:00,21790.13,2818.94,54348.89,50841.95,63456.06
2023-03-10 20:00:00,21490.76,2674.73,51461.32,49011.05,59893.91
2023-03-10 21:00:00,20128.2,2462.14,49766.9,49286.32,58323.36
2023-03-10 22:00:00,18720.68,2156.32,48826.75,50923.2,58682.59
2023-03-10 23:00:00,18656.05,1903.46,46888.64,52260.95,59305.43
2023-03-11 00:00:00,18300.44,1767.15,44515.05,52664.84,58655.75
2023-03-11 01:00:00,18355.99,1694.52,42959.05,51603.28,58281.95
2023-03-11 02:00:00,18345.67,1651.98,42358.95,50846.37,57637.65
2023-03-11 03:00:00,18711.8,1631.51,41642.64,50634.13,57086.69
2023-03-11 04:00:00,18854.89,1650.35,42213.8,51591.33,57417.39
2023-03-11 05:00:00,18995.51,1790.92,45608.89,52473.76,59006.71
2023-03-11 06:00:00,19466.37,2099.93,48446.53,54372.89,61487.1
2023-03-11 07:00:00,19759.31,2281.99,48974.98,58921.71,63587.77
2023-03-11 08:00:00,19826.63,2281.77,51204.43,60716.03,64990.97
2023-03-11 09:00:00,19897.05,2212.24,54158.61,63227.38,66723.8
2023-03-11 10:00:00,20094.89,2163.28,56618.64,63129.26,67938.56
2023-03-11 11:00:00,20380.46,2189.6,57495.69,62795.93,68279.46
2023-03-11 12:00:00,20192.69,2182.97,56487.76,63026.88,67115.7
2023-03-11 13:00:00,19811.29,2197.73,54297.16,62746.99,65088.12
2023-03-11 14:00:00,19579.33,2213.42,53954.27,63346.14,65836.48
2023-03-11 15:00:00,19885.61,2224.11,52125.88,64140.13,66767.23
2023-03-11 16:00:00,20200.96,2244.79,49470.19,62920.82,66506.75
2023-03-11 17:00:00,20820.84,2549.94,47454.87,54667.3,64970.58
2023-03-11 18:00:00,22938.74,2916.55,50263.4,51274.29,63993.46
2023-03-11 19:00:00,23171.78,2873.29,55079.83,50683.97,65056.99
2023-03-11 20:00:00,22681.19,2729.13,52166.34,48798.41,60948.3
2023-03-11 21:00:00,22084.65,2502.76,50465.33,49049.16,59264.91
2023-03-11 22:00:00,21295.04,2197.88,49457.2,50625.48,59893.24
2023-03-11 23:00:00,20622.35,1942.09,47967.02,52081.3,60603.23
2023-03-12 00:00:00,20292.11,1784.74,45644.45,52220.63,59887.33
2023-03-12 01:00:00,20457.0,1717.37,43950.61,51308.39,59471.48
2023-03-12 02:00:00,20521.47,1670.73,42877.36,50101.86,58605.59
2023-03-12 03:00:00,20317.49,1651.93,42303.88,49854.19,57875.94
2023-03-12 04:00:00,20223.05,1652.48,42861.62,51059.72,58018.53
2023-03-12 05:00:00,20360.23,1773.6,45516.49,51301.68,58770.42
2023-03-12 06:00:00,19993.96,2078.3,47852.72,52188.85,60683.59
2023-03-12 07:00:00,20466.35,2264.08,48251.25,55033.66,62884.03
2023-03-12 08:00:00,20376.73,2262.8,49402.45,56979.23,63926.45
2023-03-12 09:00:00,20489.24,2145.49,52077.95,59462.35,64991.2
2023-03-12 10:00:00,20571.12,2059.06,54869.27,60827.53,66251.55
2023-03-12 11:00:00,20717.26,2081.77,54720.84,60942.77,66802.35
2023-03-12 12:00:00,20775.42,2095.5,54391.51,60400.51,65385.32
2023-03-12 13:00:00,20540.83,2073.55,52553.02,58686.25,63985.67
2023-03-12 14:00:00,19974.76,2047.96,51110.91,57814.29,64244.58
2023-03-12 15:00:00,19800.47,2037.99,48885.43,58277.37,64810.97
2023-03-12 16:00:00,19948.56,2080.93,45937.97,57459.12,63678.96
2023-03-12 17:00:00,20640.88,2360.71,43804.52,52567.05,61712.15
2023-03-12 18:00:00,22862.63,2768.09,47821.48,46841.58,60440.04
2023-03-12 19:00:00,23080.46,2662.26,53401.35,46599.14,61342.14
2023-03-12 20:00:00,22631.39,2525.19,50870.18,45852.19,58660.55
2023-03-12 21:00:00,21857.58,2332.03,48881.01,47289.37,57724.71
2023-03-12 22:00:00,21236.62,2097.16,47882.47,50406.9,58288.03
2023-03-12 23:00:00,20876.34,1871.3,46410.1,51092.11,59197.67
2023-03-13 00:00:00,20541.03,1744.22,44323.66,50298.5,58774.87
2023-03-13 01:00:00,20589.53,1648.93,42717.02,49641.8,58371.2
2023-03-13 02:00:00,20758.78,1631.48,41720.43,49187.25,57571.27
2023-03-13 03:00:00,20618.98,1602.16,41235.26,49050.31,56883.13
2023-03-13 04:00:00,20560.93,1612.53,42224.82,49712.21,57063.6
2023-03-13 05:00:00,20706.26,1783.58,45878.99,50805.87,58700.35
2023-03-13 06:00:00,20752.48,2130.26,49118.49,53654.1,61643.6
2023-03-13 07:00:00,20926.55,2308.14,49856.8,59212.37,64264.5
2023-03-13 08:00:00,20937.47,2251.17,51634.5,60900.65,65860.0
2023-03-13 09:00:00,21243.07,2166.48,54420.87,64679.96,67841.5
2023-03-13 10:00:00,21411.67,2149.32,56908.44,66859.28,69056.46
2023-03-13 11:00:00,21531.47,2156.55,58200.43,66761.15,69977.93
2023-03-13 12:00:00,21451.11,2161.94,57167.44,66509.89,68810.96
2023-03-13 13:00:00,20994.19,2147.24,54352.57,64583.1,66793.96
2023-03-13 14:00:00,20909.35,2165.87,53947.49,64467.87,67224.93
2023-03-13 15:00:00,20925.52,2233.8,52209.43,64388.05,68031.18
2023-03-13 16:00:00,20800.29,2338.14,50190.57,63866.61,67392.37
2023-03-13 17:00:00,21094.9,2603.07,47840.88,58495.49,65911.44
2023-03-13 18:00:00,23383.37,3019.65,50914.11,52170.89,64331.62
2023-03-13 19:00:00,23651.95,2940.66,56218.93,51774.13,64284.87
2023-03-13 20:00:00,23194.46,2774.44,53827.01,49721.51,61064.1
2023-03-13 21:00:00,22642.88,2540.24,52045.5,50402.65,60201.21
2023-03-13 22:00:00,21590.61,2261.99,50611.23,52173.22,60839.96
2023-03-13 23:00:00,21144.99,2013.32,49648.57,53140.13,60977.98
2023-03-14 00:00:00,20673.76,1859.9,46490.0,53349.48,59986.88
2023-03-14 01:00:00,20613.77,1776.74,44565.11,52372.82,59434.62
2023-03-14 02:00:00,20515.4,1724.35,43508.18,51585.86,58366.87
2023-03-14 03:00:00,20536.87,1680.1,42983.04,51337.71,57678.99
2023-03-14 04:00:00,20484.62,1681.64,44139.48,51893.07,58054.55
2023-03-14 05:00:00,20648.41,1840.56,47303.12,53075.71,59776.74
2023-03-14 06:00:00,20848.82,2217.42,49991.67,55704.47,62356.19
2023-03-14 07:00:00,21417.76,2469.07,49725.1,60624.17,64931.32
2023-03-14 08:00:00,21514.64,2419.25,51496.33,62068.07,65967.71
2023-03-14 09:00:00,21522.79,2325.37,54963.72,65868.56,67345.49
2023-03-14 10:00:00,21826.49,2212.18,56956.16,68071.08,68663.46
2023-03-14 11:00:00,21634.83,2194.82,58406.02,68294.01,69362.39
2023-03-14 12:00:00,21705.76,2202.51,57605.77,68280.6,68391.36
2023-03-14 13:00:00,21573.65,2199.04,54842.68,66604.96,66442.68
2023-03-14 14:00:00,21260.24,2197.23,53630.94,66154.58,67227.95
2023-03-14 15:00:00,21189.54,2208.37,51628.08,66181.37,67598.55
2023-03-14 16:00:00,20956.0,2304.63,49166.4,64549.48,67062.98
2023-03-14 17:00:00,21404.08,2671.5,47752.85,58717.79,65448.01
2023-03-14 18:00:00,23968.05,3038.87,51456.91,52594.03,63949.98
2023-03-14 19:00:00,24167.79,2903.38,56493.03,51967.65,64394.25
2023-03-14 20:00:00,23685.53,2636.72,54232.15,50495.67,61219.87
2023-03-14 21:00:00,22900.93,2376.2,52224.34,51190.94,60330.73
2023-03-14 22:00:00,22101.12,2150.88,50445.53,52400.51,61097.98
2023-03-14 23:00:00,21651.09,1846.22,48555.07,53482.16,61884.44
2023-03-15 00:00:00,21413.3,1700.85,47001.02,53308.37,61058.68
2023-03-15 01:00:00,21131.42,1582.0,45156.88,52503.35,60241.78
2023-03-15 02:00:00,20888.07,1515.3,43638.45,51664.22,59269.87
2023-03-15 03:00:00,20751.28,1480.59,43031.14,51693.83,58575.27
2023-03-15 04:00:00,20679.69,1469.92,43957.74,52337.43,58824.55
2023-03-15 05:00:00,21056.48,1591.82,47108.34,53809.19,60241.86
2023-03-15 06:00:00,21261.77,1810.19,50396.28,56321.9,62752.25
2023-03-15 07:00:00,21824.83,2027.32,50385.7,60830.77,64827.9
2023-03-15 08:00:00,21523.0,2138.2,51562.3,62184.85,66097.55
2023-03-15 09:00:00,21452.22,2124.52,55157.33,66178.39,67866.38
2023-03-15 10:00:00,21490.53,2090.32,55492.91,68416.57,69216.73
2023-03-15 11:00:00,21973.14,2034.72,56309.11,68584.81,69676.24
2023-03-15 12:00:00,22104.03,1956.23,56309.96,68634.76,67984.45
2023-03-15 13:00:00,21786.83,1986.29,54313.68,66374.66,65939.27
2023-03-15 14:00:00,21508.13,1909.12,53731.08,66048.64,66367.55
2023-03-15 15:00:00,21589.09,1908.17,51626.75,66291.42,67041.73
